"fipscode","datayear","st","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","cl.latino","ent.latino","lifelos.latino","grp.inst.latino","cl.asian","ent.asian","lifelos.asian","grp.inst.asian","cl.unk","ent.unk","lifelos.unk","grp.inst.unk","cl.haw.pi","ent.haw.pi","lifelos.haw.pi","grp.inst.haw.pi"
6067,2008,"CA",2624,962,1049.46861747243,369,1770,699,879.060136391817,236,190,59,1214.12903225806,17,1266,551,773.018534863195,135,344,176,653.76582278481,58,44,29,382.023255813953,23,31,18,373.916666666667,4
6071,2008,"CA",1640,464,1198.62533692722,234,1700,505,1003.28780177891,199,118,24,1035.90384615385,9,2700,831,966.007782101167,282,69,23,453.268656716418,7,7,6,131.857142857143,3,33,19,484.322580645161,0
6073,2008,"CA",1857,594,1186.5,395,1704,586,946.39625,348,193,53,1370.20994475138,25,3383,1169,862.759128567045,505,316,131,727.300319488818,43,27,21,354.222222222222,12,50,21,714.9375,4
6075,2008,"CA",1472,273,2348.57205240175,195,144,38,1459.09090909091,18,45,12,1492.28888888889,2,364,102,1191.41025641026,67,145,48,1247.02877697842,22,11,7,495.727272727273,6,57,16,904.035087719298,7
6077,2008,"CA",615,170,1118.98596491228,105,530,155,1042.13250517598,96,52,16,1346.69387755102,6,772,215,942.474482758621,89,138,38,833.162962962963,11,38,23,529.918918918919,22,6,2,1189.25,2
6085,2008,"CA",439,143,1265.07291666667,80,518,177,1092.44074844075,99,113,28,1007.32110091743,12,1729,561,937.613947696139,246,204,87,699.277486910995,33,4,4,115,1,30,11,866.931034482759,3
6107,2008,"CA",104,17,1492.09574468085,7,378,103,1009.30144927536,37,44,9,704.5,4,909,265,864.337195828505,50,17,7,313.875,1,1,0,307,0,3,1,441.333333333333,0
6111,2008,"CA",84,20,1295.43902439024,16,280,112,809.757462686567,68,15,4,2534.93333333333,0,589,204,856.526041666667,75,18,8,585.588235294118,5,7,4,339.285714285714,3,7,4,849.571428571429,1
8001,2008,"CO",167,85,652.407407407407,0,544,222,790.56043956044,0,21,11,531.631578947368,6,539,289,475.798245614035,0,13,6,329.923076923077,3,2,1,4,1,4,3,799.666666666667,3
8005,2008,"CO",443,184,609.592286501377,0,487,193,572.045918367347,0,31,16,651.32,11,225,116,535.049450549451,0,11,7,696.666666666667,3,2,1,238,0,3,0,631.5,3
8031,2008,"CO",1095,523,783.435307017544,0,526,221,791.011185682327,0,88,44,526.346666666667,0,1444,685,621.013957307061,0,23,11,1131.8,7,2,0,394,1,17,9,388.142857142857,6
8041,2008,"CO",408,221,564.766961651917,0,839,404,563.143250688705,0,33,9,531.192307692308,6,386,183,507.06990881459,0,22,8,800.263157894737,0,NA,NA,NA,NA,10,3,605,5
8059,2008,"CO",115,53,522.988636363636,22,675,332,583.897526501767,0,25,11,631.285714285714,9,339,174,507.981949458484,0,11,4,994.818181818182,4,1,1,333,0,6,2,210.833333333333,0
9001,2008,"CT",505,124,1089.13152400835,0,245,85,886.326359832636,0,NA,NA,NA,NA,302,140,851.557093425606,0,17,4,1017.64705882353,0,2,1,609.5,0,1,0,411,0
9003,2008,"CT",775,245,1184.45883940621,0,444,136,868.773672055427,0,3,1,1017.66666666667,0,836,244,1059.2371007371,0,9,5,596.625,0,37,19,482.081081081081,0,4,0,755,0
9009,2008,"CT",1159,304,1127.33910665451,0,655,220,933.450858034321,0,4,1,1341.5,0,727,200,872.807417974322,0,7,4,273.5,0,17,7,348.764705882353,0,4,0,1199.75,0
10003,2008,"DE",718,259,657.087423312883,0,295,108,543.286231884058,0,NA,NA,NA,NA,89,40,423.954022988506,20,3,3,86.3333333333333,0,NA,NA,NA,NA,1,0,664,0
11001,2008,"DC",2600,506,1559.6743503772,0,21,7,1066.47619047619,2,3,1,496.666666666667,0,79,29,1145.27272727273,0,2,0,2044.5,2,178,166,208.681818181818,0,4,3,1081.75,1
12011,2008,"FL",1656,573,867.544394037589,388,666,256,691.362179487179,128,48,35,275.869565217391,3,270,113,499.064885496183,42,7,7,66.5,0,12,9,325.5,5,1,0,594,0
12031,2008,"FL",1689,596,687.136968928345,126,1114,452,538.240223463687,71,5,3,342,0,115,44,466.956140350877,6,8,3,705.875,0,15,8,399.466666666667,0,3,0,530.333333333333,0
12057,2008,"FL",1710,466,1030.18497827436,211,1599,412,869.155716162943,192,2,0,2422.5,0,586,171,758.259786476868,52,11,6,1016.18181818182,1,4,1,760,1,4,2,418,2
12071,2008,"FL",303,122,729.093862815884,36,644,283,543.687394957983,31,7,1,616.714285714286,0,176,104,431.994219653179,14,6,1,415.8,1,NA,NA,NA,NA,NA,NA,NA,NA
12086,2008,"FL",2364,657,1038.43298059965,0,272,86,821.098484848485,34,4,1,611.25,0,1084,413,715.498553519769,102,1,1,123,0,17,8,972.733333333333,3,NA,NA,NA,NA
12095,2008,"FL",812,343,942.558510638298,180,473,204,590.301587301587,53,5,3,845.6,0,251,119,520.358024691358,33,13,6,1037.92307692308,2,5,5,87.8,0,NA,NA,NA,NA
12099,2008,"FL",1037,393,776.674897119342,190,718,296,601.257183908046,97,1,0,502,0,233,101,529.977678571429,39,4,2,269.5,0,8,5,156.5,0,2,1,217.5,0
12103,2008,"FL",925,322,836.524774774775,146,1517,499,787.818941504178,168,12,2,1117,2,115,48,472.339130434783,12,6,1,1020.66666666667,0,NA,NA,NA,NA,2,1,425,0
12105,2008,"FL",511,191,772.81236673774,68,1039,360,696.834047109208,0,9,6,271,0,204,75,677.552325581395,28,6,1,745.8,2,3,2,218.666666666667,0,2,1,218.5,1
12127,2008,"FL",430,181,769.36387434555,71,805,366,614.986301369863,120,3,2,188.333333333333,1,85,35,598.813333333333,11,1,0,728,0,7,4,424.857142857143,0,NA,NA,NA,NA
13089,2008,"GA",1173,547,677.31914893617,0,51,24,533.122448979592,0,NA,NA,NA,NA,42,25,471.714285714286,0,12,7,411.75,2,11,4,482.818181818182,1,1,0,296,0
13121,2008,"GA",1810,541,930.732802728823,0,64,24,805.112903225806,16,NA,NA,NA,NA,40,16,546.675,0,1,0,531,0,2,2,226.5,0,NA,NA,NA,NA
15003,2008,"HI",152,65,691.5,14,181,91,588.71511627907,11,126,49,731.243697478992,0,28,17,419.44,5,1057,383,742.030674846626,0,70,38,405.867647058824,0,596,223,860.783486238532,0
17031,2008,"IL",8421,1383,2160.31112476951,0,1030,231,1566.91733067729,97,21,8,1003.05263157895,8,876,144,1760.83274853801,0,21,12,837.619047619048,1,195,61,1431.046875,0,NA,NA,NA,NA
17143,2008,"IL",980,146,2114.5026795284,34,868,265,1071.47051886792,33,4,0,475,0,44,6,2129.21428571429,0,7,6,921.142857142857,0,49,18,1117.375,7,NA,NA,NA,NA
17163,2008,"IL",450,92,1105.18691588785,25,549,155,981.028462998102,26,NA,NA,NA,NA,15,6,378.733333333333,1,1,1,299,0,9,5,320.111111111111,0,NA,NA,NA,NA
17201,2008,"IL",526,141,1043.32868525896,32,502,148,900.674796747967,29,3,2,871,1,64,43,532.868852459016,4,NA,NA,NA,NA,49,17,571.387755102041,1,NA,NA,NA,NA
18003,2008,"IN",653,267,747.827645051195,109,622,270,616.966312056738,90,45,20,515.452380952381,4,81,53,499.456790123457,5,24,12,288.75,9,8,5,996.875,2,6,5,132.166666666667,0
18089,2008,"IN",1460,486,884.396402877698,393,536,191,764.080392156863,142,18,0,1446.85714285714,8,233,93,648.464285714286,62,5,3,559.2,0,4,3,171,2,NA,NA,NA,NA
18097,2008,"IN",2560,1170,603.725394896719,0,1528,647,594.51630073187,132,71,36,497.028571428571,3,241,137,399.101694915254,10,12,6,563.083333333333,1,11,7,206.636363636364,2,5,0,922.2,0
19113,2008,"IA",393,119,680.059945504087,41,677,213,665.963779527559,108,6,2,545.333333333333,1,35,6,632.628571428571,1,10,0,703.5,1,35,17,340.794117647059,5,9,5,318.888888888889,1
19153,2008,"IA",465,178,754.809744779582,72,841,273,742.016666666667,146,14,7,912.384615384615,2,137,53,610.078125,15,29,12,558.655172413793,3,235,105,359.369098712446,20,8,5,402.125,3
20173,2008,"KS",736,191,930.584931506849,68,1152,315,745.876640419948,84,42,7,757.80487804878,4,205,54,795.865,11,14,2,815.785714285714,1,1,0,678,0,NA,NA,NA,NA
20177,2008,"KS",435,163,713.90675990676,36,690,231,737.868656716418,41,16,2,887.625,2,63,21,621.047619047619,3,1,0,432,0,7,1,1134.28571428571,1,NA,NA,NA,NA
21067,2008,"KY",466,159,756.085585585586,76,483,213,561.731759656652,80,NA,NA,NA,NA,73,37,372.619718309859,9,NA,NA,NA,NA,18,8,568,2,10,1,749.1,0
21111,2008,"KY",963,352,706.433799784715,179,737,264,602.95251396648,88,5,1,590.2,1,51,31,340.122448979592,4,9,0,756.625,0,35,14,333.818181818182,5,3,0,196,0
24510,2008,"MD",5656,1087,1761.5782080486,0,578,143,1159.84124087591,0,12,1,1949,1,26,18,573.653846153846,0,5,0,1379,0,30,14,742,0,NA,NA,NA,NA
25005,2008,"MA",415,158,855.245478036176,63,1194,425,763.452504317789,0,12,2,1003.66666666667,0,295,105,869.631578947368,33,24,10,525.608695652174,0,83,22,686.120481927711,11,4,1,457.75,0
25009,2008,"MA",292,117,908.745454545455,59,944,338,858.981859410431,182,11,3,1153.1,7,735,303,798.304347826087,116,42,14,578.25,8,51,25,600.26,5,1,0,805,1
25013,2008,"MA",460,192,984.380952380952,0,719,278,728.803545051699,0,6,5,294.25,1,1096,428,868.633136094675,0,4,1,277.5,0,111,63,509.261261261261,0,1,0,883,0
25017,2008,"MA",484,184,790.852272727273,110,1379,589,736.398318042813,0,15,4,976.2,3,468,192,805.586757990868,92,154,74,599.847682119205,17,89,41,434.764705882353,9,1,1,7,0
25025,2008,"MA",1070,400,807.189,0,329,128,808.567823343849,61,7,2,1186.8,1,419,152,765.00253164557,0,55,28,620.203703703704,6,71,25,729.246376811594,11,NA,NA,NA,NA
25027,2008,"MA",373,166,728.460227272727,0,1296,535,707.875724937863,0,10,7,371.6,0,663,299,645.602201257862,0,31,15,592.8,4,113,48,565.841121495327,12,3,1,681.666666666667,1
26049,2008,"MI",1267,281,984.868268434134,94,779,219,726.633597883598,35,9,1,746,1,23,2,1042.82608695652,1,NA,NA,NA,NA,1,0,956,1,4,2,452.75,0
26065,2008,"MI",535,178,802.011583011583,59,374,143,734.935393258427,30,22,3,1117.1,3,91,43,551.123595505618,8,7,4,159.857142857143,0,5,1,799.2,1,9,3,529.222222222222,0
26081,2008,"MI",685,230,659.42540620384,59,578,157,686.409090909091,40,35,13,696.514285714286,0,181,66,565.223463687151,9,10,3,617.4,2,NA,NA,NA,NA,3,0,1670.33333333333,1
26099,2008,"MI",556,198,686.866788321168,74,1240,385,657.32617671346,104,7,4,328.666666666667,1,39,14,744.578947368421,2,17,12,494.941176470588,1,1,0,477,1,1,1,221,0
26125,2008,"MI",989,314,815.561403508772,161,1039,310,689.045009784736,115,5,1,796.4,1,133,43,590.007575757576,14,19,7,521.789473684211,3,3,1,651.666666666667,0,10,1,502,1
26163,2008,"MI",8034,1915,1157.30631099545,1829,1532,397,823.924914675768,399,33,13,657.75,2,166,49,773.428571428571,10,19,3,1297.15789473684,5,51,16,942.886363636364,32,74,22,827.666666666667,58
27053,2008,"MN",1808,875,623.667796610169,698,542,232,554.140425531915,226,504,209,848.086956521739,121,134,88,325.048780487805,76,71,46,541.935483870968,33,128,80,292.45,86,NA,NA,NA,NA
27123,2008,"MN",887,468,804.755395683453,306,387,228,594.778481012658,173,116,49,1071.3417721519,34,150,70,682.3,40,149,98,377.360294117647,40,59,42,115.345454545455,21,2,2,0,1
29095,2008,"MO",801,334,762.828611898017,158,607,273,642.976702508961,136,2,1,208.5,0,65,25,447.540983606557,6,13,5,449.384615384615,1,18,5,1820.2,5,2,1,553,1
29189,2008,"MO",824,285,1098.76584734799,110,289,100,850.290909090909,35,2,0,622,0,21,11,620.75,2,3,0,794.333333333333,0,3,2,190.333333333333,0,NA,NA,NA,NA
29510,2008,"MO",1141,276,1571.66888045541,184,150,48,1258.42957746479,22,NA,NA,NA,NA,6,2,537,2,2,0,428.5,0,6,3,419.666666666667,1,1,1,174,0
31055,2008,"NE",1083,363,802.004854368932,242,1349,430,751.575572519084,189,150,43,821.666666666667,14,241,102,589.853448275862,0,5,1,817.6,1,117,47,671.786324786325,16,2,2,404,0
31109,2008,"NE",299,110,800.915254237288,45,1060,352,734.459223300971,149,152,44,844.528985507246,30,129,47,680.047244094488,11,26,9,614.461538461538,3,71,24,822.971428571429,10,NA,NA,NA,NA
32003,2008,"NV",2271,930,665.480587121212,0,2128,822,612.942431761787,0,61,30,621.120689655172,15,1372,624,478.614741641337,0,110,50,444.504854368932,5,10,7,230.333333333333,0,64,21,690.5,4
32031,2008,"NV",190,51,855.14450867052,32,895,304,769.776608187134,0,60,31,640.490909090909,8,407,186,628.822335025381,99,27,10,609.185185185185,6,3,1,330,1,30,16,398.933333333333,0
34007,2008,"NJ",649,263,770.622448979592,129,340,153,525.423676012461,60,1,1,315,1,173,90,505.46875,35,3,0,542.666666666667,0,117,71,306.256880733945,22,NA,NA,NA,NA
34013,2008,"NJ",2338,666,1026.18560953254,227,79,31,632.815789473684,11,3,1,528.5,0,218,91,682.364077669903,23,5,1,561.4,0,125,43,622.401639344262,5,1,1,266,0
34017,2008,"NJ",477,184,789.067720090294,48,126,50,688.086956521739,16,2,1,368.5,0,335,162,522.792452830189,33,7,6,152.142857142857,0,126,63,411.541666666667,9,2,1,363,0
35001,2008,"NM",105,46,608.653465346535,6,208,105,489.136363636364,15,146,77,382.876811594203,6,537,281,482.023121387283,42,1,0,1723,0,9,7,127.555555555556,0,1,1,1,0
36029,2008,"NY",884,301,1232.99880382775,0,473,173,883.3,110,19,3,797.125,0,86,37,944.20987654321,14,8,4,833.428571428571,3,145,27,892.275590551181,26,NA,NA,NA,NA
36055,2008,"NY",466,199,714.622166246851,114,110,37,762.525773195876,0,2,1,1458,1,51,17,813.3,14,9,4,978.666666666667,3,721,202,994.840182648402,0,NA,NA,NA,NA
36061,2008,"NY",15017,4123,1320.83240819812,0,993,301,1065.2039957939,146,30,13,1681.39285714286,8,7393,2230,1079.91992048843,0,188,59,1219.48913043478,28,2626,707,1882.45271629779,0,NA,NA,NA,NA
36103,2008,"NY",668,244,966.7984,219,435,192,789.493827160494,149,NA,NA,NA,NA,177,75,893.434285714286,58,16,10,582.8125,3,23,5,1144.09523809524,5,NA,NA,NA,NA
36119,2008,"NY",745,246,1071.97907949791,0,104,47,975.436893203884,62,NA,NA,NA,NA,234,81,950.990867579909,0,4,3,193,1,147,5,1116.24264705882,38,NA,NA,NA,NA
37119,2008,"NC",1111,320,803.16036036036,0,154,51,706.88961038961,10,66,16,466.19696969697,5,60,12,594.066666666667,0,6,2,718.333333333333,0,66,26,504.924242424242,2,NA,NA,NA,NA
39035,2008,"OH",2355,702,1027.32508173751,391,684,247,836.844236760125,140,8,4,1001.875,3,111,48,936.666666666667,19,2,2,132.5,0,46,24,645.6,7,1,1,5,0
39049,2008,"OH",2587,1100,637.419093078759,399,1829,783,628.087286527514,237,26,11,558.842105263158,5,151,88,369.303448275862,6,26,8,678.772727272727,1,65,46,178.815384615385,8,6,3,430,0
39061,2008,"OH",1280,482,872.402173913043,163,651,233,756.744,60,6,3,517.166666666667,1,40,23,366.820512820513,3,2,2,150.5,0,24,21,136.333333333333,1,1,1,1,0
39095,2008,"OH",598,249,595.824524312896,18,409,132,541.528528528529,14,NA,NA,NA,NA,95,26,547.921052631579,4,NA,NA,NA,NA,5,5,73.2,0,NA,NA,NA,NA
39113,2008,"OH",651,215,828.518388791594,104,473,174,765.336363636364,51,2,0,3336,0,9,3,555,1,2,2,32,1,28,15,255.321428571429,1,2,0,994.5,0
39153,2008,"OH",989,535,454.399764150943,82,933,495,474.269916765755,67,4,2,377.5,1,22,15,404.809523809524,1,6,4,134.333333333333,1,39,24,282.153846153846,2,NA,NA,NA,NA
40109,2008,"OK",2493,703,830.268974145121,0,1898,594,691.603540772532,0,785,184,804.482984293194,0,732,250,615.246537396122,0,57,24,556.642857142857,11,NA,NA,NA,NA,34,9,795.833333333333,4
40143,2008,"OK",949,367,801.460335195531,0,843,357,686.015681544029,0,462,203,735.458525345622,140,197,88,524.209183673469,66,9,5,577.125,6,NA,NA,NA,NA,8,5,357.5,4
41039,2008,"OR",66,19,1131.6393442623,3,1115,299,1013.01416430595,34,13,1,1483.5,0,98,38,559.458333333333,0,6,1,1573.66666666667,0,327,103,834.40625,0,1,0,1178,0
41047,2008,"OR",273,86,721.860377358491,9,1218,403,876.439236111111,62,37,10,1062.62857142857,0,321,154,460.742038216561,6,6,5,310,2,114,48,664.148148148148,4,14,11,455.071428571429,0
41051,2008,"OR",1224,310,1277.56886227545,0,1440,377,1363.72942920682,106,184,25,1234.64606741573,5,210,110,732.730392156863,14,26,12,753.076923076923,1,144,69,548.433566433566,11,7,1,3170.57142857143,0
41067,2008,"OR",236,80,684.120689655172,11,717,187,1034.45942028985,0,23,6,804.913043478261,2,191,71,766.134408602151,7,15,4,909.866666666667,2,139,63,831.686131386861,5,5,2,391.6,0
42003,2008,"PA",3141,1390,808.83909287257,719,1509,692,615.864539007092,303,NA,NA,NA,NA,NA,NA,NA,NA,1,1,226,1,48,30,352.875,14,NA,NA,NA,NA
42011,2008,"PA",281,122,734.944852941176,53,464,237,609.899777282851,80,NA,NA,NA,NA,678,338,666.990683229814,135,1,1,128,1,27,25,142.444444444444,15,NA,NA,NA,NA
42045,2008,"PA",685,306,796.229832572298,206,434,172,853.785882352941,50,NA,NA,NA,NA,24,16,809.333333333333,3,1,0,1720,1,NA,NA,NA,NA,NA,NA,NA,NA
42049,2008,"PA",595,322,564.360594795539,174,721,339,567.365925925926,173,1,0,224,1,86,52,420.240506329114,28,7,6,312.714285714286,2,NA,NA,NA,NA,NA,NA,NA,NA
42079,2008,"PA",365,205,530.206703910615,65,1007,511,650.917894736842,159,NA,NA,NA,NA,97,67,451.32967032967,12,11,6,250.727272727273,2,3,0,1283.66666666667,0,NA,NA,NA,NA
42101,2008,"PA",9089,4387,849.291769547325,3405,996,461,726.114864864865,285,6,0,1016.83333333333,0,746,422,607.432739059968,384,117,54,829.31067961165,72,1298,706,463.247572815534,208,NA,NA,NA,NA
42133,2008,"PA",349,157,609.601941747573,126,584,244,715.042592592593,150,NA,NA,NA,NA,163,82,546.348387096774,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44007,2008,"RI",860,286,800.85546875,278,1127,433,823.689516129032,403,33,7,1222.13333333333,8,695,281,694.905213270142,253,73,30,602.397058823529,25,64,32,415.898305084746,24,5,0,743.4,0
45019,2008,"SC",736,262,954.282269503546,147,286,100,815.163043478261,51,5,1,782.2,1,55,22,694.981818181818,9,2,2,151,1,1,1,77,0,1,1,42,0
45045,2008,"SC",538,200,793.023032629559,120,758,214,762.663956639566,144,1,0,1851,0,94,41,443.641304347826,24,2,1,1325,2,1,0,496,0,2,0,651.5,0
45079,2008,"SC",826,338,978.059948979592,144,348,123,750.462686567164,50,1,1,105,0,16,7,789.4,1,10,5,38.7,0,1,1,2,0,2,1,357.5,0
47037,2008,"TN",777,259,691.301630434783,137,336,122,601.39375,42,2,1,100.5,0,71,30,499.154929577465,8,6,4,259.333333333333,0,19,10,450.263157894737,2,NA,NA,NA,NA
47157,2008,"TN",1275,605,676.303127506014,174,152,56,746.013333333333,19,NA,NA,NA,NA,20,10,427.7,1,3,1,670.666666666667,1,21,10,298.142857142857,0,1,0,434,0
48029,2008,"TX",844,212,840.285365853659,0,548,154,882.327032136106,0,13,1,1115.08333333333,2,3473,1007,755.621247792819,0,11,3,1321.54545454545,5,91,30,435.43956043956,5,2,0,1976,0
48113,2008,"TX",1613,477,917.010145846544,0,649,175,894.804416403785,0,19,9,637.473684210526,2,756,281,724.31983805668,0,19,8,630.210526315789,4,40,14,414.65,0,7,5,359.142857142857,0
48201,2008,"TX",3750,992,948.120727075421,0,1337,382,785.227760736196,0,20,8,624.45,0,1784,459,813.969422423556,0,46,9,874.688888888889,0,111,43,469.945945945946,0,NA,NA,NA,NA
48439,2008,"TX",759,219,744.923392612859,0,738,210,731.578873239437,0,18,8,834.388888888889,0,472,188,564.973969631236,0,19,9,479.315789473684,0,32,12,481.875,1,4,0,622.25,1
48453,2008,"TX",524,146,868.812865497076,0,247,58,818.232067510549,0,10,5,359.7,1,659,178,693.83151326053,0,13,3,944.461538461538,0,17,5,874.294117647059,2,NA,NA,NA,NA
49035,2008,"UT",150,77,496.164383561644,35,1020,437,612.237854251012,173,53,21,430.8125,10,503,227,495.496907216495,47,23,14,384.363636363636,2,11,6,402.181818181818,4,5,3,320.2,2
53011,2008,"WA",118,46,687.275510204082,24,667,296,592.702237521515,170,155,71,464.47972972973,6,112,50,570.27358490566,24,12,7,595.181818181818,6,62,42,312.101694915254,17,11,1,645.727272727273,1
53033,2008,"WA",1189,302,1202.56761729531,114,925,292,803.962703962704,89,308,73,1135.25454545455,23,257,106,748.355102040816,28,109,40,590.514563106796,8,34,20,532.363636363636,3,28,7,860.961538461538,1
53053,2008,"WA",617,282,628.269230769231,57,1112,500,578.779922779923,104,238,99,707.88,23,183,76,567.940119760479,19,57,22,511.618181818182,7,32,31,54.84375,5,40,23,515.410256410256,2
53061,2008,"WA",229,72,881.193548387097,6,1288,400,772.379888268156,50,194,65,906.824468085106,9,151,39,756.170068027211,1,39,13,851.435897435897,3,50,29,283.52,2,7,6,262.714285714286,0
53063,2008,"WA",202,77,609.555555555556,10,1266,528,614.748542880933,84,235,84,669.655963302752,12,79,15,865.162162162162,4,11,1,856,1,74,43,317.684931506849,3,6,6,133.5,0
53077,2008,"WA",54,14,1053.02083333333,10,419,158,756.130102040816,61,315,101,872.590747330961,20,398,204,607.647214854111,60,9,6,322,2,8,3,558.25,1,1,1,3,0
55079,2008,"WI",2991,915,1152.24954726548,397,601,249,682.620996441281,80,64,25,639.238095238095,5,377,163,724.318051575931,33,26,14,1056.42307692308,3,81,57,267.864197530864,9,4,1,574.25,1
8,2007,"AK",99,37,724.148936170213,4,476,157,731.395089285714,37,1113,361,729.322949117342,108,33,13,669.035714285714,3,10,1,991.6,1,19,11,124.210526315789,0,8,1,458.833333333333,0
8,2007,"AL",2720,832,1208.53025601241,0,4606,1710,786.299909869311,0,19,9,1117.05263157895,1,290,142,495.747368421053,0,9,5,622.111111111111,1,18,5,639.058823529412,1,2,0,630,0
8,2007,"AR",1825,1038,479.312355658199,0,4038,2377,410.592142672525,0,95,41,656.202247191011,20,290,179,383.108391608392,52,48,29,307.318181818182,9,22,15,243.772727272727,6,23,12,305.363636363636,2
8,2007,"AZ",115,51,498.892857142857,0,1450,677,524.882395909423,0,231,124,364.404545454545,0,768,359,489.634877384196,0,14,6,453.307692307692,1,114,62,381.964285714286,0,11,4,436.090909090909,1
8,2007,"CA",1713,591,1035.17866161616,229,6752,2528,780.291890186179,996,1143,402,794.319006685769,107,5708,2320,657.859501100514,674,386,143,656.114973262032,35,129,81,294.240310077519,63,83,33,700.679487179487,10
8,2007,"CO",190,91,487.061349693252,0,3041,1335,615.291240045506,0,140,51,734.764227642276,0,1593,708,624.24233784747,0,31,12,352.333333333333,0,5,1,1853.5,0,24,9,688,0
8,2007,"CT",705,211,1014.31360946746,0,1491,447,870.691832532601,0,31,7,931.838709677419,0,407,130,1012.74120603015,0,24,14,950.260869565217,0,28,9,413.964285714286,0,9,1,538.5,0
8,2007,"DE",338,144,736.430463576159,0,301,145,516.273356401384,72,5,4,46.8,2,50,29,304.617021276596,3,NA,NA,NA,NA,1,1,90,1,1,0,448,0
8,2007,"FL",4752,2150,503.641144984873,0,10314,4642,452.467415258684,0,64,35,460.017543859649,0,1294,636,401.418699186992,0,67,31,381.333333333333,3,45,22,408.146341463415,4,26,8,613.48,5
8,2007,"GA",7633,3009,695.160827810091,0,9373,3817,615.922424242424,0,36,16,496.032258064516,1,1039,538,478.565517241379,128,52,28,412.76,12,58,31,454.896551724138,10,15,8,522.933333333333,0
8,2007,"HI",29,10,707.51724137931,3,234,119,541.406392694064,0,28,12,678.111111111111,4,16,14,104.333333333333,2,408,167,624.156334231806,0,70,40,428.253731343284,5,429,173,725.946666666667,0
8,2007,"IA",1176,488,617.78431372549,146,7050,2697,607.052044048876,962,118,37,742.592920353982,14,564,281,445.742230347349,48,61,21,597.830508474576,6,348,166,392.084795321637,31,25,6,576.291666666667,2
8,2007,"ID",98,40,647.065217391304,5,2422,1157,514.318082788671,295,359,155,592.679640718563,29,444,191,559.124105011933,34,14,10,692.285714285714,2,3,3,2.66666666666667,1,14,4,1138.07142857143,1
8,2007,"IL",3546,932,1145.66144756278,250,5356,1698,854.25551929353,384,14,6,643.307692307692,1,358,126,815.575144508671,18,26,5,726.833333333333,1,180,41,1064.58959537572,5,NA,NA,NA,NA
8,2007,"IN",1928,854,662.91482300885,0,8427,3966,558.570838030815,0,181,77,597.302325581395,20,430,239,411.06067961165,43,17,9,284.764705882353,2,24,9,509.608695652174,5,9,4,592.444444444444,4
8,2007,"KS",1062,380,821.151398264224,0,5080,2078,599.833299615618,0,90,39,613.43023255814,13,468,206,614.013100436681,0,20,17,240.05,1,87,38,579.609195402299,5,4,2,163.75,0
8,2007,"KY",1240,515,630.126043405676,218,7943,3791,533.109841944481,1291,38,8,1126.27027027027,6,317,133,511.281553398058,33,17,9,401.294117647059,3,197,113,443.866666666667,34,13,3,591.363636363636,2
8,2007,"LA",4287,1762,776.63464795548,0,4112,1724,576.982094006466,0,28,12,627.428571428571,3,88,50,522.556818181818,11,14,10,465.785714285714,0,105,69,339.125,5,7,6,245.571428571429,0
8,2007,"MA",702,235,830.773413897281,0,2207,864,741.945264159924,0,29,12,740.777777777778,2,285,100,769.14453125,36,33,17,540.84375,4,122,54,507.834710743802,11,1,1,25,0
8,2007,"MD",2406,639,1121.88484848485,0,2066,613,841.409718670077,0,21,11,486,5,214,72,700.266355140187,0,42,11,808.075,0,125,60,585.576,0,8,1,776.5,0
8,2007,"ME",172,65,864.410714285714,19,2439,686,1138.46526315789,0,95,34,722.204301075269,0,70,28,825.984848484848,8,20,2,1065.95,2,101,31,839.732673267327,0,4,0,1419.5,1
8,2007,"MI",3316,1055,774.278708876474,314,7637,2661,614.385587523528,658,406,143,646.583333333333,52,654,273,519.299373040752,39,30,12,563.433333333333,2,19,4,540.947368421053,4,41,18,497.560975609756,1
8,2007,"MN",957,579,437.89896373057,226,5596,3029,508.569892473118,1783,1397,720,600.975587703436,340,597,376,344.921875,173,125,79,348.669902912621,35,198,157,159.582417582418,39,16,10,640.692307692308,5
8,2007,"MO",1017,337,1025.92406417112,124,8107,2901,803.298388136686,0,53,30,424.192307692308,7,267,140,538.784615384615,25,23,8,519.2,0,83,34,837.543209876543,15,10,3,553.1,2
8,2007,"MS",2821,1117,741.165765765766,0,2417,1103,585.992487479132,0,21,6,835.190476190476,6,81,38,473.567901234568,8,4,2,255,1,25,17,258.92,2,2,0,1175,0
8,2007,"MT",80,25,766.972222222222,10,1564,552,832.507092198582,271,1108,410,897.79594017094,129,107,32,593.336734693878,7,14,9,623.285714285714,5,80,43,590.907894736842,15,7,4,281.6,0
8,2007,"NC",6049,2057,767.260169350822,0,7419,2855,625.780018952213,0,353,120,499.974358974359,0,946,380,536.885593220339,0,45,15,442.866666666667,0,16,8,480.1875,1,142,47,552.640845070423,0
8,2007,"ND",102,58,512.82,10,1225,525,584.533972125436,0,688,269,757.079207920792,0,103,33,572.686868686869,0,31,13,634.387096774194,2,1,1,160,0,4,2,594.25,0
