"","state","year","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent"
"318",31,2008,1718175,1446667,71270,448877,25158,339969,1269298,46112,1106698,196282,69843,20982,132025,9987,36200,39715,28906,4867,929027,810120,31326,0.0840470804454597,0.0553110761119487,0.1198982353578,19962,12078,2129,317294,262842,7150,710.859416728982
"328",32,2008,2512862,1454800,182381,654753,56375,290790,1858109,126006,1164010,276250,103474,32380,114432,14085,27582,79465,43978,9673,1249064,758513,82352,0.133569423862352,0.0648023277830803,0.0968213441661367,54500,19559,8497,407906,197269,19782,1151.40773294077
"338",33,2008,1273645,1187050,10263,298079,3666,266152,975566,6597,920898,98393,29435,2454,88386,1063,25434,31917,28709,532,699673,659775,5144,0.0786120962954616,0.0765394121953976,0.0613800991231414,14883,12436,417,210377,191063,1680,1036.28332488596
"348",34,2008,8462321,5266531,1113558,2055205,319448,1134505,6407116,794110,4132026,715271,253135,186933,262125,78335,69060,272364,144564,63504,4262235,2709408,515936,0.107352248538902,0.0705798488136106,0.135189901434,144715,48793,50242,1421868,922692,113194,1219.87793697305
"358",35,2008,1920122,803150,41763,496663,15237,142215,1423459,26526,660935,351629,132300,10974,82912,4760,17099,57215,19627,1160,889337,409957,17801,0.154814026709369,0.0542142653483874,0.120788788069356,55407,8936,2295,277450,98915,4665,762.764452588181
"368",36,2008,18821743,11346284,2876288,4431184,796660,2351087,14390559,2079628,8995197,2551079,877948,602417,987790,242150,271158,603068,290268,145114,9137576,5773536,1260896,0.130366678705874,0.0745249236215275,0.159152717438533,369978,103214,124864,2792690,1829047,254745,1099.02462042508
"378",37,2008,8756874,5932500,1838408,2191665,526716,1291351,6565209,1311692,4641149,1282098,455030,460392,588016,183673,157466,295806,156827,106363,4250260,3004241,814551,0.149986614039785,0.118319400603475,0.17917520879137,189957,79976,80184,1357502,956203,169709,782.306619913948
"388",38,2008,611327,548324,5046,140096,1564,116358,471231,3482,431966,71719,20183,1296,53398,340,12297,10918,8319,408,346972,320247,2423,0.0916171603645848,0.0872081201536542,0.120954003407155,6527,2218,24,99053,90073,509,608.773223140496
"398",39,2008,11160971,9243024,1279659,2745615,387303,2112715,8415356,892356,7130309,1489288,527791,383289,969359,165511,294735,408373,292969,90414,5452629,4663894,524806,0.105697920401627,0.0961072935375743,0.157885543997872,197377,123646,50793,1742153,1506915,101381,765.343199064301
"408",40,2008,3491284,2507007,244520,892735,75332,552501,2598549,169188,1954506,578775,219341,72970,329818,34156,101609,91118,54035,13649,1671790,1250864,105786,0.127531450136979,0.10415839837721,0.129985365368494,82324,44527,11444,549690,371953,21970,691.657302850796
"4112",41,2008,3653903,2941405,62372,862141,20697,603533,2791762,41675,2337872,494299,159693,18895,331492,8431,83624,124107,96377,3277,1795976,1481006,26242,0.095774759359435,0.0638279780550935,0.114739364889155,51437,32920,2013,574556,421623,6917,894.874798120687
"429",42,2008,11950032,9796165,1194584,2781719,366092,2063414,9168313,828492,7732751,1420799,482424,334833,853077,144761,226621,364658,255567,73907,5853764,4992586,474131,0.108079189131291,0.0946495610599508,0.152320120232951,194241,104384,55480,1813284,1533399,95043,813.251992015968
"448",44,2008,1015425,800881,54139,229674,17375,155801,785751,36764,645080,117675,37230,13403,64293,6353,12475,34869,23842,2721,519018,425639,24996,0.145560508278965,0.116924006017927,0.249026566968747,14354,9532,1410,144014,111090,5702,964.117685994175
"458",45,2008,4258069,2787667,1197203,1051789,344596,601981,3206280,852607,2185686,662266,235267,329451,277419,132873,73080,153377,73157,70881,1997328,1374242,504059,0.15179817665021,0.119217145385437,0.216153841789317,115380,42102,63048,603257,441147,101241,766.847613861771
"468",46,2008,764518,658734,6987,194770,2801,150359,569748,4186,508375,100284,33959,1816,61337,751,16084,17297,9208,276,408710,372564,2991,0.092988250095482,0.0836823486357907,0.0407725321888412,11055,4014,506,128488,114357,719,616.071644803229
"478",47,2008,5991613,4637379,975024,1461737,296369,1020141,4529876,678655,3617238,955809,338700,273568,589713,121915,170122,211073,135498,62137,2846194,2257508,426030,0.157792604921837,0.146201023670544,0.178155744183527,146322,85371,46442,882846,712159,83336,732.210117374773
"488",48,2008,23249634,11117674,2602606,6580989,795018,2457966,16668645,1807588,8659708,3861641,1575238,619180,956164,267530,244802,692302,268108,137462,11035194,5707572,1161348,0.186100889682005,0.0741111937294327,0.133957260642773,669380,171929,115989,4170893,1809004,284143,866.707281135385
"498",49,2008,2619320,2154365,27661,824078,11835,636190,1795242,15826,1518175,261427,95816,5078,173217,2031,52396,52065,39109,1139,1273953,1072353,11767,0.0758603526236461,0.0432416122085405,0.10429342702888,48889,31614,874,653415,527163,8178,896.403365592951
"508",50,2008,599302,572118,4200,129106,1486,119833,470196,2714,452285,62446,17405,1524,56297,344,15041,17285,16505,113,331694,319606,1676,0.078479225445221,0.0771084094691181,0.103736263736264,5731,4667,340,86130,81056,466,897.539272727273
"5110",51,2008,7449224,5024350,1432192,1818861,397158,1100867,5630363,1035034,3923483,740446,248031,256547,372760,109401,93038,189139,100443,62815,3857806,2658123,705006,0.122885125653417,0.0980291499564345,0.176732957012592,147512,65000,57941,1203451,839186,147548,1113.81163153944
"538",53,2008,6309803,4771050,207035,1535995,63252,1011436,4773808,143783,3759614,733633,247275,51968,433769,22983,110998,193871,133778,10679,3155187,2463828,96925,0.0863113021889854,0.054418232464529,0.10577230976658,88212,47011,4554,1036825,724898,28148,991.240537892956
"548",54,2008,1764805,1657364,56173,386028,14830,350750,1378777,41343,1306614,307076,94669,15959,277732,6304,81850,46531,43373,1416,764610,722287,24079,0.168320145346752,0.170002991895865,0.121375110276331,35271,29775,2641,248571,234767,2677,602.913009837515
"558",55,2008,5436293,4642907,310269,1319265,111852,1014292,4117028,198417,3628615,582510,192816,105212,375585,49948,94709,163796,124042,21272,2876176,2551915,119028,0.0863281021946981,0.0691449347450947,0.184722492934412,57711,31453,13058,904839,768212,21867,788.629214758751
"568",56,2008,508262,441596,4291,125586,1173,100119,382676,3118,341477,47336,16051,852,37823,565,11441,8888,7104,159,274251,245216,1695,0.0724257916172352,0.0576717717420601,0.0922275939010785,10440,7055,0,84370,71543,403,754.832833832834
"130",1,2009,4552831,3125703,1165861,1124716,336295,689404,3428115,829566,2436299,762009,269216,345898,354342,139166,99795,179097,98884,71173,2041223,1458001,476738,0.159999918361488,0.141875996000265,0.195447677894569,128255,59327,57474,655342,497391,99190,714.561580480699
"230",2,2009,668224,440541,24068,181722,7241,101042,486502,16827,339499,58671,23554,1671,26045,504,8376,30029,15616,944,340874,245348,12795,0.0698750822488209,0.0424199102797946,0.0627848499135628,13736,4437,775,117118,74874,3858,1067.60935285782
"430",4,2009,6367118,3683632,231954,1710088,76737,725649,4657030,155217,2957983,968895,378145,50210,330146,23311,74329,231558,114929,12463,2868694,1773125,96819,0.138278703322936,0.0561733970690954,0.105586433398598,169276,45965,9218,1048258,511655,28622,988.214487022137
"521",5,2009,2784286,2104132,418673,704536,129719,470134,2079750,288954,1633998,501778,185475,147682,282335,63614,84926,102771,64700,28505,1251517,983143,164453,0.155226352696851,0.132512215817046,0.188713072604017,71256,39504,22469,424069,325284,33957,677.145838922573
"69",6,2009,35741026,14966341,2119567,9406608,582642,2799031,26334418,1536925,12167310,4794435,1826589,427692,1209085,172948,252686,1525673,573953,142372,16719757,7580675,911816,0.166610372881077,0.048011803796733,0.0879396548867898,959543,171389,84431,6098152,2066147,186736,1294.3259847588
"89",8,2009,4822444,3423605,180532,1212682,54917,720357,3609762,125615,2703248,591124,207758,41420,277003,17742,61731,164663,106356,9555,2519723,1896084,85776,0.0896445401750557,0.0377402397652202,0.0979978721346358,82081,32670,6321,836545,549912,21481,999.527941900542
"99",9,2009,3389219,2494889,313706,813163,92122,524232,2576056,221584,1970657,302371,99829,60285,130312,24307,26461,135957,79762,21988,1745788,1331853,150426,0.0950055715623904,0.063276778209895,0.160592857571313,50420,21561,12082,553224,417499,30268,1133.98243406726
"109",10,2009,851361,579326,171949,206250,49486,119429,645111,122463,459897,94517,34183,33036,40086,15198,8636,31327,18531,9057,418087,295617,79943,0.107020720177027,0.0820595373353717,0.128880774788144,19492,8351,7756,124377,86858,15309,1048.94241541564
"1211",12,2009,17985811,10786389,2720595,4061490,829502,1979867,13924321,1891093,8806522,2435618,799038,651510,1022656,283504,237381,773581,398775,175566,8285614,4997615,1187416,0.119702108076739,0.0767933731606917,0.18373692709078,379609,140773,126045,2427483,1364127,285868,1096.94643987405
"139",13,2009,9413720,5463871,2777161,2550371,835051,1278464,6863349,1942110,4185407,1449718,548908,652753,528055,278324,140454,402681,178519,182017,4440442,2696336,1223174,0.141890643248286,0.109457005420621,0.155532373435207,263526,95234,130162,1535558,958988,281613,873.709043903503
"159",15,2009,1251817,306720,29135,289332,8087,53025,962485,21048,253695,115127,33331,2221,28596,743,4827,34254,9105,415,637651,168107,18075,0.0827420073420892,0.0348691508616237,0.0252403846153846,51993,2661,80,185400,39355,6367,1475.29095548126
"169",16,2009,1489780,1264122,9633,413820,4340,319872,1075960,5293,944250,205619,75218,2183,152401,1099,47840,52141,42236,908,703957,612124,3526,0.09753648383829,0.0680280071375117,0.115365612648221,21623,15223,144,303477,243684,2724,774.209457209457
"179",17,2009,12499194,8099360,1788544,3178377,535349,1737793,9320817,1253195,6361567,1568806,574351,500574,640945,214848,162566,538956,288675,140434,6118204,4232877,704457,0.115840192908259,0.066387411895635,0.147854379617618,262125,78550,99779,2080200,1345486,130364,935.149463843087
"189",18,2009,6197000,5143678,527906,1585301,165348,1213497,4611699,362558,3930181,846467,307945,152067,567806,67653,178626,262421,195150,42118,2990380,2564367,213852,0.11466959976198,0.10145628224876,0.14356914255234,116236,77130,21422,1020852,857080,46511,760.547159257385
"199",19,2009,2888012,2606376,68077,707212,24162,594716,2180800,43915,2011660,332605,110806,23187,259663,10862,73257,73544,63643,3543,1543637,1425467,29245,0.0793925458406166,0.066261210208215,0.191716918875868,32300,22208,2832,489796,432004,7433,680.131024203279
"209",20,2009,2715132,2180523,149705,697224,45431,503448,2017908,104274,1677075,326730,112749,38110,203567,16101,55468,80556,56029,11489,1410777,1175506,64445,0.0893693624166567,0.0611835968057025,0.103762530920453,40398,23518,6372,474696,368086,14469,752.677821311581
"2113",21,2009,4162926,3656127,299960,1011113,88214,836574,3151813,211746,2819553,755860,256054,91729,607786,38715,187120,157611,130327,20117,1882907,1673353,130300,0.169173627457311,0.168075146434381,0.150455204340627,92439,73042,11099,626465,553219,24561,676.055351681957
"2211",22,2009,4315962,2679515,1354202,1113143,419063,601914,3202819,935139,2077601,776444,289479,426661,292943,183075,82570,144306,63225,72519,1982712,1310808,547861,0.163907778821898,0.132553105399323,0.223788519201861,137836,51135,75869,596930,423531,119709,788.094654915875
"239",23,2009,1280435,1209461,13476,275417,5934,246662,1005018,7542,962799,161938,50575,5767,140981,2725,40140,43627,40218,898,649114,622269,4573,0.0875971958662931,0.0843108624294742,0.156909408218309,14844,11995,604,176630,162997,2814,793.073521761748
"249",24,2009,5520614,3160438,1581363,1353508,427244,677005,4167106,1154119,2483433,469117,154492,205654,186091,80076,44375,193001,82570,83234,2901863,1710860,801378,0.10140020854583,0.0737545731295654,0.113000583950579,128179,38372,66157,861855,520411,168731,1234.96882612226
"259",25,2009,6298515,4951324,386483,1434441,115037,1010154,4864074,271446,3941170,623709,189217,74024,338300,30286,71423,243641,173876,24951,3291588,2678043,181378,0.0931545103006553,0.0672807840836457,0.147263164441128,85743,46852,13780,978035,781111,42210,1133.39042591918
"269",26,2009,9748733,7570170,1339501,2387748,398482,1682112,7360985,941019,5888058,1477791,512637,432309,853586,178622,244208,559076,380471,127408,4397155,3596225,467683,0.10023708461306,0.0832543898642627,0.153217441758964,168601,89881,54938,1529055,1239634,103852,822.301615798923
"279",27,2009,5085824,4325601,220329,1257720,77400,963205,3828104,142929,3362396,515586,165482,73997,330295,32106,78619,175918,133872,19224,2720687,2400685,90453,0.0681061265709565,0.0496560307452439,0.15486452375198,52615,26887,7479,901191,749418,25491,855.481023606024
"289",28,2009,2837796,1666497,1048042,762806,334428,383072,2074990,713614,1283425,605964,233024,373882,202027,159846,59694,118525,46496,67605,1225126,774708,398768,0.172648099480073,0.13190756166592,0.240034358025139,111044,33894,71400,387483,273962,86642,692.981326196848
"299",29,2009,5782487,4749667,629826,1429299,193699,1082885,4353188,436127,3666782,805356,284832,170726,548255,75509,168722,219963,154829,49067,2818703,2391712,258301,0.114918175117155,0.104187961997849,0.156901652255466,108314,65684,28407,905496,771176,49256,730.612976354454
"309",30,2009,940238,826381,3975,220589,1349,176543,719649,2626,649838,139453,46584,788,104812,389,30819,28458,22309,287,469217,425914,2044,0.0737440912795436,0.0637874573677776,0.0991471215351812,15892,7902,130,146515,125847,546,699.676370206786
"319",31,2009,1729420,1449356,73672,444666,25873,334317,1284754,47799,1115039,207201,72383,22700,135528,11308,35496,43131,31485,5087,932761,809994,32796,0.0829666345403644,0.0547141719686911,0.118515744134407,20886,10903,2563,309433,255987,7187,703.097078128308
"329",32,2009,2575543,1454628,189334,674227,56563,290498,1901316,132771,1164130,300444,112916,36789,118011,15807,28432,115678,60999,12211,1250558,747814,84584,0.134937329776762,0.0640510700299815,0.100411221785616,60576,20356,9402,420051,196894,18551,1160.23928083185
"339",33,2009,1282001,1191299,13131,293816,4701,260010,988185,8430,931289,102330,30261,3144,89204,1421,24459,41562,37524,754,695495,654999,6107,0.078082655041902,0.0744783086216365,0.0917564812117681,15118,12183,787,207241,188115,2421,1043.77196446199
"349",34,2009,8473494,5226749,1120949,2052008,316714,1107537,6421486,804235,4119212,744942,265655,197496,261997,82853,68808,330283,178080,70954,4238149,2692261,514021,0.103786166988151,0.0666243022159288,0.128738404917745,146934,47437,50583,1408326,899636,109237,1246.18256986359
"359",35,2009,1946129,801098,42601,505343,13828,143968,1440786,28773,657130,354975,136560,10502,81578,4722,17169,64727,20624,1796,887478,400765,19599,0.154822616951279,0.0519537637823087,0.0986421230756531,56930,10156,1996,279186,98988,4542,767.28386295047
"369",36,2009,18869527,11346033,2897572,4435619,801454,2313382,14433908,2096118,9032651,2554086,880116,593287,1000291,239136,278121,689102,340963,156249,9148232,5798167,1273740,0.129082058350979,0.0709211331012595,0.157253586461252,375683,101393,124841,2793022,1793108,258217,1114.32973797655
"379",37,2009,8942527,6015970,1861319,2244175,522602,1301942,6698352,1338717,4714028,1366197,485152,468997,619147,183309,163204,369264,204073,120670,4262843,2999242,821117,0.143755848236609,0.111469770408347,0.173709946013214,189050,78041,74882,1392518,962496,170652,791.884017830804
"389",38,2009,615033,550536,5540,142085,1473,117824,472948,4067,432712,73206,20088,2686,53391,989,11489,11863,8359,703,345744,318686,2544,0.0878433345052621,0.0833012307973716,0.253156146179402,6023,2112,118,101691,91132,517,620.962427745665
"399",39,2009,11215554,9253616,1291716,2734278,383660,2088842,8481276,908056,7164774,1582113,557575,403473,1029346,170398,313054,492200,357120,103583,5389235,4606002,515965,0.104021826655257,0.0934496471271897,0.159932136968625,194135,122281,48964,1719278,1481238,95507,767.476398046735
"409",40,2009,3530390,2516230,246332,905176,76519,552219,2625214,169813,1964011,577988,214379,71503,323204,32472,95893,98122,59944,12239,1679480,1248322,105385,0.125252403916188,0.100976329052053,0.124134758451155,84860,42465,13472,560123,376267,22041,698.815899770156
"4113",41,2009,3696373,2957525,60773,867295,18930,596347,2829078,41843,2361178,514341,166853,16745,349998,7438,89639,158212,123801,3960,1778286,1459307,26079,0.0926267877064564,0.061332255505215,0.0929640893671774,55044,34870,1389,580477,413172,6085,914.064410983171
"4210",42,2009,12094595,9851492,1221165,2788935,370894,2040880,9305660,850271,7810612,1455997,486899,347744,866263,146034,228537,435166,307883,81587,5911234,5023028,482760,0.103612268482384,0.0900595358381774,0.147987584477192,200717,105951,57230,1819999,1520908,96013,824.31759223301
"449",44,2009,1015624,794956,56732,229413,18326,153511,786211,38406,641445,117865,38745,13622,63498,6403,13924,41924,28424,3538,517945,423377,25489,0.138613991605972,0.109469096183738,0.228244475047544,14069,9022,1633,143878,110835,6328,964.098180390103
"459",45,2009,4350593,2837499,1209426,1071316,344030,608707,3279277,865396,2228792,706850,252014,335299,300901,136729,79007,191196,97806,79808,1999302,1371858,502243,0.145760680265394,0.112847679430875,0.204910355993831,116857,43239,62002,612525,442833,99798,781.419169660383
"469",46,2009,773287,664639,7502,195658,3286,151077,577629,4216,513562,103891,35382,1319,63342,560,17116,18144,10194,218,412171,375482,3376,0.0880598679740816,0.0763949771381557,0.150422102839601,12330,5021,495,128936,112308,1204,618.35564145929
"479",47,2009,6084934,4681669,983461,1482577,295481,1025508,4602357,687980,3656161,994217,347446,280940,604441,122862,171100,253447,165828,71114,2849324,2249836,423991,0.151898781766983,0.140218357499346,0.169206811250959,158238,90976,48828,895087,716330,81751,749.704618575341
"489",48,2009,23715804,11174358,2658613,6756437,800574,2461493,16959367,1858039,8712865,3984815,1639957,623831,962226,265450,243474,763120,296408,142619,11194861,5714416,1195922,0.182708434437353,0.070163421618213,0.127318754783382,703726,175605,118308,4254488,1815164,280831,876.362639992636
"499",49,2009,2680740,2191501,27735,847175,12494,646861,1833565,15241,1544640,279980,99855,4733,187325,1845,56448,71693,54227,1047,1284173,1077962,11100,0.0761277269817298,0.0435344525056331,0.123661327231121,53940,33036,2424,672214,540553,6436,919.847595252967
"509",50,2009,599604,570775,4127,127808,1511,118211,471796,2616,452564,63814,17404,1571,57833,260,15591,18420,17703,133,330144,317541,1550,0.0834289264304111,0.0817431213643676,0.0487404162102957,4680,4304,66,83214,77914,431,914.446972348617
"5111",51,2009,7545487,5036266,1447211,1835689,397547,1088803,5709798,1049664,3947463,780673,262553,267482,390016,111889,98631,223858,121647,68681,3877001,2647131,706451,0.11937556868956,0.0944170567388614,0.171238294447806,152488,69585,55201,1212408,822058,149704,1148.85904537419
"539",53,2009,6421829,4814251,212416,1555991,62603,1005170,4865838,149813,3809081,755705,252816,50199,449650,20575,114357,233728,166160,12285,3177770,2461517,99007,0.0842584579409792,0.0525689189586633,0.104452838827839,95282,48792,6297,1056308,727364,26975,1023.46812676926
"549",54,2009,1769515,1657778,52498,385790,15328,348216,1383725,37170,1309562,311144,93118,15635,280615,6642,79833,51523,47433,1666,763342,720475,20957,0.163884944501855,0.165609106152637,0.106559725007161,37000,31289,2614,248876,233662,3451,608.34088955737
"559",55,2009,5463098,4640579,312764,1310158,110615,995974,4152940,202149,3644605,629316,209336,109724,406181,51394,103282,189776,144408,22841,2876263,2545460,118606,0.0834207402986682,0.0647113394119051,0.180736172004657,61987,32878,13816,882096,743288,20550,793.6490545651
"569",56,2009,518891,449530,4806,127241,1330,101966,391650,3476,347564,50785,17516,1369,39915,895,12522,11297,9100,206,281912,250135,2150,0.069580994091443,0.0538418282651079,0.0189786059351277,10261,6762,0,87952,73904,669,773.590703679793
"140",1,2010,4638719,3139904,1197722,1131201,346733,678913,3507518,850989,2460991,811024,286205,365973,371222,149741,103125,223765,122980,86902,2037533,1439154,468807,0.155761892039541,0.135494791448928,0.18721638736252,131318,62348,58390,595019,443193,92011,744.84422197589
"240",2,2010,674158,436971,21962,184660,6843,98103,489498,15119,338868,62483,25047,1029,28881,254,9412,30413,16287,754,342156,243621,11724,0.0664002407054222,0.0408621814918554,0.0340152822282475,15433,3933,524,106922,67945,3407,1113.63123448431
"431",4,2010,6207999,3620166,240886,1625091,74868,683880,4582908,166018,2936286,1013742,383178,52777,358900,22182,82489,278718,140164,15489,2743468,1721954,101546,0.127220754230613,0.0531527092275808,0.0946353537524363,168095,45488,9162,916326,443280,24915,997.373115872508
"522",5,2010,2818516,2113077,428579,706488,133053,465241,2112028,295526,1647836,519230,192161,147860,294587,63868,89236,117503,75625,31071,1249048,970306,164353,0.150621310778432,0.126822126225427,0.187108351725418,72009,40373,21389,369990,283850,28284,690.994358470059
"610",6,2010,36147040,14633747,2127322,9280858,566670,2593987,26866182,1560652,12039760,5277816,1951380,444212,1288577,172902,255990,1930463,704788,166967,16599447,7289431,887285,0.166188437724125,0.0474574906027669,0.086116040575273,994046,164289,81268,5658683,1801724,167966,1324.17854830293
"810",8,2010,4855258,3417971,182712,1214147,52845,710382,3641111,129867,2707589,612671,210120,42826,289293,17107,64780,203690,128571,13161,2492058,1867738,83900,0.0867130045243899,0.0352729354200111,0.0931247358847631,82390,32305,5127,775069,511052,18836,1027.6368065967
"910",9,2010,3443499,2475357,332411,818456,95083,507208,2625043,237328,1968149,330162,107348,69331,135591,26792,27456,166735,96398,28133,1749840,1310880,155450,0.0951397318442908,0.0605523789643529,0.158125796186426,54606,21032,12415,517322,383197,28860,1159.98299177471
"1010",10,2010,867275,572669,181026,205667,54847,111016,661608,126179,461653,102737,37770,35544,44229,16898,10408,37451,21224,11332,423463,291680,80811,0.107568628683803,0.0813033648352403,0.128664001364231,20013,7589,8058,110866,73587,15881,1062.90933098592
"1212",12,2010,18253307,10677299,2827980,3994516,852141,1847445,14258791,1975839,8829854,2744689,880744,733352,1113924,312163,251587,1002029,504442,225875,8224402,4867403,1181450,0.118057259858792,0.0748671749050537,0.179215647770076,386531,136195,129770,2178241,1174441,260184,1104.52015734029
"1310",13,2010,9357090,5285571,2820912,2478074,855487,1178867,6879016,1965425,4106704,1557824,578019,693503,554299,292878,145099,481297,213435,211093,4319693,2562330,1206085,0.137433544456191,0.106097065290523,0.145778844206612,264226,92077,133958,1358928,811609,266841,902.079560336075
"1510",15,2010,1305145,291694,18775,300621,4131,40149,1004524,14644,251545,126979,38634,2016,29782,792,4128,44326,10221,633,663867,164595,11955,0.0817196122501188,0.0314095135307283,0.024235006119951,59417,2240,177,176882,27376,2747,1510.79648473636
"1610",16,2010,1524474,1286357,9318,424694,3412,328046,1099780,5906,958311,222506,79221,2519,163150,918,49850,62461,49777,808,698240,603361,3814,0.0969144639269034,0.0660582376614558,0.193209574987787,25780,17941,167,284975,230763,870,792.150041911148
"1710",17,2010,12490662,7994133,1779937,3133685,526321,1674238,9356977,1253616,6319895,1652042,600779,513387,661974,216475,170998,628021,337341,153846,6028033,4131645,684470,0.112311752274006,0.0628837899970855,0.143135358744997,263511,77871,96178,1926071,1223962,115578,964.002643567533
"1810",18,2010,6271285,5140215,552097,1602680,175848,1195940,4668605,376249,3944275,908293,335461,164450,595173,74677,186977,309872,229573,50285,2954313,2509221,215507,0.112478063947553,0.0993237910017821,0.132296609132873,119175,78359,21262,929160,768682,43128,780.590822374278
"1910",19,2010,2934483,2613167,80672,721978,30457,593219,2212505,50215,2019948,353405,121372,29982,266321,15154,77113,87886,73169,5392,1541787,1407829,31441,0.0799351866985477,0.0651153084175682,0.168593597451313,32761,22271,3406,463145,407571,7077,700.096697472139
"2010",20,2010,2753982,2167571,153179,716429,46678,496781,2037553,106501,1670790,351517,127057,43573,208073,18611,57822,91309,61014,12641,1401709,1151982,66149,0.089673763389538,0.0607535273140731,0.101035670527313,42130,22539,5732,437563,335890,9882,774.89152810768
"2114",21,2010,4192222,3646012,313375,1020777,94670,830133,3171445,218705,2815879,769613,264738,101326,603230,43293,187105,188695,153823,23472,1853434,1632198,131061,0.163787141054178,0.16196050468357,0.144835261960489,99697,78253,11210,563236,498046,20995,701.730651862201
"2212",22,2010,4363417,2663112,1375859,1113364,424649,586517,3250053,951210,2076595,779789,290218,427847,288616,186554,78648,172770,77506,83643,1995119,1292436,552901,0.158316533358564,0.1270733334852,0.214526821041707,142389,49269,81477,541194,378161,107665,819.290974754806
"2310",23,2010,1293503,1224275,13611,276680,5719,249908,1016823,7892,974367,168511,51728,6162,148212,2897,42279,48463,44556,1117,646359,621329,3963,0.085321069468572,0.0831051982589651,0.132921676958076,16037,13877,200,155430,145194,1752,809.409896355734
"2410",24,2010,5595221,3089514,1628475,1351237,443010,635833,4243984,1185465,2453681,519954,169289,229676,189993,90217,41592,230537,95721,99658,2926296,1669061,812592,0.102176356057339,0.070996407203272,0.108449209806221,134017,36995,69718,790116,461514,155442,1282.91079301148
"2510",25,2010,6275646,4827483,416662,1418445,122041,968474,4857201,294621,3859009,669967,196160,85363,352104,33855,70506,287641,200990,33356,3241150,2587833,192612,0.0916270539445345,0.0646835934525853,0.14580738296556,86050,46053,13360,916900,721753,41456,1158.3509832609
"2610",26,2010,9676199,7451145,1340667,2367261,393895,1635322,7308938,946772,5815823,1517644,527315,436316,875425,178218,250685,631364,431073,143388,4261011,3459287,462292,0.0943142873622449,0.0789422455693303,0.143082107246926,169705,86734,56471,1389181,1116845,85848,841.174794032509
"2710",27,2010,5144066,4292187,252887,1278321,91831,947653,3865745,161056,3344534,560374,183407,89656,336649,39946,79181,199078,149777,22432,2704334,2353732,99810,0.0693962704199315,0.0490681481471409,0.162158756163261,56011,28880,7154,854097,700553,27413,880.19640799078
"2810",28,2010,2866119,1679554,1052696,756218,334195,374663,2109901,718501,1304891,627473,241681,377172,217200,162878,63740,131991,56113,69982,1216019,771048,389235,0.169243976713141,0.127611807651525,0.236025685038651,112486,34600,71213,341586,239298,75981,720.582114830915
"2910",29,2010,5786696,4711024,652629,1419868,200782,1061965,4366828,451847,3649059,848887,298020,181358,568980,77804,175839,250283,175472,56108,2779173,2334565,264411,0.111175522904503,0.101292219894314,0.145789161906651,107810,64829,29928,817316,692507,44600,755.722439873762
"3010",30,2010,955073,843026,2619,222164,1027,179613,732909,1592,663413,139459,47069,719,106346,473,31586,30900,24173,128,474125,432409,1137,0.0688035581076083,0.0602051849732081,0.0295404814004376,16261,8407,93,136349,119625,231,729.60665029284
"3110",31,2010,1761877,1456050,78459,452221,27305,332644,1309656,51154,1123406,213519,75974,27427,134595,13859,36640,51595,36194,5923,937276,804363,34428,0.0821156210687913,0.0530191758882663,0.152338146695993,22765,10655,3382,296553,241859,8551,723.933076845196
"3210",32,2010,2645054,1448572,206733,663768,59598,267196,1981286,147135,1181376,347289,125030,43971,128683,18252,26729,158628,81184,16013,1254837,726057,89188,0.130328246013133,0.0623095449552102,0.0892148403796376,61859,19561,8847,379052,166299,18343,1151.79642328372
"3310",33,2010,1276352,1180963,13532,290700,4711,255866,985652,8821,925097,104622,30135,3166,89530,1442,23714,48226,43229,661,688330,645478,6847,0.0742608699645475,0.0699852149915601,0.0909597436968937,16356,13816,838,195249,177506,1073,1059.1135502211
"3410",34,2010,8568561,5146594,1127923,2062533,312926,1082403,6506028,814997,4064191,810281,286181,205946,276369,85407,73634,407693,216843,83177,4226694,2607560,508453,0.101564085620457,0.062962271577418,0.126875628839277,148958,46847,48529,1359626,856475,98743,1282.38987846118
"3510",35,2010,1995256,816557,38298,515021,10266,138352,1480235,28032,678205,377239,144502,10622,85316,4167,17703,78481,25335,1957,890996,402864,17512,0.148372373611894,0.0489557527931357,0.0941065454233508,61261,9763,1462,263698,88242,2580,787.271035800316
"3610",36,2010,18713618,10993651,2884543,4320931,766955,2230749,14392687,2117588,8762902,2662028,894699,627645,993531,243234,274968,804984,389831,180450,9002496,5553413,1257527,0.128556962936558,0.0680020898819614,0.155079755367658,366517,100584,117687,2588120,1658100,228847,1155.92078016853
"3710",37,2010,9181028,6046793,1937530,2263856,544352,1265051,6917172,1393178,4781742,1494546,528757,502157,662683,201729,169996,470513,260385,148765,4283840,2960891,825104,0.140439651084144,0.10525856814732,0.174172808678369,202770,81166,81268,1279045,869072,152737,816.543377167319
"3810",38,2010,640736,572526,7051,147052,2210,121705,493684,4841,450821,75797,21438,3057,54821,1584,12916,12469,9217,522,358119,330330,3366,0.0836074296217471,0.0780463623674289,0.159570661896243,6315,2723,74,100110,90083,694,640.763540699474
