"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre-adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre-adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre-adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtsjail == 1"
"474",16,2009,1215,944,24,947,4113,90,2186,459,594,1548,104,182,0,11,0,20,10,50,6,4,0,0,0,321,456,1175,80,147,0,7,0,1332,95,798,27,129,30,438,0,33,3,44,0,5,1,1,0,1057,51,554,20,105,22,341,0,227
"475",17,2009,5176,3010,2317,2409,28132,12882,8191,1804,6951,7272,270,1649,2198,191,2616,1081,3652,4080,173,1014,1616,139,1124,618,2762,2556,75,516,419,37,1208,7898,0,3739,458,4968,1630,4263,0,3559,0,2061,324,3502,1042,2394,0,3639,0,1430,99,1126,439,1458,0,0
"476",18,2009,9511,6654,2822,5953,30672,7040,12577,0,4755,10443,436,2304,165,143,2902,0,1340,3679,113,837,76,72,921,0,3199,5898,300,1283,79,56,1754,12263,284,4469,1351,1,638,2155,0,3865,134,1694,533,0,183,631,0,7479,126,2475,734,0,416,1347,0,921
"477",19,2009,4728,3817,774,2993,15979,1949,7351,1074,1394,2426,1225,363,166,96,4507,226,247,444,229,76,35,20,672,653,912,1581,810,241,110,58,2986,6074,487,1778,1329,0,137,0,0,1053,54,393,212,0,18,0,0,4025,343,1068,968,0,90,0,0,213
"478",20,2009,3163,2340,597,2196,12469,2035,6309,1118,1650,3210,72,530,132,152,2439,286,341,730,21,135,36,41,445,728,1169,2120,32,334,84,77,1763,5390,3,2627,0,889,395,1,0,1061,0,712,0,186,76,0,0,3770,2,1651,0,595,290,1,0,308
"479",21,2009,5387,4441,887,4148,17693,2374,9139,1058,1685,6196,69,2018,215,156,909,238,186,1199,23,425,61,55,187,728,1425,4538,46,1514,141,95,652,6814,265,2884,419,712,9,0,0,1166,55,678,111,197,1,0,0,5211,200,1993,287,483,8,0,0,525
"480",22,2009,3631,2436,1836,1658,12100,4288,3905,540,1929,3770,262,453,51,94,1367,227,878,1956,160,260,34,55,716,304,1002,1672,93,180,17,33,603,6466,105,1405,450,37,6,0,0,3314,44,654,249,24,3,0,0,2932,57,708,192,13,3,0,0,114
"481",23,2009,753,495,56,615,3358,177,2201,439,511,878,173,42,76,16,433,29,30,72,8,0,3,1,33,372,426,727,152,42,65,15,369,1012,47,825,77,271,111,137,0,65,7,62,5,8,7,14,0,838,36,698,68,248,97,108,0,94
"482",24,2009,2787,1833,1752,793,13117,7361,2415,598,2998,3905,977,420,191,144,890,362,2371,2734,641,282,154,106,548,199,516,929,279,127,31,31,271,3799,1052,1838,941,687,991,637,0,2399,901,1254,758,523,850,409,0,1125,123,486,166,145,118,163,0,250
"483",25,2009,6174,5133,1385,2832,22500,3816,7753,747,2639,5955,1519,853,168,336,4084,148,577,1548,394,204,50,77,810,397,1486,2504,734,416,81,109,2019,9200,853,3449,379,1203,979,85,0,2045,211,831,102,332,243,24,0,4369,407,1666,182,539,499,29,0,154
"484",26,2009,7863,4852,3636,3707,35769,14149,12041,3355,7342,5834,39,3668,1419,410,5839,1401,3740,2706,18,2462,851,296,2675,1716,3180,2702,20,1005,506,92,2820,14847,971,7207,1570,2587,724,0,0,7608,614,3293,735,1561,338,0,0,6331,310,3450,713,898,339,0,0,190
"485",27,2009,5999,5141,1555,2682,17692,3160,5376,1256,1669,4175,1593,2192,19,175,614,412,399,1021,419,685,8,82,134,596,685,1876,816,1054,7,41,301,9421,240,810,654,88,23,205,0,2571,65,241,132,21,2,40,0,4243,92,392,371,55,10,129,0,354
"486",28,2009,2107,1735,1044,972,7491,2846,2359,18,904,1977,734,245,21,98,1374,12,453,1070,419,145,12,47,683,6,436,815,300,95,9,41,651,3192,354,1273,47,324,190,0,0,1630,207,665,30,201,112,0,0,1453,139,560,17,112,76,0,0,215
"487",29,2009,5173,3876,1289,3623,17870,3614,8538,2162,2396,4327,118,1086,234,154,2217,645,720,1314,36,374,92,91,342,1435,1605,2788,77,669,135,60,1766,6750,855,2975,1195,166,235,267,0,1645,245,994,414,82,80,69,0,4778,584,1863,749,82,147,179,0,629
"488",30,2009,976,667,26,590,3554,81,1420,30,717,1080,340,54,1,18,338,2,26,36,10,1,0,0,6,26,394,544,230,35,1,7,183,1674,32,571,194,0,93,7,0,45,1,25,8,0,2,0,0,867,16,349,140,0,46,1,0,58
"489",31,2009,3563,2852,666,2023,12525,1728,5080,123,1506,2864,823,673,165,167,2637,25,278,580,176,145,33,50,440,80,821,1580,458,400,102,65,1572,5856,0,1203,0,740,706,181,0,1105,0,238,0,159,129,26,0,3335,0,690,0,448,391,104,0,165
"490",32,2009,2915,2136,893,1152,10790,2422,3360,138,2079,2650,299,362,70,118,2146,28,670,789,108,99,16,29,680,73,839,1190,137,166,40,48,859,3690,221,2542,198,453,30,188,0,1099,53,807,71,154,9,41,0,1517,109,1100,89,220,14,101,0,414
"491",33,2009,505,371,24,395,1993,97,1133,0,257,874,233,42,0,8,0,0,22,58,14,2,0,1,0,0,212,698,181,36,0,6,0,600,13,374,181,0,23,223,0,32,3,35,9,0,6,12,0,485,10,298,146,0,13,181,0,8
"492",34,2009,4816,3076,2096,1347,18062,6837,3428,333,5003,6148,360,1168,145,89,0,178,2360,3334,213,612,81,59,0,86,1569,1353,64,315,30,11,0,4902,432,4082,536,768,143,1517,0,2287,249,2394,333,456,77,655,0,1328,107,987,119,181,41,447,0,291
"493",35,2009,1997,1740,106,517,6171,301,1079,727,477,1863,255,98,80,59,615,74,33,127,8,7,6,7,39,192,114,474,51,33,16,14,185,1573,3,1356,40,195,24,974,0,96,0,127,4,21,2,50,0,442,1,328,9,55,4,239,0,409
"494",36,2009,12876,10450,5968,2786,54526,20588,8170,4016,7473,17936,2543,6696,0,725,2140,1901,4237,8635,1230,2975,0,404,1135,787,682,3996,602,1755,0,49,280,23920,855,9288,4,5218,549,1467,0,11473,454,4817,3,2750,270,667,0,5081,148,1663,0,862,103,248,0,245
"495",37,2009,4971,3192,2029,2438,19486,6343,6796,1085,3665,6057,691,760,51,179,1584,414,1623,2781,322,323,27,96,595,565,1758,2668,320,377,22,64,795,8078,554,4018,0,412,1146,131,0,3361,247,1814,0,227,557,58,0,3907,248,1878,0,160,460,61,0,294
"496",38,2009,944,810,84,576,3058,149,1298,258,255,739,56,462,0,14,312,42,12,51,7,15,0,0,22,153,182,406,40,292,0,4,218,1072,72,417,163,36,41,37,0,68,1,45,5,2,1,3,0,703,34,235,97,23,24,12,0,39
"497",39,2009,8788,6562,3384,4623,31093,9257,11629,1818,4227,12178,791,1988,264,565,474,699,1619,4946,349,998,167,332,147,1033,2256,6401,402,923,93,218,303,11815,0,4822,1727,915,0,1803,0,4754,0,2019,801,490,0,677,0,6228,0,2615,858,400,0,895,0,512
"498",40,2009,4734,3429,1266,2422,20026,4334,7589,1919,2971,4649,1177,594,11,135,3793,496,1001,1216,389,217,3,47,954,994,1437,2248,542,282,6,53,2010,7293,467,4786,168,729,159,1472,0,1905,170,1441,70,248,50,416,0,3740,211,2286,67,372,73,746,0,515
"499",41,2009,4601,3591,870,2465,17994,2821,7617,1343,2033,5325,114,387,152,216,3813,255,449,1227,17,71,35,62,702,775,1082,3030,89,261,91,119,2167,8054,23,2714,2122,216,264,0,0,1641,4,560,492,50,74,0,0,4388,13,1552,1372,137,155,0,0,57
"500",42,2009,11134,8803,4900,4687,40055,13199,12074,1232,6196,12285,3699,3868,531,200,910,514,3106,4971,1682,2263,370,99,194,492,2376,5700,1610,1095,126,67,608,19284,793,5071,954,1833,857,129,0,8961,309,2183,310,1008,388,40,0,7773,417,2239,542,624,405,74,0,546
"501",44,2009,1447,1093,356,700,5163,980,1806,16,900,1280,1231,65,159,64,1,2,265,299,314,25,52,22,1,11,449,638,597,20,68,23,0,1884,76,559,288,303,43,309,0,473,27,171,49,93,7,83,0,937,34,248,168,151,27,144,0,60
"502",45,2009,3722,3205,1832,1653,12447,4419,3867,818,1108,4596,609,1376,8,210,0,369,540,2436,274,706,5,89,0,430,496,1931,287,616,3,104,0,4748,368,2316,470,708,110,0,0,2285,190,1188,293,416,47,0,0,2152,158,1046,173,277,57,0,0,70
"503",46,2009,1448,1193,118,513,4313,200,992,211,419,1151,0,537,18,6,523,20,19,91,0,52,1,0,17,102,160,331,0,206,8,2,183,772,75,479,231,20,58,1230,0,43,3,39,19,0,1,95,0,280,15,181,99,13,15,389,0,287
"504",47,2009,5952,5395,1969,3464,18889,4110,7857,1138,979,5652,538,1262,12,252,3104,280,212,1869,205,556,2,112,874,769,707,3280,302,649,10,120,2020,8635,1197,2301,47,0,89,486,0,2553,561,705,17,0,26,181,0,5380,582,1456,29,0,51,255,0,193
"505",48,2009,12769,8272,3599,4097,53615,12177,12347,5933,9576,12890,2067,3204,198,875,5461,1843,3024,4163,524,962,51,265,1170,1828,2762,3603,611,1135,88,212,1848,12987,2465,16601,2037,2773,376,1879,0,3112,846,5543,719,892,121,555,0,4176,660,4571,758,943,133,603,0,1306
"506",49,2009,2060,1599,129,1307,6785,319,3004,638,651,1830,82,491,149,95,787,34,24,130,4,54,7,7,58,405,474,1092,47,321,94,52,519,2247,108,920,729,241,71,386,0,146,4,60,55,18,8,25,0,1451,62,572,468,154,38,241,0,457
"507",50,2009,550,477,13,529,2259,40,1638,61,209,810,214,32,33,8,342,2,2,21,4,3,1,0,7,58,206,772,206,28,31,8,329,1012,5,353,94,71,5,169,0,29,0,6,4,0,0,1,0,968,5,339,89,68,5,164,0,8
"508",51,2009,2634,2379,1009,1357,11972,4196,4317,1335,637,4930,647,1014,359,116,254,595,224,2225,336,450,197,63,80,595,374,2237,276,497,135,40,152,3175,808,2200,976,1559,0,528,0,1228,397,1029,493,799,0,204,0,1640,343,982,411,653,0,248,0,178
"509",53,2009,5914,4245,900,3404,23347,2874,10073,300,5264,6976,692,337,15,121,3728,42,967,1107,115,52,1,25,565,188,2935,4007,424,205,9,57,2248,7576,198,4262,469,130,991,1495,0,1126,40,715,106,29,198,211,0,4493,91,2571,250,71,486,890,0,445
"510",54,2009,3000,2527,354,2572,10276,894,6231,690,825,2634,1778,226,69,78,915,87,79,330,244,19,10,10,102,592,733,2242,1503,204,57,67,786,4788,202,1417,0,323,368,0,0,625,22,165,0,29,40,0,0,4068,171,1225,0,291,320,0,0,192
"511",55,2009,4568,3137,1445,2277,16284,4377,5486,633,3495,5393,957,955,33,153,94,187,1341,2013,419,296,20,91,9,347,1592,2482,405,537,10,41,71,6157,433,1741,1012,245,498,1331,0,2082,182,826,400,134,280,395,0,3048,189,670,524,83,146,671,0,304
"512",56,2009,1131,973,56,820,3309,118,1638,25,302,686,250,519,27,14,289,5,11,42,15,21,4,1,17,18,233,509,184,385,18,9,227,1486,38,128,37,43,59,223,0,74,2,12,1,5,1,17,0,1136,25,98,31,30,45,142,0,5
"513",72,2009,1190,674,112,4,8009,983,32,204,2226,2862,132,518,51,99,727,40,277,444,25,84,15,23,75,1,9,14,0,4,1,3,0,3232,1055,1101,618,482,33,298,0,401,152,183,112,104,8,23,0,13,8,4,4,2,1,0,0,126
"514",1,2010,3063,2321,1118,1747,11183,3469,4197,656,1423,3763,507,585,37,108,973,235,539,1681,272,267,28,55,363,366,816,1858,228,308,9,50,529,3538,1377,1706,177,844,0,186,0,1381,628,696,85,478,0,88,0,1948,679,897,90,348,0,85,0,281
"515",2,2010,897,651,74,311,3630,241,856,554,567,873,24,111,4,19,581,48,45,67,3,9,0,1,68,161,180,296,7,29,1,7,175,1373,0,962,86,14,113,98,0,119,0,91,8,0,10,8,0,445,0,283,22,5,47,26,0,110
"516",4,2010,7891,4927,1055,3200,25001,2371,6712,487,5780,7921,1201,913,110,374,68,46,664,1148,194,194,16,69,7,179,2135,3233,522,323,52,119,31,8081,382,4571,323,1095,60,1612,0,1052,62,621,68,186,12,239,0,3206,118,1824,128,458,28,600,0,184
"517",5,2010,3977,3479,1092,2624,11451,2296,4678,647,839,3430,322,1056,20,91,1063,212,239,1084,93,323,9,33,301,400,558,2111,207,659,11,50,678,4103,341,1910,0,635,62,284,0,1176,103,627,0,238,34,65,0,2642,218,1170,0,359,24,191,0,744
"518",6,2010,33536,25159,7675,8145,125792,24677,21354,8205,22129,37954,4963,4670,439,5174,8722,1939,6066,10212,1640,1397,154,1524,1745,2116,4389,9060,1396,1137,142,1068,2046,27161,2985,20661,9379,4905,8983,1588,0,6180,1272,4904,3005,1667,3470,418,0,6329,526,5293,2347,1261,1447,329,0,844
"519",8,2010,5753,4222,963,2538,18619,2332,5708,1105,2239,4535,551,3675,211,98,269,198,397,800,148,693,31,20,24,509,858,2058,247,1659,115,25,154,9516,423,987,1798,35,40,3,0,1660,82,212,351,6,6,0,0,4178,160,434,872,16,22,0,0,575
"520",9,2010,2482,1462,927,845,9609,2723,2348,472,603,1932,458,736,5,29,142,183,230,754,170,281,2,15,48,157,226,590,166,247,1,4,39,2429,465,1714,0,1526,60,0,0,882,215,651,0,586,27,0,0,837,143,546,0,515,12,0,0,316
"521",10,2010,411,320,250,136,1605,729,388,75,185,617,78,47,0,13,179,48,118,386,42,28,0,6,101,18,55,194,32,17,0,5,67,453,17,282,298,0,51,52,0,271,11,193,165,0,30,31,0,152,5,67,113,0,20,20,0,10
"522",11,2010,745,604,619,3,3579,2613,15,369,435,1283,230,148,202,100,0,347,414,1163,201,143,190,92,0,6,3,3,2,1,0,0,0,842,7,549,726,11,417,79,0,737,7,527,694,9,404,72,0,2,0,5,3,0,2,0,0,88
"523",12,2010,14384,6780,5269,7204,47706,13060,15892,3365,14505,11109,2921,1033,85,303,0,1307,5289,4391,1406,513,39,115,0,1632,7434,5106,1152,399,37,131,0,13352,455,7476,2289,0,2045,6262,0,4886,195,3080,1214,0,811,2249,0,6551,204,3472,801,0,1009,3291,0,1908
"524",13,2010,5469,4448,2768,2262,18802,6896,5437,1426,2423,6506,476,1747,0,189,496,635,1218,3410,250,980,0,129,224,651,1099,2522,196,678,0,49,227,6199,1154,2794,310,771,236,1869,0,3122,677,1292,187,426,156,1036,0,2580,426,1246,116,321,70,678,0,677
"525",15,2010,1023,633,70,480,3489,158,1161,100,985,1011,172,128,0,51,0,4,54,77,16,5,0,2,0,46,453,505,70,57,0,24,0,1664,58,414,123,2,56,61,0,105,1,16,10,0,9,8,0,782,28,207,64,1,22,25,0,31
"526",16,2010,1386,994,41,1099,4183,94,2153,435,656,1406,93,184,0,23,0,29,11,45,4,4,0,1,0,314,507,1091,81,147,0,13,0,1375,99,666,29,128,23,447,0,33,2,41,0,5,0,13,0,1081,59,497,23,94,17,361,0,281
"527",17,2010,5303,2930,2304,2543,27828,12229,8606,1589,6920,7160,276,1696,1937,183,2753,882,3501,3974,171,1026,1399,138,1137,636,2892,2616,86,560,415,33,1364,7970,0,3865,414,4750,1299,4221,0,3519,0,2034,274,3334,816,2249,0,3815,0,1586,115,1116,376,1596,0,1
"528",18,2010,9170,5805,2534,5894,30329,6671,12884,0,5834,9349,363,1961,126,120,3395,0,1536,3148,95,712,55,65,1057,0,3975,5393,250,1085,67,43,2064,12604,265,4489,1209,1,690,1901,0,3797,117,1620,492,0,181,464,0,7837,122,2580,641,1,469,1234,0,978
"529",19,2010,4725,3742,702,3057,15761,1863,7147,931,1540,2444,1164,320,152,71,4414,229,233,414,195,64,33,22,673,520,1062,1590,791,204,94,36,2850,6324,472,1690,1207,0,127,283,0,1048,62,394,196,0,15,33,0,4084,329,998,863,0,86,187,0,168
"530",20,2010,3567,2482,668,2468,12719,2024,6099,1000,1831,3304,39,499,130,102,2247,275,389,744,5,143,31,37,400,638,1282,2191,25,285,86,45,1547,5409,5,2475,0,893,370,0,0,1058,0,678,0,209,79,0,0,3675,3,1566,0,587,268,0,0,409
"531",21,2010,5500,4529,932,4175,17615,2254,9078,1215,1650,6105,78,1684,187,202,994,243,208,1115,30,356,49,68,185,872,1380,4535,46,1260,126,123,736,7007,242,2747,74,920,7,0,0,1197,54,561,23,230,2,0,0,5384,180,1981,48,647,5,0,0,556
"532",22,2010,3344,2260,1642,1568,11445,4031,3796,608,1847,3534,225,428,46,75,1338,275,827,1729,144,254,25,45,732,322,966,1658,73,166,21,26,564,6040,105,1508,401,40,7,0,0,3025,50,719,209,25,3,0,0,2792,54,744,187,15,4,0,0,61
"533",23,2010,760,479,59,543,3147,165,1906,376,516,843,140,26,53,13,411,22,31,71,7,0,4,2,28,303,396,663,116,25,43,11,341,1011,34,784,63,195,77,140,0,68,5,60,5,12,7,5,0,787,26,640,55,170,63,97,0,85
"534",24,2010,2793,1513,1670,888,12540,6811,2362,996,2998,3087,847,286,157,75,1182,663,1991,2389,568,166,138,51,768,275,805,552,229,108,17,19,328,3985,835,1585,686,707,909,597,0,2493,722,1089,524,540,761,376,0,1199,95,396,137,148,123,160,0,201
"535",25,2010,5516,4677,1225,2525,20435,3520,6924,728,2287,5546,1491,780,135,296,3632,143,488,1438,370,198,39,77,761,370,1302,2282,711,381,60,98,1711,8384,829,3272,267,1051,874,94,0,1872,228,812,72,282,197,19,0,3886,369,1532,113,441,480,51,0,179
"536",26,2010,8192,5141,3610,4062,33903,12749,11403,2998,6451,5517,510,2320,1441,423,5958,1182,3055,2484,312,1528,879,302,2956,1599,3051,2593,179,698,495,94,2655,14226,617,7289,396,2311,853,19,0,7138,384,3207,192,1410,408,10,0,6234,201,3593,178,784,407,6,0,143
"537",27,2010,5643,4762,1651,2737,16390,2955,5091,1174,1588,3916,1304,1986,23,145,611,373,358,1022,370,637,10,72,113,584,741,1807,651,981,5,27,295,8805,240,677,537,75,26,159,0,2425,66,211,95,19,9,36,0,4124,96,324,316,40,8,102,0,323
"538",28,2010,2577,1742,1119,1352,8464,2935,2752,32,1425,1992,623,246,32,82,1422,8,629,1081,338,147,17,53,643,24,768,827,262,97,15,28,718,3790,295,1196,47,378,163,4,0,1760,191,634,31,240,72,3,0,1888,99,525,16,124,89,1,0,264
"539",29,2010,5791,4198,1259,4226,19535,3552,9568,2270,2785,4947,78,834,167,154,2509,614,658,1441,15,266,57,84,417,1558,2024,3246,61,542,99,66,1972,8065,878,2791,1026,221,255,250,0,1762,253,906,352,76,55,67,0,5902,599,1789,640,139,187,160,0,685
"540",30,2010,958,651,38,516,3572,102,1379,6,767,1059,326,34,8,14,400,0,35,42,14,0,0,1,10,4,417,508,213,22,7,5,203,1707,0,611,172,0,114,0,0,56,0,35,9,0,2,0,0,845,0,365,120,0,47,0,0,83
"541",31,2010,3373,2606,637,1880,11925,1753,4723,66,1573,2701,835,619,142,140,2476,12,305,627,196,135,43,38,397,33,852,1402,441,352,77,62,1504,5762,0,1055,0,641,663,200,0,1158,0,227,0,158,121,39,0,3193,0,573,0,378,377,91,0,130
"542",32,2010,2883,2038,830,1234,10518,2358,3181,278,2102,2598,142,372,79,72,1975,78,677,782,51,94,23,31,622,137,811,1197,61,167,35,25,739,3456,186,2645,166,397,23,159,0,1034,58,821,65,134,7,45,0,1392,88,1123,67,188,10,72,0,686
"543",33,2010,522,372,40,391,1890,96,1067,0,273,763,202,35,0,4,0,0,14,62,11,4,0,1,0,0,230,582,156,25,0,3,0,619,15,369,63,115,28,105,0,40,1,37,2,4,5,5,0,473,13,284,55,91,21,86,0,3
"544",34,2010,4653,3042,2124,1333,16784,6303,3165,178,4443,6078,312,904,112,104,0,86,2075,3308,191,502,70,71,0,50,1458,1347,59,216,20,15,0,4648,314,3725,447,773,124,1581,0,2236,164,2156,252,497,78,682,0,1285,86,919,125,138,24,448,0,344
"545",35,2010,1766,1542,116,514,5482,266,1013,595,416,1736,198,59,69,50,593,61,24,121,9,7,7,4,33,157,92,501,56,17,18,9,163,1507,3,1183,25,176,15,804,0,97,1,109,4,14,0,41,0,424,0,299,7,48,3,232,0,341
"546",36,2010,12605,10062,5887,2862,52631,20267,8002,3843,7449,17338,2188,6108,0,693,2214,1959,4206,8520,1086,2791,0,400,1196,845,739,3844,532,1651,0,40,307,23450,720,8944,0,4872,510,1151,0,11503,393,4824,0,2628,263,490,0,4956,154,1678,0,810,88,231,0,110
"547",37,2010,4769,3106,1824,2406,18376,5850,6405,947,3423,5846,498,763,52,150,1588,362,1468,2654,206,325,24,68,624,495,1656,2587,257,380,25,65,757,7559,534,3610,0,482,1088,146,0,3092,239,1611,0,241,517,71,0,3631,246,1688,0,208,485,57,0,278
"548",38,2010,819,678,59,491,2732,136,1147,207,208,728,38,345,0,11,301,29,13,51,4,12,0,2,24,123,140,390,24,207,0,3,217,1071,75,328,130,4,41,40,0,59,5,40,10,0,1,2,0,681,35,191,80,0,24,29,0,36
"549",39,2010,9260,7037,3550,4794,30285,8769,10833,1717,3751,11692,774,1908,237,436,510,674,1438,4781,371,941,159,257,148,972,2009,6044,361,884,74,164,325,11205,0,4426,1528,691,0,1991,0,4529,0,1856,711,400,0,778,0,5844,0,2401,767,266,0,964,0,559
"550",40,2010,4345,2969,899,2473,17412,3513,6696,1870,2765,4229,784,535,13,88,2777,545,772,1015,220,182,5,25,749,945,1384,2172,389,276,6,34,1486,6073,336,4347,125,623,141,1195,0,1469,120,1356,59,189,48,236,0,3239,165,2050,44,337,65,684,0,443
"551",41,2010,4826,3548,820,2908,18089,2897,7838,1001,2442,5236,109,389,201,211,3670,236,568,1180,15,53,57,55,733,582,1375,3102,88,288,110,123,2169,8246,28,2390,2007,281,311,0,0,1629,12,579,491,77,109,0,0,4828,14,1401,1281,166,148,0,0,57
"552",42,2010,10674,8249,4935,4424,36922,12383,10751,1093,5889,11185,3220,3192,522,404,743,449,2909,4811,1503,1898,363,264,186,472,2330,5036,1353,920,113,81,446,17347,716,4776,807,1534,805,263,0,8504,314,2047,285,851,323,59,0,6716,340,2111,451,540,419,174,0,578
"553",44,2010,1465,1078,370,667,4931,889,1650,19,896,1098,1179,78,142,54,0,3,261,254,283,27,44,17,0,8,447,528,555,27,61,24,0,1749,54,468,244,264,78,306,0,440,18,122,46,77,24,69,0,835,31,201,138,126,43,146,0,67
"554",45,2010,3393,3025,1550,1557,11683,4068,3731,810,1016,4413,575,1316,7,153,0,370,470,2265,234,650,5,74,0,415,480,1870,291,605,2,68,0,4639,292,2212,405,604,138,0,0,2125,176,1108,278,317,64,0,0,2162,100,1008,122,272,67,0,0,57
"555",46,2010,1459,1210,120,517,4351,218,999,187,425,1237,0,526,11,1,505,12,16,108,0,43,1,0,38,83,162,344,0,202,3,0,205,794,85,472,242,13,51,1235,0,51,6,33,19,0,1,108,0,335,20,169,93,7,13,362,0,222
"556",47,2010,6281,5698,1798,3846,19062,3773,7823,1453,923,5508,681,907,7,246,3055,305,204,1696,262,341,1,110,854,1029,649,3206,375,508,6,118,1931,6455,2376,2689,44,0,143,1062,0,1904,792,643,8,0,67,351,0,3953,1388,1827,33,0,70,550,0,175
"557",48,2010,16109,9947,4456,5219,58767,12708,12904,5485,11285,13651,2079,3524,147,656,5496,1680,3457,4258,558,1080,40,170,1360,1581,3380,3966,648,1190,53,164,1815,14292,2739,16631,1673,2489,371,1881,0,3635,811,5619,587,855,128,492,0,4602,787,4565,652,806,114,601,0,1570
"558",49,2010,2226,1586,144,1419,7154,322,3184,404,865,2067,138,433,131,97,788,19,41,150,14,41,4,4,49,298,596,1236,87,288,99,48,529,2452,150,1006,690,211,61,260,0,146,16,59,58,14,6,14,0,1619,85,641,441,145,35,154,0,489
"559",50,2010,555,451,15,522,2141,37,1511,83,217,724,214,26,30,10,282,2,4,19,7,0,0,0,5,80,208,683,204,26,29,10,271,941,3,318,90,49,3,182,0,22,0,5,4,0,0,6,0,898,3,305,83,48,3,171,0,16
"560",51,2010,2779,2500,1055,1459,11336,3654,4122,1556,594,4433,467,781,370,101,227,670,206,1837,250,341,214,55,67,706,343,2189,186,383,132,39,134,2939,701,2193,788,1286,0,545,0,1039,322,976,398,651,0,233,0,1594,340,993,332,537,0,267,0,228
"561",53,2010,6249,4358,942,3690,22326,2707,9332,247,4925,6446,509,113,17,91,3729,39,870,1014,129,23,1,21,610,150,2782,3794,270,66,9,35,2226,6767,166,4492,662,27,1063,2029,0,1092,44,784,129,6,217,313,0,3936,84,2706,371,15,531,1216,0,520
"562",54,2010,2955,2427,322,2552,10040,826,6103,698,822,2621,1712,233,36,79,818,68,75,329,221,24,5,9,84,617,727,2236,1453,207,31,68,709,4389,238,1541,0,288,331,0,0,533,35,181,0,25,28,0,0,3765,197,1326,0,256,295,0,0,156
"563",55,2010,4523,3127,1395,2320,15563,4106,5184,591,3267,5125,927,866,34,142,86,191,1191,1947,396,261,23,84,12,307,1557,2319,413,490,6,37,54,5798,389,1650,924,236,532,1422,0,1961,156,755,377,127,284,408,0,2928,169,641,450,82,167,720,0,471
"564",56,2010,993,829,32,754,3000,98,1527,36,296,670,280,378,10,12,273,5,7,47,14,13,0,0,11,25,232,493,219,290,5,8,208,1383,23,112,33,40,62,221,0,61,0,18,1,2,3,12,0,1066,20,87,27,31,39,154,0,10
"565",72,2010,940,546,115,6,6308,794,30,149,1702,2468,121,419,34,73,402,33,190,407,20,71,10,14,49,0,6,12,0,7,1,3,1,2576,706,995,465,355,24,246,0,326,103,166,92,84,7,16,0,15,3,3,3,4,1,1,0,112
"566",1,2011,3257,2450,1179,1777,11653,3468,4410,524,1550,3960,482,722,73,151,842,210,537,1642,249,345,51,82,305,284,924,2027,212,364,20,61,483,3760,1507,1674,170,917,0,84,0,1447,632,656,67,517,0,34,0,2039,819,908,96,374,0,43,0,305
"567",2,2011,924,714,69,296,3580,207,871,596,512,798,21,126,1,15,587,54,33,70,2,8,0,1,39,186,180,278,7,39,0,7,174,1246,0,973,64,5,121,116,0,89,0,75,4,2,20,11,0,422,0,312,25,1,40,30,0,105
"568",4,2011,8488,5190,1172,3373,26630,2572,7192,540,6056,8262,1386,991,112,407,55,52,681,1208,280,200,12,72,6,214,2395,3342,527,389,63,121,27,8390,361,4947,415,1273,67,1451,0,1085,62,740,71,228,14,201,0,3437,121,1914,169,554,19,501,0,196
"569",5,2011,3856,3216,1082,2509,11362,2237,4779,680,1078,3187,356,941,35,66,1160,205,300,1024,104,273,14,31,285,432,737,1969,233,582,20,30,774,4422,379,1739,0,537,76,223,0,1229,115,560,0,182,40,76,0,2919,243,1076,0,316,34,116,0,750
"570",6,2011,32171,23276,7113,7797,118735,22330,20239,7364,22100,35107,4772,3892,335,4765,8229,1653,5767,9169,1533,1219,105,1317,1567,2097,4478,8397,1292,912,109,959,1995,26441,2540,19699,8735,4099,8196,4052,0,5782,1056,4388,2748,1344,3149,689,0,6215,454,5358,2081,1041,1376,1060,0,677
"571",8,2011,5300,3784,914,2370,17290,2203,5366,975,2278,4138,537,3422,210,73,208,168,349,783,137,676,29,19,19,475,920,1878,233,1545,119,18,111,8897,388,927,1651,32,27,9,0,1564,86,214,314,7,6,1,0,3941,144,389,837,12,14,4,0,467
"572",9,2011,2320,1432,806,772,9345,2636,2295,588,1187,2419,560,879,150,1,1,218,463,910,204,309,66,1,0,202,431,746,197,309,43,0,1,2609,193,1672,1575,91,381,0,0,909,93,616,620,31,158,0,0,881,57,586,508,29,117,0,0,247
