"state.fips","year","tot.pop","child.pop","adult.pop","wht.pop","wht.child.pop","wht.adult.pop","blk.pop","blk.child.pop","blk.adult.pop","ai.pop","ai.child.pop","ai.adult.pop","aa.pop","aa.child.pop","aa.adult.pop","lat.pop","lat.child.pop","lat.adult.pop"
"40",2013,3853405,948480,2904925,3022572,681822,2340750,335598,106932,228666,403570,136373,267197,91665,23353,68312,372483,149719,222764
"40",2014,3879610,954230,2925380,3035844,685791,2350053,340603,108328,232275,406915,135734,271181,96248,24377,71871,384371,153815,230556
"40",2015,3911338,961321,2950017,3052773,690520,2362253,346973,110112,236861,410725,135292,275433,100867,25397,75470,396459,157291,239168
"41",1990,2860375,742436,2117939,2700987,689110,2011877,47386,17219,30167,40743,14419,26324,71259,21688,49571,114212,44959,69253
"41",1991,2928507,752442,2176065,2760581,696721,2063860,49761,18270,31491,42321,14891,27430,75844,22560,53284,124087,48186,75901
"41",1992,2991755,770191,2221564,2815410,712045,2103365,51515,18879,32636,43758,15424,28334,81072,23843,57229,135960,53176,82784
"41",1993,3060367,778973,2281394,2875674,719121,2156553,53484,19517,33967,45181,15700,29481,86028,24635,61393,149110,57992,91118
"41",1994,3121264,793435,2327829,2928634,731372,2197262,55825,20359,35466,46784,16204,30580,90021,25500,64521,164456,64311,100145
"41",1995,3184369,806512,2377857,2982234,741711,2240523,58341,21372,36969,48259,16615,31644,95535,26814,68721,182703,71906,110797
"41",1996,3247111,816102,2431009,3035250,748755,2286495,60756,22193,38563,49854,17115,32739,101251,28039,73212,198480,77623,120857
"41",1997,3304310,830002,2474308,3083682,760210,2323472,62188,22661,39527,51716,17688,34028,106724,29443,77281,218617,85956,132661
"41",1998,3352449,837928,2514521,3122177,765315,2356862,64508,23530,40978,53455,18189,35266,112309,30894,81415,237789,93513,144276
"41",1999,3393941,843484,2550457,3154256,768338,2385918,66369,24345,42024,55338,18697,36641,117978,32104,85874,258885,101651,157234
"41",2000,3429708,847511,2582197,3178549,769360,2409189,69705,25552,44153,57175,19145,38030,124279,33454,90825,278259,108854,169405
"41",2001,3467937,848663,2619274,3206792,768335,2438457,72006,26135,45871,59046,19602,39444,130093,34591,95502,296083,116191,179892
"41",2002,3513424,850733,2662691,3242079,768163,2473916,74540,26891,47649,60964,19978,40986,135841,35701,100140,313232,123253,189979
"41",2003,3547376,850251,2697125,3267254,765509,2501745,76251,27378,48873,62997,20500,42497,140874,36864,104010,328886,129890,198996
"41",2004,3569463,846786,2722677,3281938,760276,2521662,77674,27788,49886,65060,21012,44048,144791,37710,107081,343677,136386,207291
"41",2005,3613202,849323,2763879,3315027,760039,2554988,80011,28551,51460,67611,21481,46130,150553,39252,111301,361623,144110,217513
"41",2006,3670883,857003,2813880,3360395,764314,2596081,83196,29753,53443,70114,22186,47928,157178,40750,116428,381519,152655,228864
"41",2007,3722417,862161,2860256,3399653,766030,2633623,86203,30833,55370,73230,23087,50143,163331,42211,121120,402398,162155,240243
"41",2008,3768748,865664,2903084,3434397,766151,2668246,89386,31811,57575,76399,24180,52219,168566,43522,125044,421853,170318,251535
"41",2009,3808600,866194,2942406,3462337,763151,2699186,92275,32744,59531,79533,25286,54247,174455,45013,129442,438205,176389,261816
"41",2010,3837972,865950,2972022,3481058,760543,2720515,94979,33159,61820,82006,26108,55898,179929,46140,133789,452586,181020,271566
"41",2011,3868509,863094,3005415,3502056,756893,2745163,97174,33338,63836,83072,26228,56844,186207,46635,139572,462908,182658,280250
"41",2012,3899444,859887,3039557,3522469,752978,2769491,99524,33578,65946,84368,26321,58047,193083,47010,146073,472953,183713,289240
"41",2013,3928030,857121,3070909,3541546,749301,2792245,101749,33955,67794,85321,26375,58946,199414,47490,151924,483790,185226,298564
"41",2014,3971202,859066,3112136,3571111,749140,2821971,104942,34686,70256,86720,26537,60183,208429,48703,159726,496700,187255,309445
"41",2015,4028977,862856,3166121,3614034,750958,2863076,108507,35399,73108,88423,26582,61841,218013,49917,168096,511901,189182,322719
"42",1990,11903299,2799168,9104131,10636478,2421725,8214753,1110238,330144,780094,14940,3936,11004,141643,43363,98280,233727,86428,147299
"42",1991,11982164,2830059,9152105,10684374,2440261,8244113,1131434,340750,790684,15261,4084,11177,151095,44964,106131,245900,91266,154634
"42",1992,12049450,2873013,9176437,10716751,2466422,8250329,1156140,355099,801041,15781,4283,11498,160778,47209,113569,259310,97362,161948
"42",1993,12119724,2907351,9212373,10754119,2485790,8268329,1179523,368396,811127,16318,4488,11830,169764,48677,121087,272119,102164,169955
"42",1994,12166050,2932851,9233199,10771264,2498304,8272960,1198702,379184,819518,16952,4734,12218,179132,50629,128503,286390,107830,178560
"42",1995,12198403,2941531,9256872,10777241,2497939,8279302,1215312,385942,829370,17585,4975,12610,188265,52675,135590,301226,113447,187779
"42",1996,12220464,2937411,9283053,10772040,2486095,8285945,1230865,391436,839429,18291,5168,13123,199268,54712,144556,318572,119020,199552
"42",1997,12227814,2942240,9285574,10755599,2482465,8273134,1245495,397688,847807,18941,5387,13554,207779,56700,151079,337122,126834,210288
"42",1998,12245672,2940285,9305387,10745439,2471509,8273930,1262645,404332,858313,20124,5833,14291,217464,58611,158853,355238,133766,221472
"42",1999,12263805,2930193,9333612,10734583,2454170,8280413,1279925,409834,870091,21170,6217,14953,228127,59972,168155,374402,141012,233390
"42",2000,12284173,2918850,9365323,10722222,2435414,8286808,1296937,414357,882580,23515,6940,16575,241499,62139,179360,398374,150089,248285
"42",2001,12298970,2905836,9393134,10707684,2415364,8292320,1311557,417864,893693,25802,7630,18172,253927,64978,188949,421461,157200,264261
"42",2002,12331031,2894935,9436096,10705281,2397220,8308061,1329750,421810,907940,27959,8249,19710,268041,67656,200385,447621,165068,282553
"42",2003,12374658,2883270,9491388,10711817,2376865,8334952,1349739,426417,923322,30221,8895,21326,282881,71093,211788,477457,175617,301840
"42",2004,12410722,2873125,9537597,10708454,2356727,8351727,1372319,431811,940508,32610,9668,22942,297339,74919,222420,510353,188329,322024
"42",2005,12449990,2859793,9590197,10707324,2334444,8372880,1395186,436141,959045,34919,10396,24523,312561,78812,233749,545049,201210,343839
"42",2006,12510809,2850778,9660031,10724159,2316698,8407461,1421259,440393,980866,37299,11148,26151,328092,82539,245553,583240,214707,368533
"42",2007,12563937,2839574,9724363,10735235,2296597,8438638,1445762,444529,1001233,40012,12116,27896,342928,86332,256596,621478,228424,393054
"42",2008,12612285,2821004,9791281,10743098,2270931,8472167,1469600,447366,1022234,42692,13169,29523,356895,89538,267357,657589,240398,417191
"42",2009,12666858,2804929,9861929,10758201,2249802,8508399,1492281,448600,1043681,45429,14130,31299,370947,92397,278550,693817,252261,441556
"42",2010,12712014,2786407,9925607,10768221,2228799,8539422,1510705,447415,1063290,47463,14678,32785,385625,95515,290110,726514,262217,464297
"42",2011,12745202,2763104,9982098,10766601,2201435,8565166,1529286,447860,1081426,48771,15001,33770,400544,98808,301736,757361,271057,486304
"42",2012,12772789,2740079,10032710,10759292,2174537,8584755,1547141,448285,1098856,50127,15340,34787,416229,101917,314312,788770,279772,508998
"42",2013,12783536,2717815,10065721,10736473,2147838,8588635,1563440,449091,1114349,51406,15760,35646,432217,105126,327091,813950,286622,527328
"42",2014,12793767,2702674,10091093,10715661,2128709,8586952,1576797,449616,1127181,52531,16040,36491,448778,108309,340469,843285,295519,547766
"42",2015,12802503,2690274,10112229,10695940,2114611,8581329,1588739,448338,1140401,53597,16264,37333,464227,111061,353166,872386,303095,569291
"44",1990,1005995,225923,780072,939017,203023,735994,43674,14959,28715,4207,1393,2814,19097,6548,12549,46250,16236,30014
"44",1991,1010649,229448,781201,940976,205711,735265,45425,15641,29784,4339,1472,2867,19909,6624,13285,49584,17677,31907
"44",1992,1012581,232630,779951,940551,208029,732522,47047,16370,30677,4463,1510,2953,20520,6721,13799,53233,19256,33977
"44",1993,1015112,237218,777894,940495,211537,728958,48790,17278,31512,4656,1579,3077,21171,6824,14347,57361,21118,36243
"44",1994,1015960,239100,776860,938565,212682,725883,50578,17876,32702,4840,1655,3185,21977,6887,15090,61037,22648,38389
"44",1995,1017002,240553,776449,936826,213372,723454,52450,18503,33947,5059,1750,3309,22667,6928,15739,65273,24463,40810
"44",1996,1020893,240569,780324,937811,212722,725089,54398,18955,35443,5302,1836,3466,23382,7056,16326,69404,26054,43350
"44",1997,1025353,242079,783274,938827,213349,725478,56657,19558,37099,5560,1912,3648,24309,7260,17049,74368,28093,46275
"44",1998,1031155,241760,789395,940651,211963,728688,59143,20263,38880,5924,2041,3883,25437,7493,17944,79216,29718,49498
"44",1999,1040402,247014,793388,945387,215007,730380,62303,21956,40347,6235,2246,3989,26477,7805,18672,85733,33073,52660
"44",2000,1050268,248065,802203,950236,214243,735993,65323,23054,42269,6742,2504,4238,27967,8264,19703,91654,35283,56371
"44",2001,1057142,248296,808846,953319,213655,739664,67729,23668,44061,7112,2587,4525,28982,8386,20596,96675,36848,59827
"44",2002,1065995,248690,817305,957652,213007,744645,70465,24412,46053,7540,2721,4819,30338,8550,21788,101954,38429,63525
"44",2003,1071342,248075,823267,958870,211446,747424,73027,25097,47930,7991,2864,5127,31454,8668,22786,107092,40010,67082
"44",2004,1074579,246228,828351,958378,208970,749408,75540,25637,49903,8325,2968,5357,32336,8653,23683,111016,41216,69800
"44",2005,1067916,241932,825984,949218,204431,744787,77032,25832,51200,8759,3057,5702,32907,8612,24295,114237,41964,72273
"44",2006,1063096,237348,825748,942374,199770,742604,78412,25961,52451,9140,3140,6000,33170,8477,24693,117657,42682,74975
"44",2007,1057315,233655,823660,934336,195653,738683,80091,26383,53708,9325,3155,6170,33563,8464,25099,120518,43461,77057
"44",2008,1055003,229798,825205,929381,191515,737866,81603,26506,55097,9707,3259,6448,34312,8518,25794,124191,44226,79965
"44",2009,1053646,225902,827744,925159,187122,738037,83320,26813,56507,10192,3387,6805,34975,8580,26395,127861,45075,82786
"44",2010,1053219,223261,829958,922383,184055,738328,84677,27086,57591,10562,3479,7083,35597,8641,26956,131753,46220,85533
"44",2011,1051856,220101,831755,917480,180493,736987,86656,27159,59497,10766,3591,7175,36954,8858,28096,135756,46833,88923
"44",2012,1052393,217012,835381,915330,177175,738155,87758,27070,60688,11112,3805,7307,38193,8962,29231,139758,47606,92152
"44",2013,1052856,214449,838407,912676,174214,738462,89665,27284,62381,11282,3859,7423,39233,9092,30141,143449,48237,95212
"44",2014,1054907,212694,842213,910981,171974,739007,91805,27558,64247,11407,3864,7543,40714,9298,31416,147893,49173,98720
"44",2015,1056298,211044,845254,908987,169884,739103,93775,27843,65932,11559,3826,7733,41977,9491,32486,152084,50009,102075
"45",1990,3501155,921041,2580114,2423347,560899,1862448,1046915,351186,695729,8182,2322,5860,22711,6634,16077,30367,9605,20762
"45",1991,3570404,936122,2634282,2468024,569606,1898418,1070158,357510,712648,8497,2397,6100,23725,6609,17116,33236,10518,22718
"45",1992,3620464,947868,2672596,2497658,575669,1921989,1089628,363075,726553,8746,2495,6251,24432,6629,17803,36628,11712,24916
"45",1993,3663314,956951,2706363,2520148,578752,1941396,1107974,368603,739371,9116,2624,6492,26076,6972,19104,39335,12372,26963
"45",1994,3705397,969766,2735631,2545211,585840,1959371,1123727,373976,749751,9454,2745,6709,27005,7205,19800,42246,13245,29001
"45",1995,3748582,975884,2772698,2570560,589643,1980917,1138558,375476,763082,10189,2988,7201,29275,7777,21498,47674,14734,32940
"45",1996,3796200,987576,2808624,2601818,597459,2004359,1152086,378677,773409,10831,3190,7641,31465,8250,23215,52917,16107,36810
"45",1997,3859696,1001681,2858015,2645411,607475,2037936,1168026,381541,786485,11841,3539,8302,34418,9126,25292,62551,19057,43494
"45",1998,3919235,1006371,2912864,2689579,612756,2076823,1181039,380562,800477,12478,3602,8876,36139,9451,26688,71583,21351,50232
"45",1999,3974682,1007050,2967632,2729841,615146,2114695,1192652,378305,814347,13624,3835,9789,38565,9764,28801,82630,24319,58311
"45",2000,4024223,1010641,3013582,2761785,617662,2144123,1204830,378108,826722,15448,4355,11093,42160,10516,31644,96470,28277,68193
"45",2001,4064995,1016134,3048861,2789474,623289,2166185,1214753,377023,837730,16511,4620,11891,44257,11202,33055,107615,32408,75207
"45",2002,4107795,1020531,3087264,2820732,628957,2191775,1222658,374841,847817,17598,4863,12735,46807,11870,34937,119542,36901,82641
"45",2003,4150297,1023785,3126512,2850639,633429,2217210,1231581,372839,858742,18512,4986,13526,49565,12531,37034,131166,41316,89850
"45",2004,4210921,1029111,3181810,2894711,639240,2255471,1244041,371483,872558,19636,5264,14372,52533,13124,39409,144106,46184,97922
"45",2005,4270150,1036941,3233209,2938716,646101,2292615,1255105,371241,883864,20689,5616,15073,55640,13983,41657,158474,51857,106617
"45",2006,4357847,1050042,3307805,3003350,656187,2347163,1273536,372718,900818,22035,6047,15988,58926,15090,43836,175689,58747,116942
"45",2007,4444110,1064190,3379920,3068677,668216,2400461,1289462,373178,916284,23463,6593,16870,62508,16203,46305,194211,66614,127597
"45",2008,4528996,1074116,3454880,3129618,676967,2452651,1308465,372880,935585,25048,7135,17913,65865,17134,48731,212024,73736,138288
"45",2009,4589872,1079729,3510143,3174776,681803,2492973,1320564,372981,947583,25980,7315,18665,68552,17630,50922,225836,78299,147537
"45",2010,4635894,1079575,3556319,3205678,682421,2523257,1332203,371533,960670,26750,7496,19254,71263,18125,53138,236709,82271,154438
"45",2011,4672733,1076225,3596508,3231718,682644,2549074,1339271,367198,972073,27222,7645,19577,74522,18738,55784,242213,85095,157118
"45",2012,4721341,1076836,3644505,3265903,684502,2581401,1350054,365374,984680,27461,7609,19852,77923,19351,58572,247592,87551,160041
"45",2013,4768498,1078050,3690448,3298123,686764,2611359,1361307,363679,997628,27867,7637,20230,81201,19970,61231,252890,90204,162686
"45",2014,4829160,1083879,3745281,3341619,690877,2650742,1373820,364508,1009312,28290,7766,20524,85431,20728,64703,259867,92840,167027
"45",2015,4896146,1091588,3804558,3390607,696010,2694597,1387150,366142,1021008,28915,7901,21014,89474,21535,67939,268352,95529,172823
"46",1990,697101,199453,497648,640530,173661,466869,3090,1201,1889,50595,23559,27036,2886,1032,1854,4617,2127,2490
"46",1991,703669,201749,501920,645766,174989,470777,3167,1229,1938,51675,24454,27221,3061,1077,1984,4816,2216,2600
"46",1992,712801,206632,506169,652683,178732,473951,3487,1380,2107,53349,25396,27953,3282,1124,2158,4949,2274,2675
"46",1993,722159,207975,514184,661083,179628,481455,3479,1336,2143,54266,25938,28328,3331,1073,2258,5146,2321,2825
"46",1994,730790,208443,522347,668605,179778,488827,3657,1345,2312,55059,26250,28809,3469,1070,2399,5461,2445,3016
"46",1995,737925,207889,530036,674690,178951,495739,3444,1270,2174,56175,26523,29652,3616,1145,2471,5856,2581,3275
"46",1996,742213,205780,536433,675993,175729,500264,4047,1550,2497,58288,27288,31000,3885,1213,2672,6250,2705,3545
"46",1997,744223,205978,538245,676207,175144,501063,4162,1609,2553,59882,27991,31891,3972,1234,2738,6944,3018,3926
"46",1998,746058,204786,541272,676446,173449,502997,4528,1811,2717,61048,28278,32770,4036,1248,2788,7616,3369,4247
"46",1999,750412,203737,546675,678197,171468,506729,4749,1924,2825,63170,28960,34210,4296,1385,2911,8192,3556,4636
"46",2000,755844,202681,553163,679183,169153,510030,6185,2658,3527,65324,29315,36009,5152,1555,3597,10995,4552,6443
"46",2001,757972,200795,557177,679387,166662,512725,6886,3025,3861,66230,29466,36764,5469,1642,3827,12581,5269,7312
"46",2002,760020,198694,561326,679515,164085,515430,7573,3392,4181,67133,29497,37636,5799,1720,4079,13805,5783,8022
"46",2003,763729,197326,566403,681095,162104,518991,8188,3664,4524,68275,29720,38555,6171,1838,4333,15088,6330,8758
"46",2004,770396,196804,573592,685440,160941,524499,8828,3944,4884,69565,29986,39579,6563,1933,4630,16371,6943,9428
"46",2005,775493,196476,579017,688470,160288,528182,9547,4179,5368,70603,30010,40593,6873,1999,4874,17549,7437,10112
"46",2006,783033,197332,585701,693610,160388,533222,10173,4544,5629,71942,30292,41650,7308,2108,5200,18608,7971,10637
"46",2007,791623,198847,592776,699485,161050,538435,11082,4948,6134,73358,30668,42690,7698,2181,5517,19626,8492,11134
"46",2008,799124,199848,599276,704618,161119,543499,11798,5322,6476,74790,31108,43682,7918,2299,5619,20777,9022,11755
"46",2009,807067,201204,605863,709532,161848,547684,12745,5648,7097,76035,31216,44819,8755,2492,6263,21709,9269,12440
"46",2010,816299,203226,613073,716193,163443,552750,13803,6017,7786,77214,31174,46040,9089,2592,6497,22537,9417,13120
"46",2011,824289,204162,620127,721005,163462,557543,15094,6285,8809,78311,31569,46742,9879,2846,7033,24492,10204,14288
"46",2012,834631,205720,628911,726563,163859,562704,17658,6672,10986,79486,32091,47395,10924,3098,7826,27141,11086,16055
"46",2013,845270,208457,636813,733327,165255,568072,19229,7092,12137,80693,32717,47976,12021,3393,8628,29627,12098,17529
"46",2014,853304,210502,642802,740136,166811,573325,19366,7416,11950,81199,32750,48449,12603,3525,9078,30655,12518,18137
"46",2015,858469,211324,647145,743966,167409,576557,19616,7689,11927,81550,32532,49018,13337,3694,9643,31214,12688,18526
"47",1990,4894492,1220200,3674292,4069981,953535,3116446,782830,254710,528120,9587,2361,7226,32094,9594,22500,32411,10158,22253
"47",1991,4966587,1233260,3733327,4124192,960833,3163359,798638,260087,538551,9825,2454,7371,33932,9886,24046,35692,11412,24280
"47",1992,5049742,1259458,3790284,4185397,978170,3207227,818018,268181,549837,10132,2591,7541,36195,10516,25679,38773,12233,26540
"47",1993,5137584,1285044,3852540,4248198,994228,3253970,839270,276849,562421,10720,2750,7970,39396,11217,28179,43581,13809,29772
"47",1994,5231438,1310988,3920450,4318767,1011776,3306991,858370,284171,574199,11330,2976,8354,42971,12065,30906,50274,15983,34291
"47",1995,5326936,1331616,3995320,4393289,1026379,3366910,875270,289319,585951,11806,3064,8742,46571,12854,33717,58357,18713,39644
"47",1996,5416643,1345723,4070920,4460769,1035057,3425712,892896,293545,599351,12622,3345,9277,50356,13776,36580,68098,21704,46394
"47",1997,5499233,1359030,4140203,4524631,1044855,3479776,908434,296451,611983,13193,3449,9744,52975,14275,38700,78257,24817,53440
"47",1998,5570045,1369987,4200058,4575834,1051688,3524146,924468,299589,624879,13684,3443,10241,56059,15267,40792,91760,28963,62797
"47",1999,5638706,1385997,4252709,4625327,1062735,3562592,939791,303761,636030,14433,3544,10889,59155,15957,43198,105769,33328,72441
"47",2000,5703719,1399685,4304034,4667321,1071250,3596071,953877,306904,646973,17151,4233,12918,65370,17298,48072,125572,39335,86237
"47",2001,5750789,1407578,4343211,4696634,1074930,3621704,967178,309804,657374,18369,4551,13818,68608,18293,50315,139039,44605,94434
"47",2002,5795918,1414857,4381061,4723797,1078240,3645557,980256,312567,667689,19274,4790,14484,72591,19260,53331,152930,50086,102844
"47",2003,5847812,1424861,4422951,4757541,1084497,3673044,993443,314923,678520,20160,5009,15151,76668,20432,56236,167001,56190,110811
"47",2004,5910809,1433343,4477466,4799162,1089219,3709943,1009077,317275,691802,21280,5266,16014,81290,21583,59707,183955,63044,120911
"47",2005,5991057,1449326,4541731,4856223,1099743,3756480,1026372,320966,705406,22303,5524,16779,86159,23093,63066,204020,71658,132362
"47",2006,6088766,1470166,4618600,4926508,1113898,3812610,1047600,325720,721880,23415,5814,17601,91243,24734,66509,223916,80748,143168
"47",2007,6175727,1482747,4692980,4992038,1123332,3868706,1062187,326361,735826,25402,6845,18557,96100,26209,69891,245692,89915,155777
"47",2008,6247411,1494354,4753057,5046296,1132310,3913986,1074684,327202,747482,26659,7465,19194,99772,27377,72395,262563,97953,164610
"47",2009,6306019,1494687,4811332,5086681,1132737,3953944,1087674,325778,761896,27852,7772,20080,103812,28400,75412,278598,103829,174769
"47",2010,6356585,1494971,4861614,5119506,1133020,3986486,1101040,324951,776089,28343,7634,20709,107696,29366,78330,291513,109187,182326
"47",2011,6398408,1491603,4906805,5142590,1129690,4012900,1114119,323582,790537,28879,7702,21177,112820,30629,82191,300297,114258,186039
"47",2012,6455469,1492185,4963284,5176523,1129114,4047409,1131185,323458,807727,29675,7979,21696,118086,31634,86452,311968,119375,192593
"47",2013,6496130,1491076,5005054,5200410,1126684,4073726,1142748,323558,819190,30255,8142,22113,122717,32692,90025,319572,124178,195394
"47",2014,6547779,1494788,5052991,5233158,1127902,4105256,1155595,324585,831010,31179,8332,22847,127847,33969,93878,329855,128754,201101
"47",2015,6600299,1497611,5102688,5267640,1129248,4138392,1167771,325003,842768,31828,8484,23344,133060,34876,98184,340508,132770,207738
"48",1990,17056755,4906220,12150535,14596281,4102189,10494092,2055356,681106,1374250,71086,20768,50318,334032,102157,231875,4380366,1640913,2739453
"48",1991,17398005,5000793,12397212,14866326,4174713,10691613,2097163,696660,1400503,75749,22390,53359,358767,107030,251737,4566461,1696805,2869656
"48",1992,17759738,5109804,12649934,15150323,4259369,10890954,2140131,712493,1427638,81452,24615,56837,387832,113327,274505,4773597,1768917,3004680
"48",1993,18161612,5217899,12943713,15465878,4341567,11124311,2190589,729226,1461363,87666,26893,60773,417479,120213,297266,5001566,1841556,3160010
"48",1994,18564062,5331524,13232538,15786041,4430309,11355732,2239106,745861,1493245,93978,29122,64856,444937,126232,318705,5226512,1913953,3312559
"48",1995,18958751,5421784,13536967,16091516,4500799,11590717,2292393,756828,1535565,100736,31367,69369,474106,132790,341316,5452558,1980592,3471966
"48",1996,19340342,5551447,13788895,16388403,4602594,11785809,2335740,772322,1563418,109062,34593,74469,507137,141938,365199,5683183,2061577,3621606
"48",1997,19740317,5655482,14084835,16707405,4688534,12018871,2377071,779727,1597344,117310,37501,79809,538531,149720,388811,5935560,2150743,3784817
"48",1998,20157531,5759054,14398477,17042903,4774714,12268189,2419724,787057,1632667,126040,40209,85831,568864,157074,411790,6196823,2240666,3956157
"48",1999,20558220,5840211,14718009,17358613,4840528,12518085,2461293,793154,1668139,135363,43203,92160,602951,163326,439625,6458217,2323079,4135138
"48",2000,20944499,5906301,15038198,17649659,4892155,12757504,2498467,794893,1703574,152791,48310,104481,643582,170943,472639,6739868,2409041,4330827
"48",2001,21319622,5980187,15339435,17922031,4944272,12977759,2551645,805232,1746413,161234,50321,110913,684712,180362,504350,6987005,2483740,4503265
"48",2002,21690325,6060372,15629953,18192259,5002448,13189811,2602237,815706,1786531,169564,52301,117263,726265,189917,536348,7244849,2567746,4677103
"48",2003,22030931,6132980,15897951,18440940,5054455,13386485,2646739,824790,1821949,178367,54473,123894,764885,199262,565623,7498587,2651364,4847223
"48",2004,22394023,6208259,16185764,18705854,5108942,13596912,2697339,833265,1864074,188400,57354,131046,802430,208698,593732,7749995,2737057,5012938
"48",2005,22778123,6290970,16487153,18980757,5166664,13814093,2753898,844021,1909877,199396,60696,138700,844072,219589,624483,8010747,2824853,5185894
"48",2006,23359580,6446798,16912782,19346962,5258238,14088724,2904002,889781,2014221,212915,65079,147836,895701,233700,662001,8308008,2927949,5380059
"48",2007,23831983,6565872,17266111,19694301,5346593,14347708,2962118,901404,2060714,227411,70101,157310,948153,247774,700379,8618270,3039334,5578936
"48",2008,24309039,6675917,17633122,20037899,5423747,14614152,3027152,914168,2112984,243884,75827,168057,1000104,262175,737929,8927300,3142407,5784893
"48",2009,24801761,6792907,18008854,20386890,5503002,14883888,3101293,930562,2170731,261852,83291,178561,1051726,276052,775674,9239906,3247740,5992166
"48",2010,25244363,6877239,18367124,20695670,5558744,15136926,3170946,941914,2229032,276684,89033,187651,1101063,287548,813515,9515613,3329213,6186400
"48",2011,25654464,6930783,18723681,20984146,5598555,15385591,3234719,946073,2288646,282081,87922,194159,1153518,298233,855285,9743895,3372117,6371778
"48",2012,26089741,6984969,19104772,21278553,5634745,15643808,3313181,953701,2359480,287735,87058,200677,1210272,309465,900807,9958571,3409041,6549530
"48",2013,26500674,7045402,19455272,21550476,5673696,15876780,3385551,963235,2422316,293644,86359,207285,1271003,322112,948891,10181053,3447823,6733230
"48",2014,26979078,7126227,19852851,21867023,5723828,16143195,3469944,978953,2490991,301468,87764,213704,1340643,335682,1004961,10419606,3496079,6923527
"48",2015,27469114,7211771,20257343,22188899,5776212,16412687,3557565,996190,2561375,309742,89662,220080,1412908,349707,1063201,10670101,3546982,7123119
"49",1990,1731223,627122,1104101,1659462,599502,1059960,12085,4357,7728,25315,11243,14072,34361,12020,22341,85534,35138,50396
"49",1991,1779780,637216,1142564,1704129,608287,1095842,12857,4697,8160,26180,11560,14620,36614,12672,23942,91991,37281,54710
"49",1992,1836799,648725,1188074,1757128,619019,1138109,13840,5048,8792,26787,11594,15193,39044,13064,25980,98880,39718,59162
"49",1993,1898404,662968,1235436,1814530,631760,1182770,14659,5419,9240,27680,11954,15726,41535,13835,27700,107682,42763,64919
"49",1994,1960446,673935,1286511,1870707,640803,1229904,15822,5929,9893,29153,12490,16663,44764,14713,30051,117933,46323,71610
"49",1995,2014177,679636,1334541,1920407,645531,1274876,16794,6309,10485,29794,12546,17248,47182,15250,31932,128642,50162,78480
"49",1996,2067976,687078,1380898,1970235,651728,1318507,17828,6912,10916,30303,12580,17723,49610,15858,33752,143009,55530,87479
"49",1997,2119784,699528,1420256,2017391,662275,1355116,19058,7566,11492,30989,12843,18146,52346,16844,35502,159784,62080,97704
"49",1998,2165960,709386,1456574,2059104,670478,1388626,20190,8138,12052,31960,13120,18840,54706,17650,37056,176211,68555,107656
"49",1999,2203482,715398,1488084,2092488,674859,1417629,21374,8778,12596,32689,13394,19295,56931,18367,38564,190588,74129,116459
"49",2000,2244502,721686,1522816,2127048,679107,1447941,23349,9771,13578,33898,13595,20303,60207,19213,40994,204356,79192,125164
"49",2001,2283715,726819,1556896,2161013,682628,1478385,25050,10490,14560,34428,13641,20787,63224,20060,43164,217648,84132,133516
"49",2002,2324815,733517,1591298,2196834,687810,1509024,26645,11252,15393,35334,13757,21577,66002,20698,45304,231111,89544,141567
"49",2003,2360137,740483,1619654,2227843,693627,1534216,27680,11663,16017,35962,13873,22089,68652,21320,47332,243047,94499,148548
"49",2004,2401580,751771,1649809,2264136,703160,1560976,29165,12474,16691,36748,13995,22753,71531,22142,49389,254864,99351,155513
"49",2005,2457719,767888,1689831,2313863,717284,1596579,31217,13391,17826,37974,14199,23775,74665,23014,51651,269469,105455,164014
"49",2006,2525507,789957,1735550,2374257,736702,1637555,33424,14535,18889,39434,14638,24796,78392,24082,54310,287418,113483,173935
"49",2007,2597746,815496,1782250,2437796,758898,1678898,36225,15962,20263,41360,15272,26088,82365,25364,57001,309661,123563,186098
"49",2008,2663029,837258,1825771,2495003,777795,1717208,38231,16792,21439,43023,15786,27237,86772,26885,59887,330732,132811,197921
"49",2009,2723421,857853,1865568,2547024,795286,1751738,40659,17769,22890,44616,16425,28191,91122,28373,62749,347583,140071,207512
"49",2010,2775426,874024,1901402,2591621,809217,1782404,42774,18522,24252,46142,16887,29255,94889,29398,65491,360639,144704,215935
"49",2011,2816440,882354,1934086,2626535,816151,1810384,44259,18925,25334,47055,17181,29874,98591,30097,68494,370281,147554,222727
"49",2012,2856343,888880,1967463,2659337,821002,1838335,46110,19313,26797,48180,17654,30526,102716,30911,71805,378876,149534,229342
"49",2013,2903685,898124,2005561,2698992,828357,1870635,47886,19781,28105,49552,18164,31388,107255,31822,75433,389693,152531,237162
"49",2014,2944498,904774,2039724,2732181,833265,1898916,49504,20166,29338,50751,18431,32320,112062,32912,79150,399273,154939,244334
"49",2015,2995919,912496,2083423,2774714,838890,1935824,51263,20661,30602,52088,18643,33445,117854,34302,83552,411143,157849,253294
"50",1990,564798,143296,421502,558134,141102,417032,1890,672,1218,1588,498,1090,3186,1024,2162,3512,1059,2453
"50",1991,568606,145219,423387,561703,143018,418685,1956,730,1226,1596,482,1114,3351,989,2362,3574,1056,2518
