statename,state,year,citi6013,inst6013_adacope,inst6014_nom
Tennessee,42,2003,44.52997,75.00546,68.96326
Tennessee,42,2004,40.49794,67.11273,68.96326
Tennessee,42,2005,42.75021,60.56313,61.68814
Tennessee,42,2006,37.72678,50.83716,60.71787
Tennessee,42,2007,52.05716,71.99453,61.81205
Tennessee,42,2008,47.78051,72.79635,64.34877
Tennessee,42,2009,44.10201,56.23818,52.20697
Tennessee,42,2010,32.06427,45.51303,51.56709
Tennessee,42,2011,34.11195,6.418231,11.13216
Tennessee,42,2012,37.82815,11.22222,10.68607
Tennessee,42,2013,37.73753,11.94444,10.68607
Tennessee,42,2014,,,10.68607
Texas,43,1960,27.47601,42.93182,64.29956
Texas,43,1961,30.91013,48.05952,64.46039
Texas,43,1962,30.68544,48.05952,64.46039
Texas,43,1963,40.21675,60.5,65.59271
Texas,43,1964,41.03939,60.5,65.59271
Texas,43,1965,26.62889,38.70982,66.85308
Texas,43,1966,27.58071,38.875,66.85308
Texas,43,1967,32.33164,45.45454,67.85406
Texas,43,1968,32.25276,45.64286,67.85406
Texas,43,1969,21.26484,31.80952,68.89931
Texas,43,1970,26.81805,38.42857,68.89931
Texas,43,1971,29.01595,37.92857,67.94661
Texas,43,1972,23.68551,32.42857,67.94661
Texas,43,1973,33.42281,46.04762,70.34529
Texas,43,1974,27.14631,35.88095,70.34529
Texas,43,1975,27.59512,36.52273,69.58876
Texas,43,1976,27.34069,37.35714,69.58876
Texas,43,1977,24.9812,35.08696,69.01475
Texas,43,1978,26.23305,37.15217,69.01475
Texas,43,1979,22.79964,19.77857,36.62347
Texas,43,1980,26.96353,25.08095,36.62347
Texas,43,1981,27.36323,24.2125,35.71513
Texas,43,1982,25.92791,23.03333,35.71513
Texas,43,1983,35.36397,58.77273,69.96368
Texas,43,1984,37.03101,55.79546,69.96368
Texas,43,1985,33.68528,59.55882,73.99779
Texas,43,1986,36.5314,63.27778,73.99779
Texas,43,1987,39.02955,36.68449,43.15339
Texas,43,1988,41.22017,38.78209,43.15339
Texas,43,1989,31.10035,29.43958,42.28971
Texas,43,1990,35.84305,33.63611,42.28971
Texas,43,1991,32.21474,55.775,74.9086
Texas,43,1992,42.26662,67.725,74.9086
Texas,43,1993,34.06784,64.04627,74.17857
Texas,43,1994,29.57408,55.17066,74.17857
Texas,43,1995,35.26752,32.40202,39.18593
Texas,43,1996,34.79913,31.3255,38.28928
Texas,43,1997,38.96458,21.99096,26.63436
Texas,43,1998,41.24134,22.83245,26.63436
Texas,43,1999,41.3414,24.28123,26.7039
Texas,43,2000,39.89758,22.52012,26.7039
Texas,43,2001,42.66271,65.67519,63.92949
Texas,43,2002,43.47844,62.95584,60.91406
Texas,43,2003,44.03153,8.938825,11.18412
Texas,43,2004,43.35345,8.667362,11.18412
Texas,43,2005,47.05811,10.8615,10.36111
Texas,43,2006,46.56583,11.21172,10.07278
Texas,43,2007,49.1095,13.23821,13.00839
Texas,43,2008,47.69153,14.91744,13.99159
Texas,43,2009,45.18295,13.82298,15.66386
Texas,43,2010,37.84212,8.756567,15.16919
Texas,43,2011,36.81831,3.44,8.660797
Texas,43,2012,38.05974,8.78,8.660797
Texas,43,2013,39.77549,7.865385,6.972298
Texas,43,2014,,,6.972298
Utah,44,1960,50.92047,40.4625,46.30754
Utah,44,1961,45.1797,37.6025,43.70328
Utah,44,1962,45.39086,37.6025,43.70328
Utah,44,1963,47.62765,19.04875,41.20227
Utah,44,1964,48.19144,19.04875,41.20227
Utah,44,1965,40.97389,69.90218,76.82052
Utah,44,1966,32.08636,59.20676,76.82052
Utah,44,1967,42.2886,47.25,61.03588
Utah,44,1968,43.9444,48.91667,61.03588
Utah,44,1969,47.45365,50.83333,61.03588
Utah,44,1970,47.81974,49.08333,61.03588
Utah,44,1971,47.9222,61.39312,67.25996
Utah,44,1972,40.41975,54.02847,67.25996
Utah,44,1973,46.80888,49.06858,53.14244
Utah,44,1974,45.57756,47.35889,53.14244
Utah,44,1975,44.20972,62.37165,69.70015
Utah,44,1976,29.81441,48.94636,69.70015
Utah,44,1977,24.32673,36.60057,63.80519
Utah,44,1978,15.54315,22.38601,63.80519
Utah,44,1979,18.27813,20.41667,48.08734
Utah,44,1980,15.70074,16.41667,48.08734
Utah,44,1981,27.4194,33.93428,48.10774
Utah,44,1982,26.48978,33.1771,48.10774
Utah,44,1983,24.94818,35.18951,41.54699
Utah,44,1984,25.41686,33.83807,41.54699
Utah,44,1985,26.71026,8.2,12.63372
Utah,44,1986,26.12296,4.4,12.63372
Utah,44,1987,37.89061,7,14.01489
Utah,44,1988,38.84421,9.25,14.01489
Utah,44,1989,33.02295,5.75,14.01489
Utah,44,1990,40.10067,12.75,14.01489
Utah,44,1991,30.26323,12.18778,16.24238
Utah,44,1992,34.2439,10.51889,16.24238
Utah,44,1993,29.53467,3,22.10562
Utah,44,1994,21.50677,1.666667,22.10562
Utah,44,1995,28.47733,0,21.22546
Utah,44,1996,28.12437,4.75,21.22546
Utah,44,1997,35.04457,5.3,17.93501
Utah,44,1998,32.17438,5,17.93501
Utah,44,1999,33.19274,13.5,17.93501
Utah,44,2000,29.48054,2.4,17.93501
Utah,44,2001,31.43887,6.25,17.49323
Utah,44,2002,31.19165,8.625,17.49323
Utah,44,2003,29.43313,5.25,16.04604
Utah,44,2004,30.39461,10.5,16.04604
Utah,44,2005,31.59181,10.125,16.04604
Utah,44,2006,27.57583,13,16.04604
Utah,44,2007,40.46585,16,16.04604
Utah,44,2008,28.39763,7.875,16.04604
Utah,44,2009,28.13096,9.125,13.78639
Utah,44,2010,27.02213,6.125,13.78639
Utah,44,2011,28.01155,12.875,4.519295
Utah,44,2012,16.96057,5.875,4.519295
Utah,44,2013,20.97919,10.7,6.316856
Utah,44,2014,,,6.316856
Vermont,45,1960,57.91533,30.5,46.10697
Vermont,45,1961,65.10882,41.16667,48.40894
Vermont,45,1962,65.06493,41.16667,48.40894
Vermont,45,1963,67.83816,70.95422,79.81395
Vermont,45,1964,67.90602,70.95422,79.81395
Vermont,45,1965,57.20941,64.64966,80.105
Vermont,45,1966,57.55536,63.22873,78.12399
Vermont,45,1967,63.35774,69.82571,79.42252
Vermont,45,1968,69.12482,74.53571,79.42252
Vermont,45,1969,66.17312,51.83333,48.40894
Vermont,45,1970,64.39201,48,48.40894
Vermont,45,1971,57.14175,40.66667,46.31009
Vermont,45,1972,58.62662,44.66667,46.31009
Vermont,45,1973,64.19377,67.69563,79.09766
Vermont,45,1974,67.75507,69.62077,79.09766
Vermont,45,1975,75.46307,77.16216,74.46449
Vermont,45,1976,70.01231,73.68378,74.46449
Vermont,45,1977,70.32401,65.18372,60.31626
Vermont,45,1978,55.69225,49.77559,60.31626
Vermont,45,1979,71.11644,63.71208,57.04639
Vermont,45,1980,62.70619,52.80403,57.04639
Vermont,45,1981,61.4843,44.62667,58.29248
Vermont,45,1982,70.38586,59.94667,58.29248
Vermont,45,1983,69.97076,54.85257,57.49142
Vermont,45,1984,64.27153,46.24614,57.49142
Vermont,45,1985,63.57657,73.66376,83.23929
Vermont,45,1986,71.46669,81.70545,83.23929
Vermont,45,1987,78.28535,87.72667,85.71564
Vermont,45,1988,85.27592,91.76334,85.71564
Vermont,45,1989,71.35751,90.17709,81.98164
Vermont,45,1990,64.26299,70.975,81.98164
Vermont,45,1991,76.99257,67.69324,65.75053
Vermont,45,1992,80.20239,87.97281,79.96347
Vermont,45,1993,72.53786,85.11667,83.07211
Vermont,45,1994,84.06577,93.02083,83.07211
Vermont,45,1995,75.37984,85.55936,80.49379
Vermont,45,1996,75.46329,83.98673,80.49379
Vermont,45,1997,59.82111,84.60833,87.80975
Vermont,45,1998,74.21258,92.9,87.80975
Vermont,45,1999,71.59048,92.10332,85.64523
Vermont,45,2000,70.95165,84.58368,85.74799
Vermont,45,2001,79.2687,86.07854,80.4068
Vermont,45,2002,95.97168,96.37126,79.94998
Vermont,45,2003,81.45126,75.89606,67.40514
Vermont,45,2004,83.11422,77.81171,67.40514
Vermont,45,2005,89.82301,89.4243,72.25589
Vermont,45,2006,93.24812,92.58356,72.25589
Vermont,45,2007,82.43349,76.09521,73.50819
Vermont,45,2008,87.27792,81.98816,73.50819
Vermont,45,2009,85.42969,78.99653,73.64973
Vermont,45,2010,86.63786,80.6408,73.64973
Vermont,45,2011,79.41644,90.66666,90.08125
Vermont,45,2012,87.91412,99.16666,90.08125
Vermont,45,2013,86.71375,96.5,90.08125
Vermont,45,2014,,,90.08125
Virginia,46,1960,6.216222,8.55,47.01083
Virginia,46,1961,10.37614,15.05,47.01083
Virginia,46,1962,10.37774,15.05,47.01083
Virginia,46,1963,19.99657,27.9,46.76709
Virginia,46,1964,20.01516,27.9,46.76709
Virginia,46,1965,4.243808,7.180307,44.08506
Virginia,46,1966,3.580692,6.35,44.08506
Virginia,46,1967,8.63331,10.5,46.70362
Virginia,46,1968,9.433276,11.1875,46.70362
Virginia,46,1969,15.13647,17.07143,45.12042
Virginia,46,1970,12.09688,12.08571,39.38823
Virginia,46,1971,14.23673,14.79167,38.99627
Virginia,46,1972,9.701634,10.125,38.99627
Virginia,46,1973,9.136388,9.125,35.73332
Virginia,46,1974,7.489619,7.53125,35.73332
Virginia,46,1975,19.78206,20,42.91808
Virginia,46,1976,20.29726,20.45833,42.91808
Virginia,46,1977,18.95549,19.87143,43.41208
Virginia,46,1978,22.13419,23.22857,43.41208
Virginia,46,1979,20.2341,22.29286,44.62351
Virginia,46,1980,27.04561,29.99286,44.62351
Virginia,46,1981,9.750625,9.725,33.96073
Virginia,46,1982,13.00952,16.5,37.27149
Virginia,46,1983,28.39552,55.625,61.39133
Virginia,46,1984,26.07233,44.875,61.39133
Virginia,46,1985,27.31292,42.75,61.39133
Virginia,46,1986,28.23964,49.125,61.39133
Virginia,46,1987,39.80486,62.3,63.40555
Virginia,46,1988,45.68226,74.125,63.40555
Virginia,46,1989,33.01504,57.5,69.61746
Virginia,46,1990,37.4161,57.83333,69.61746
Virginia,46,1991,38.18894,57.28571,71.1916
Virginia,46,1992,42.30408,59.144,68.3656
Virginia,46,1993,40.01087,66.93985,71.48608
Virginia,46,1994,35.97345,30.48826,44.21347
Virginia,46,1995,38.79829,30.85272,43.90125
Virginia,46,1996,36.50759,25.51389,40.18443
Virginia,46,1997,42.22331,30.69289,39.4134
Virginia,46,1998,43.59201,26.29286,36.11464
Virginia,46,1999,44.85283,27.85389,36.11464
Virginia,46,2000,37.87136,12.15002,31.1665
Virginia,46,2001,53.35838,15.8125,23.16469
Virginia,46,2002,47.57686,51.16346,55.36876
Virginia,46,2003,47.43007,54.9075,53.06847
Virginia,46,2004,47.16495,51.59167,51.49458
Virginia,46,2005,49.63577,53.00834,51.73324
Virginia,46,2006,52.17157,57.08024,53.95285
Virginia,46,2007,59.34326,62.36654,52.26863
Virginia,46,2008,60.00307,76.04684,63.58832
Virginia,46,2009,48.75306,66.76855,59.63028
Virginia,46,2010,42.58809,58.18375,57.60477
Virginia,46,2011,43.43299,21.1,24.60934
Virginia,46,2012,45.45992,19.375,19.48438
Virginia,46,2013,46.44911,20.65156,19.54532
Virginia,46,2014,,,51.35262
Washington,47,1960,63.48104,98.66666,85.00338
Washington,47,1961,56.9521,94.95767,85.28587
Washington,47,1962,56.9008,94.95767,85.28587
Washington,47,1963,48.61868,77.41414,81.23797
Washington,47,1964,50.97651,77.41414,81.23797
Washington,47,1965,49.59032,45.85714,64.10435
Washington,47,1966,52.12704,47.98214,64.10435
Washington,47,1967,55.25965,35.67359,54.06749
Washington,47,1968,59.05486,44.61156,54.06749
Washington,47,1969,63.6115,44.01226,51.67627
Washington,47,1970,58.21029,33.01097,51.67627
Washington,47,1971,64.60109,48.86512,56.29055
Washington,47,1972,60.1893,43.70226,56.29055
Washington,47,1973,73.70187,68.87194,67.38103
Washington,47,1974,78.95248,77.12908,67.38103
Washington,47,1975,71.79955,68.0625,67.82117
Washington,47,1976,58.60728,55.25,67.82117
Washington,47,1977,59.27977,76.70554,84.71529
Washington,47,1978,47.54283,63.74635,84.71529
Washington,47,1979,54.84112,68.73438,81.25053
Washington,47,1980,64.85217,71.71094,81.25053
Washington,47,1981,46.2967,19.84966,47.07875
Washington,47,1982,59.26405,38.80986,47.07875
Washington,47,1983,55.18959,44.76947,57.30767
Washington,47,1984,53.1347,47.19286,57.30767
Washington,47,1985,55.03403,75.5453,81.33144
Washington,47,1986,58.79919,74.7298,81.33144
Washington,47,1987,64.70869,83.47959,82.83524
Washington,47,1988,69.20457,84.11055,82.83524
Washington,47,1989,59.19836,81.85979,82.60985
Washington,47,1990,54.98347,77.62164,82.60985
Washington,47,1991,59.05924,77.98075,82.16962
Washington,47,1992,64.99266,79.731,82.16962
Washington,47,1993,52.01491,83.69842,85.16926
Washington,47,1994,47.92324,77.32619,85.16926
Washington,47,1995,50.5357,66.74243,67.61182
Washington,47,1996,48.97845,60.56348,66.19771
Washington,47,1997,50.96484,53.78688,58.22408
Washington,47,1998,52.75045,58.19505,59.81282
Washington,47,1999,46.81577,68.74805,74.54539
Washington,47,2000,38.76684,56.78059,74.54539
Washington,47,2001,51.76352,74.49549,73.20206
Washington,47,2002,50.60231,72.10272,73.20206
Washington,47,2003,53.91208,71.96365,69.9518
Washington,47,2004,57.47054,73.53635,69.9518
Washington,47,2005,59.59489,82.48286,77.75373
Washington,47,2006,57.62091,80.27959,77.75373
Washington,47,2007,65.06139,94.25,84.87643
Washington,47,2008,68.77253,95.3125,84.87643
Washington,47,2009,61.98227,95.4375,84.87643
Washington,47,2010,51.4696,90.75,84.87643
Washington,47,2011,50.53846,81.3406,78.69927
Washington,47,2012,50.72316,78.63165,78.69927
Washington,47,2013,52.97403,78.01964,76.29969
Washington,47,2014,,,74.91856
West Virginia,48,1960,76.8063,73.82143,61.31153
West Virginia,48,1961,60.6573,87.85714,78.54725
West Virginia,48,1962,60.80541,87.85714,78.54725
West Virginia,48,1963,67.39946,85.16666,79.43466
West Virginia,48,1964,67.70023,85.16666,79.43466
West Virginia,48,1965,45.97524,70.58334,79.09614
West Virginia,48,1966,47.28959,73.5,79.09614
West Virginia,48,1967,56.12175,73.83334,79.09614
West Virginia,48,1968,64.71573,67.5,79.09614
West Virginia,48,1969,58.27622,57.67308,61.48272
West Virginia,48,1970,49.81047,45.93799,61.48272
West Virginia,48,1971,48.81208,42.43299,61.43282
West Virginia,48,1972,43.72635,35.78178,61.43282
West Virginia,48,1973,68.74873,62.99888,59.70045
West Virginia,48,1974,61.71953,56.59061,59.70045
West Virginia,48,1975,47.81646,41.67908,60.18765
West Virginia,48,1976,50.51517,43.18025,60.18765
West Virginia,48,1977,49.29901,59.25,79.46851
West Virginia,48,1978,36.10889,53.91667,79.46851
West Virginia,48,1979,42.83695,59.91667,78.02495
West Virginia,48,1980,52.30898,70.91666,78.02495
West Virginia,48,1981,49.92735,74.5,80.15402
West Virginia,48,1982,53.71142,75,80.15402
West Virginia,48,1983,65.99816,83.41666,79.72241
West Virginia,48,1984,60.44866,75.41666,79.72241
West Virginia,48,1985,50.73688,41.86425,55.7445
West Virginia,48,1986,66.8777,59.19643,55.7445
West Virginia,48,1987,63.57909,50.36009,53.07145
West Virginia,48,1988,64.80093,56.3991,53.07145
West Virginia,48,1989,59.57865,82.58334,81.04265
West Virginia,48,1990,57.29178,81,81.04265
West Virginia,48,1991,56.04237,80.16666,81.04265
West Virginia,48,1992,74.87823,88.33334,81.04265
West Virginia,48,1993,63.47848,80.1,81.08327
West Virginia,48,1994,60.90963,80.8,81.08327
West Virginia,48,1995,66.41918,87.9,81.08327
West Virginia,48,1996,62.84236,80.8,81.08327
West Virginia,48,1997,65.95358,51.86842,54.30623
West Virginia,48,1998,71.59254,57.25947,54.30623
West Virginia,48,1999,69.74731,57.96658,55.12339
West Virginia,48,2000,54.34296,41.53279,55.12339
West Virginia,48,2001,66.53737,56.8125,54.79011
West Virginia,48,2002,63.14313,52.625,54.79011
West Virginia,48,2003,66.10992,91,81.24577
West Virginia,48,2004,66.26171,83.25,81.24577
West Virginia,48,2005,67.31618,89.75,81.24577
West Virginia,48,2006,59.58805,78.875,81.24577
West Virginia,48,2007,74.9881,90.75,81.24577
West Virginia,48,2008,79.28195,87.875,81.24577
West Virginia,48,2009,62.73063,84.75,82.61679
West Virginia,48,2010,48.56878,85,82.61679
West Virginia,48,2011,58.21689,86,76.30331
West Virginia,48,2012,52.47907,84.5,76.30331
West Virginia,48,2013,48.20326,75.625,73.31551
West Virginia,48,2014,,,72.81754
Wisconsin,49,1960,64.88793,78.4,77.48646
Wisconsin,49,1961,51.57737,56.29357,64.51422
Wisconsin,49,1962,51.63205,55.84905,64.16723
Wisconsin,49,1963,58.42962,63.22273,65.93157
Wisconsin,49,1964,59.38783,64.02576,66.60263
Wisconsin,49,1965,52.72984,24.81657,39.20642
Wisconsin,49,1966,49.66066,22.764,39.20642
Wisconsin,49,1967,48.50813,15.19086,33.72318
Wisconsin,49,1968,51.16526,23.22141,33.35876
Wisconsin,49,1969,62.97909,36.62,36.12526
Wisconsin,49,1970,57.54057,23.69882,35.78377
Wisconsin,49,1971,59.29389,69.24643,78.55232
Wisconsin,49,1972,59.47007,70.26071,78.55232
Wisconsin,49,1973,56.59928,70.97475,81.60313
Wisconsin,49,1974,61.58938,74.14164,81.60313
Wisconsin,49,1975,62.5044,85.231,90.73281
Wisconsin,49,1976,54.96306,77.22592,90.44712
Wisconsin,49,1977,56.92231,78.38889,91.86414
Wisconsin,49,1978,51.73525,74.83334,91.86414
Wisconsin,49,1979,54.12539,51.53125,50.44008
Wisconsin,49,1980,52.9251,51.01042,50.44008
Wisconsin,49,1981,46.10136,43.35343,53.60879
Wisconsin,49,1982,56.24611,52.81939,53.60879
Wisconsin,49,1983,51.08835,82.21235,84.88739
Wisconsin,49,1984,46.71246,75.12694,86.80671
Wisconsin,49,1985,51.95653,76.04491,82.40185
Wisconsin,49,1986,47.14614,72.32713,82.40185
Wisconsin,49,1987,51.16663,47.18864,50.17677
Wisconsin,49,1988,63.13762,59.98394,50.17677
Wisconsin,49,1989,50.46656,47.99801,50.1398
Wisconsin,49,1990,50.10143,47.46429,50.1398
Wisconsin,49,1991,51.91229,49.23924,49.10946
Wisconsin,49,1992,57.89039,54.67154,49.10946
Wisconsin,49,1993,57.00353,45.35102,36.49922
Wisconsin,49,1994,51.33007,38.91995,33.82386
Wisconsin,49,1995,47.15151,22.37596,24.68597
Wisconsin,49,1996,49.84187,28.71566,24.68597
Wisconsin,49,1997,52.42226,35.50149,23.06964
Wisconsin,49,1998,54.58268,33.48135,23.02729
Wisconsin,49,1999,52.28498,28.83352,19.3598
Wisconsin,49,2000,50.4798,26.0671,19.3598
Wisconsin,49,2001,53.38556,30.46496,21.08877
Wisconsin,49,2002,49.78323,25.89615,21.08877
Wisconsin,49,2003,53.75645,55.68098,46.67336
Wisconsin,49,2004,59.73656,63.47681,49.33841
Wisconsin,49,2005,53.70724,54.11048,47.59915
Wisconsin,49,2006,56.22059,55.91995,47.59915
Wisconsin,49,2007,60.47053,78.26726,68.30959
Wisconsin,49,2008,60.83743,78.67881,68.30959
Wisconsin,49,2009,53.53251,85.17711,77.62433
Wisconsin,49,2010,49.74563,84.49243,77.62433
Wisconsin,49,2011,48.54272,12.84293,3.156693
Wisconsin,49,2012,48.88994,19.0101,8.424843
Wisconsin,49,2013,47.898,11.38712,6.107903
Wisconsin,49,2014,,,6.107903
Wyoming,50,1960,42.10071,55.89947,62.4378
Wyoming,50,1961,41.5521,42.75,52.65741
Wyoming,50,1962,41.57924,42.75,52.65741
Wyoming,50,1963,38.5459,4.796298,18.27278
Wyoming,50,1964,39.89695,4.25,17.8233
Wyoming,50,1965,39.14345,22.48725,27.90011
Wyoming,50,1966,34.98726,18.31543,26.09003
Wyoming,50,1967,42.84335,9.26066,22.84039
Wyoming,50,1968,43.8629,16.98853,22.84039
Wyoming,50,1969,28.70673,7.250001,18.53419
Wyoming,50,1970,37.61887,7.250002,18.53419
Wyoming,50,1971,37.44241,6,10.25728
Wyoming,50,1972,24.99072,0,10.25728
Wyoming,50,1973,37.06819,11.08333,12.72343
Wyoming,50,1974,32.13256,6.541668,12.72343
Wyoming,50,1975,31.78828,45.97398,62.0767
Wyoming,50,1976,35.41699,50.0499,62.0767
Wyoming,50,1977,31.22683,37.90738,54.40553
Wyoming,50,1978,35.3235,44.16148,54.40553
Wyoming,50,1979,32.86077,39.45861,50.84512
Wyoming,50,1980,32.37524,39.69862,50.84512
Wyoming,50,1981,28.34146,38.08698,51.55853
Wyoming,50,1982,31.67757,41.886,51.55853
Wyoming,50,1983,26.95521,38.30253,51.55853
Wyoming,50,1984,27.66598,39.22249,51.55853
Wyoming,50,1985,26.33779,38.27657,51.62705
Wyoming,50,1986,26.4682,37.40489,51.62705
Wyoming,50,1987,30.10828,39.1065,50.7136
Wyoming,50,1988,32.71922,41.41751,50.7136
Wyoming,50,1989,29.98088,37.64983,51.52052
Wyoming,50,1990,32.47088,37.97855,51.52052
Wyoming,50,1991,34.53618,38.71096,51.52052
Wyoming,50,1992,45.90659,50.18124,51.52052
Wyoming,50,1993,37.0078,42.52971,51.29686
Wyoming,50,1994,34.18655,39.55701,51.29686
Wyoming,50,1995,33.96235,5.5,18.17874
Wyoming,50,1996,31.20286,4.166667,18.17874
Wyoming,50,1997,27.95369,5.666667,11.67908
Wyoming,50,1998,29.08783,3.833333,11.67908
Wyoming,50,1999,28.27092,4.5,11.67908
Wyoming,50,2000,23.78905,2.5,11.67908
Wyoming,50,2001,27.16275,8.833333,11.67908
Wyoming,50,2002,26.48627,8.666667,11.67908
Wyoming,50,2003,24.55332,37.33012,52.29161
Wyoming,50,2004,27.35748,39.66886,52.29161
Wyoming,50,2005,35.46685,45.92506,51.73515
Wyoming,50,2006,28.56578,38.37846,51.73515
Wyoming,50,2007,30.06818,41.24872,51.82603
Wyoming,50,2008,29.64659,41.2195,51.82603
Wyoming,50,2009,27.20553,41.14884,49.91726
Wyoming,50,2010,21.45767,37.47432,49.91726
Wyoming,50,2011,23.31248,7.5,5.145569
Wyoming,50,2012,24.24128,8.166667,5.145569
Wyoming,50,2013,23.99437,8.333333,5.145569
Wyoming,50,2014,,,5.145569
