statename,state,year,citi6013,inst6013_adacope,inst6014_nom
Alabama,1,1960,41.29303,52,66.84311
Alabama,1,1961,40.88839,54.86364,66.84311
Alabama,1,1962,40.74892,54.86364,66.84311
Alabama,1,1963,37.15046,47.85,67.47461
Alabama,1,1964,34.97208,47.85,67.47461
Alabama,1,1965,10.80973,19.7,65.54502
Alabama,1,1966,10.65731,18.9,65.54502
Alabama,1,1967,10.86129,16.35714,64.09711
Alabama,1,1968,6.310117,10,64.09711
Alabama,1,1969,13.93583,18.21428,60.93432
Alabama,1,1970,16.08797,22.85714,60.93432
Alabama,1,1971,23.04063,30.22582,59.70294
Alabama,1,1972,15.88528,21.92857,59.70294
Alabama,1,1973,27.90112,38.16667,62.59309
Alabama,1,1974,21.11649,30.5,62.59309
Alabama,1,1975,20.88056,25,62.59309
Alabama,1,1976,25.33956,31.5,62.59309
Alabama,1,1977,27.84923,28.25,58.33736
Alabama,1,1978,25.22139,27.75,58.33736
Alabama,1,1979,29.83552,34.83333,63.32092
Alabama,1,1980,29.22127,36.75,63.32092
Alabama,1,1981,26.89806,36.2,60.38591
Alabama,1,1982,23.27665,34.5,60.38591
Alabama,1,1983,35.09223,52.16667,60.13879
Alabama,1,1984,28.21489,38.5,60.13879
Alabama,1,1985,27.87722,38.41667,60.13879
Alabama,1,1986,37.79116,49.75,60.13879
Alabama,1,1987,38.51693,34.42857,41.68198
Alabama,1,1988,45.02993,40.94643,41.68198
Alabama,1,1989,37.47248,31.73214,42.72657
Alabama,1,1990,33.83535,29.28572,42.72657
Alabama,1,1991,39.80908,33.01786,42.72657
Alabama,1,1992,39.62212,34.57143,42.72657
Alabama,1,1993,39.01714,55.13333,62.16824
Alabama,1,1994,39.41495,60.25,69.36357
Alabama,1,1995,33.42988,35.325,46.67062
Alabama,1,1996,29.39924,30.8625,46.67062
Alabama,1,1997,36.02787,39.14286,51.50401
Alabama,1,1998,41.35292,45.125,51.50401
Alabama,1,1999,43.8336,75.5,83.07379
Alabama,1,2000,32.09575,66.25,83.07379
Alabama,1,2001,34.73193,70,83.07379
Alabama,1,2002,33.77884,67.25,83.07379
Alabama,1,2003,28.70806,30.19643,46.09972
Alabama,1,2004,39.14338,41.01786,46.09972
Alabama,1,2005,40.31812,42.625,46.09972
Alabama,1,2006,40.31423,43.75,46.09972
Alabama,1,2007,47.25583,51.01997,45.21917
Alabama,1,2008,48.36924,52.26786,45.61985
Alabama,1,2009,27.26303,28.91111,42.33328
Alabama,1,2010,19.2529,20.48163,41.78271
Alabama,1,2011,36.02374,4.87143,20.54358
Alabama,1,2012,37.57097,8.6875,19.95599
Alabama,1,2013,35.78529,10.25,19.0589
Alabama,1,2014,,,19.0589
Alaska,2,1960,67.42435,87.5,100
Alaska,2,1961,70.44183,88.06491,97.15236
Alaska,2,1962,70.84628,88.06491,97.15236
Alaska,2,1963,63.86697,76.49254,92.88091
Alaska,2,1964,63.87877,76.49254,92.88091
Alaska,2,1965,66.17313,83.16666,100
Alaska,2,1966,66.74667,83.83334,100
Alaska,2,1967,44.68911,26.5,46.71631
Alaska,2,1968,55.37986,33.5,46.71631
Alaska,2,1969,54.35403,41.875,51.85765
Alaska,2,1970,71.48432,63.5,51.85765
Alaska,2,1971,70.26427,83.3125,84.16553
Alaska,2,1972,73.82514,85.4375,84.16553
Alaska,2,1973,54.44246,64.65897,67.76886
Alaska,2,1974,55.36886,57.97436,67.76886
Alaska,2,1975,50.00179,53.125,57.40521
Alaska,2,1976,39.68948,43.25,57.40521
Alaska,2,1977,44.31893,48.625,57.40521
Alaska,2,1978,44.3133,50.375,57.40521
Alaska,2,1979,41.83323,37.625,47.66587
Alaska,2,1980,42.22034,41.05,47.66587
Alaska,2,1981,34.49155,39.18129,51.77294
Alaska,2,1982,37.84078,43.13802,51.77294
Alaska,2,1983,45.21283,61.25342,55.41304
Alaska,2,1984,46.41699,61.2906,55.41304
Alaska,2,1985,44.593,63.33484,59.90655
Alaska,2,1986,51.07051,69.44859,59.90655
Alaska,2,1987,54.97746,75.33775,62.9996
Alaska,2,1988,53.86577,74.72948,62.9996
Alaska,2,1989,46.69838,68.01029,62.76421
Alaska,2,1990,54.96703,69.97758,62.76421
Alaska,2,1991,49.09368,60.04292,56.37982
Alaska,2,1992,52.78075,64.11882,56.37982
Alaska,2,1993,51.61766,58.68048,52.1264
Alaska,2,1994,39.94071,52.57611,54.31458
Alaska,2,1995,30.47595,48.71132,52.62707
Alaska,2,1996,37.0107,52.38987,52.62707
Alaska,2,1997,31.84009,46.81886,51.11416
Alaska,2,1998,36.30187,53.31921,51.11416
Alaska,2,1999,32.9792,52.46921,51.13052
Alaska,2,2000,21.73506,42.04428,51.13052
Alaska,2,2001,28.6746,50.26171,50.81187
Alaska,2,2002,30.81409,49.96508,50.81187
Alaska,2,2003,37.05696,19.16667,35.98511
Alaska,2,2004,43.06116,23.5,35.98511
Alaska,2,2005,40.29357,13.16667,35.98511
Alaska,2,2006,45.08204,16.16667,35.98511
Alaska,2,2007,59.80638,35.66667,35.98511
Alaska,2,2008,67.10396,52.06031,39.02507
Alaska,2,2009,64.23826,46.58125,42.48138
Alaska,2,2010,50.97919,32.89375,42.48138
Alaska,2,2011,55.60345,40.84375,40.47055
Alaska,2,2012,54.5122,40.525,42.48138
Alaska,2,2013,60.27676,43,35.44347
Alaska,2,2014,,,35.44347
Arizona,3,1960,38.17595,37.875,48.34123
Arizona,3,1961,37.77823,37.875,49.17908
Arizona,3,1962,37.7719,37.875,49.17908
Arizona,3,1963,41.9096,40.875,48.37509
Arizona,3,1964,41.85326,40.875,48.37509
Arizona,3,1965,36.50401,49.61979,76.70595
Arizona,3,1966,33.88804,46.51563,76.70595
Arizona,3,1967,34.22408,10.96528,28.60556
Arizona,3,1968,25.90308,8.8,29.58249
Arizona,3,1969,34.50303,7.233335,21.09682
Arizona,3,1970,41.2849,14.51667,21.09682
Arizona,3,1971,42.22231,12.02084,18.72377
Arizona,3,1972,49.73629,10.825,18.72377
Arizona,3,1973,43.58353,9.000003,15.35545
Arizona,3,1974,41.72384,5.100002,15.35545
Arizona,3,1975,37.35773,57.04,73.10493
Arizona,3,1976,34.55392,54.04,73.10493
Arizona,3,1977,29.8104,36.86111,46.05168
Arizona,3,1978,25.23577,32.36389,46.05168
Arizona,3,1979,21.29394,24.56111,41.06748
Arizona,3,1980,25.54714,29.45555,41.06748
Arizona,3,1981,23.92625,27.66667,41.06748
Arizona,3,1982,28.96193,32.60556,41.06748
Arizona,3,1983,38.63868,41.29167,44.56669
Arizona,3,1984,41.09174,44,44.56669
Arizona,3,1985,33.112,36.875,45.83785
Arizona,3,1986,35.24423,39.05,45.83785
Arizona,3,1987,38.00209,6.900002,14.21801
Arizona,3,1988,37.7372,36.38,40.72444
Arizona,3,1989,37.22603,48.31834,51.76879
Arizona,3,1990,38.65205,47.33,51.76879
Arizona,3,1991,35.66222,31.42667,38.60866
Arizona,3,1992,43.20976,33.96,31.95667
Arizona,3,1993,39.2072,7.618753,14.14311
Arizona,3,1994,33.25286,7.550003,14.14311
Arizona,3,1995,40.25646,1.642857,6.514168
Arizona,3,1996,36.16748,1.785714,6.514168
Arizona,3,1997,42.39118,5.500003,6.514168
Arizona,3,1998,43.53239,5.64286,6.514168
Arizona,3,1999,40.11072,10.76667,11.94991
Arizona,3,2000,40.23054,11.66667,11.94991
Arizona,3,2001,42.84369,20.125,16.74425
Arizona,3,2002,43.81531,20.75,16.74425
Arizona,3,2003,46.84286,56.96667,54.48121
Arizona,3,2004,47.75082,58.525,54.48121
Arizona,3,2005,46.69436,52.875,51.67358
Arizona,3,2006,50.14946,54.21875,51.67358
Arizona,3,2007,48.69186,56.86111,49.70591
Arizona,3,2008,48.54311,56.00348,49.70591
Arizona,3,2009,44.17938,5.64167,5.460732
Arizona,3,2010,39.17368,4.460003,5.460732
Arizona,3,2011,47.28214,4.571429,4.105812
Arizona,3,2012,47.77734,9.428572,4.105812
Arizona,3,2013,45.44423,15.3,4.510719
Arizona,3,2014,,,3.017494
Arkansas,4,1960,25.66323,28.6875,60.99236
Arkansas,4,1961,28.94114,39.75,60.22342
Arkansas,4,1962,28.82691,39.75,60.22342
Arkansas,4,1963,34.86284,47.58333,62.52539
Arkansas,4,1964,34.15357,47.58333,62.52539
Arkansas,4,1965,21.49304,35.38499,62.52539
Arkansas,4,1966,18.78236,33.3,62.52539
Arkansas,4,1967,16.55851,14.6,48.01625
Arkansas,4,1968,8.879075,7.35,48.01625
Arkansas,4,1969,25.82891,23.25,51.7434
Arkansas,4,1970,24.16631,22.4,51.7434
Arkansas,4,1971,42.09135,58.6,69.87135
Arkansas,4,1972,24.76907,35.1,69.87135
Arkansas,4,1973,33.27231,46.6,69.66824
Arkansas,4,1974,30.12995,39.2,69.66824
Arkansas,4,1975,28.63758,36.2,72.00406
Arkansas,4,1976,31.96544,41.1,72.00406
Arkansas,4,1977,37.36847,49.5,76.33717
Arkansas,4,1978,27.42253,38.2,76.33717
Arkansas,4,1979,33.91094,45.75,81.77894
Arkansas,4,1980,28.93622,45.5,81.77894
Arkansas,4,1981,43.18196,43,57.06246
Arkansas,4,1982,37.20207,37.125,57.06246
Arkansas,4,1983,41.13546,65.25,81.77894
Arkansas,4,1984,35.22524,54.625,81.77894
Arkansas,4,1985,46.15243,66.6,76.41164
Arkansas,4,1986,40.69704,62.4,76.41164
Arkansas,4,1987,50.92506,74,76.41164
Arkansas,4,1988,56.59661,80.6,76.41164
Arkansas,4,1989,53.94796,78.75,81.77894
Arkansas,4,1990,41.13787,62.375,81.77894
Arkansas,4,1991,40.27706,63.9,81.18483
Arkansas,4,1992,45.69466,76,81.18483
Arkansas,4,1993,42.23121,70.75,79.08768
Arkansas,4,1994,40.29626,64.875,79.08768
Arkansas,4,1995,40.07278,80.5,79.08768
Arkansas,4,1996,35.48787,52.25,64.4444
Arkansas,4,1997,45.35253,45.75,50.7109
Arkansas,4,1998,47.00432,46.83333,50.7109
Arkansas,4,1999,46.31619,45.25,48.12119
Arkansas,4,2000,33.54799,32.41667,48.12119
Arkansas,4,2001,49.72429,48,47.30873
Arkansas,4,2002,43.52847,41.9375,47.30873
Arkansas,4,2003,50.40571,45.4,46.88897
Arkansas,4,2004,52.62814,47.6,46.88897
Arkansas,4,2005,49.1916,43.75,46.88897
Arkansas,4,2006,49.14935,44.4,46.88897
Arkansas,4,2007,56.38674,88.1,74.58361
Arkansas,4,2008,57.63297,88.4,74.58361
Arkansas,4,2009,44.23417,82.9,74.58361
Arkansas,4,2010,32.17315,64.9,74.58361
Arkansas,4,2011,29.17345,57.31984,68.7664
Arkansas,4,2012,30.16779,55.88482,68.48528
Arkansas,4,2013,29.77492,39.7803,48.89912
Arkansas,4,2014,,,48.89912
California,5,1960,63.81956,98.08823,92.3633
California,5,1961,57.98131,96.83636,91.12743
California,5,1962,57.95661,96.83636,91.12743
California,5,1963,55.79715,91.31818,94.13572
California,5,1964,56.16606,91.31818,94.13572
California,5,1965,50.65816,90.20454,96.11374
California,5,1966,48.38028,87.08675,96.11374
California,5,1967,49.99802,34.97381,53.63896
California,5,1968,53.9883,41.1609,53.63896
California,5,1969,55.37756,33.44926,40.20977
California,5,1970,53.84636,30.78261,40.20977
California,5,1971,54.01468,43.69044,54.68677
California,5,1972,53.46698,42.89981,54.68677
California,5,1973,52.97177,41.12976,56.94025
California,5,1974,53.77894,40.05618,56.94025
California,5,1975,57.0559,87.51667,94.82058
California,5,1976,53.26966,80.98333,94.82058
California,5,1977,49.73247,78.25,94.32295
California,5,1978,47.51279,74.31667,94.32295
California,5,1979,50.04773,81.51923,95.19035
California,5,1980,48.56583,79.90385,95.19035
California,5,1981,45.94973,82.02277,94.77618
California,5,1982,46.91925,84.88379,94.77618
California,5,1983,50.12256,48.14128,56.20063
California,5,1984,50.78616,49.1092,56.20063
California,5,1985,50.97934,47.7327,54.89445
California,5,1986,51.10915,47.40717,54.89445
California,5,1987,53.22956,45.61419,51.05282
California,5,1988,56.60525,48.8797,51.05282
California,5,1989,55.82679,50.90794,52.79626
California,5,1990,53.4977,48.84429,52.79626
California,5,1991,51.67015,48.40656,53.85255
California,5,1992,52.47207,48.91965,53.2738
California,5,1993,53.2545,49.39702,53.27685
California,5,1994,48.93084,43.7492,50.30017
California,5,1995,49.10622,28.6352,37.6087
California,5,1996,50.29655,31.48094,37.6087
California,5,1997,53.75089,43.33892,47.59945
California,5,1998,55.64952,44.07694,47.15897
California,5,1999,57.09434,88.56363,89.61327
California,5,2000,51.14085,85.02895,89.61327
California,5,2001,56.68011,92.5,89.25385
California,5,2002,56.28957,92.35294,89.25385
California,5,2003,55.62488,92.51428,89.68372
California,5,2004,59.10036,52.48929,51.75283
California,5,2005,57.75771,49.59286,50.91788
California,5,2006,59.90655,51.70357,50.91788
California,5,2007,61.50753,51.84869,50.55545
California,5,2008,63.92805,53.36092,50.1636
California,5,2009,63.15417,53.29799,49.84068
California,5,2010,58.17841,49.53802,49.84068
California,5,2011,54.71854,92.64938,89.40877
California,5,2012,56.36804,89.98544,89.40877
California,5,2013,57.35839,88.75,87.42805
California,5,2014,,,87.42805
Colorado,6,1960,68.74947,97.375,91.73155
Colorado,6,1961,51.67772,78.56117,78.04006
Colorado,6,1962,51.51522,78.56117,78.04006
Colorado,6,1963,53.48492,17.79286,34.9734
Colorado,6,1964,54.87964,17.79286,34.9734
Colorado,6,1965,39.7231,22.43036,41.61996
Colorado,6,1966,42.88047,26.68661,41.61996
Colorado,6,1967,45.75491,18.66667,34.48667
Colorado,6,1968,50.80033,42.67582,34.48667
Colorado,6,1969,37.5892,21.03846,33.17223
Colorado,6,1970,38.61259,12.65897,33.17223
Colorado,6,1971,35.62492,13.92693,34.92709
Colorado,6,1972,32.25027,6.896156,34.92709
Colorado,6,1973,52.34195,20.59231,31.63767
Colorado,6,1974,52.64451,19.33974,31.63767
Colorado,6,1975,49.10158,68.78822,73.60365
Colorado,6,1976,45.44014,63.52286,73.60365
Colorado,6,1977,44.60404,56.00105,64.30416
Colorado,6,1978,38.93966,47.92818,64.30416
Colorado,6,1979,44.68049,46.88077,55.10787
Colorado,6,1980,38.3892,40.70577,55.10787
Colorado,6,1981,44.7182,47.91667,48.79401
Colorado,6,1982,45.17604,48.625,48.79401
Colorado,6,1983,42.48664,46.5,48.67129
Colorado,6,1984,40.36096,45.8125,48.67129
Colorado,6,1985,39.41663,45.13333,49.27894
Colorado,6,1986,42.59955,48.01667,49.27894
Colorado,6,1987,42.35702,45.375,42.60325
Colorado,6,1988,51.12383,52.9375,42.60325
Colorado,6,1989,45.97808,46.75,42.60325
Colorado,6,1990,44.10185,44.1875,42.60325
Colorado,6,1991,46.3364,46.83462,43.21748
Colorado,6,1992,47.75739,48.10481,43.21748
Colorado,6,1993,42.86285,56.38806,51.17114
Colorado,6,1994,41.30082,54.1411,51.17114
Colorado,6,1995,42.47899,55.91786,47.7875
Colorado,6,1996,45.85009,56.07738,47.7875
Colorado,6,1997,46.28638,55.56786,49.45401
Colorado,6,1998,45.13234,53.67143,49.45401
Colorado,6,1999,49.77513,16.86667,7.909859
Colorado,6,2000,42.85549,11.9,7.909859
Colorado,6,2001,39.81298,23.12363,21.15696
Colorado,6,2002,48.13155,26.0474,19.93282
Colorado,6,2003,47.47132,22.43054,16.70599
Colorado,6,2004,54.65549,24.59537,16.70599
Colorado,6,2005,50.41082,37.31163,29.29824
Colorado,6,2006,49.9627,35.32943,29.29824
Colorado,6,2007,53.42242,45.71214,38.54357
Colorado,6,2008,54.17156,89.93501,78.13057
Colorado,6,2009,52.44956,90.32912,78.68585
Colorado,6,2010,45.87387,84.51208,78.68585
Colorado,6,2011,43.03939,70.8301,67.05586
Colorado,6,2012,46.59996,72.65699,67.05586
Colorado,6,2013,48.5148,77.88187,73.45787
Colorado,6,2014,,,72.44034
Connecticut,7,1960,68.15929,92.36682,78.52806
Connecticut,7,1961,66.705,76.84764,72.49834
Connecticut,7,1962,66.82131,76.84764,72.49834
Connecticut,7,1963,74.8131,82.39285,74.12951
Connecticut,7,1964,75.77755,82.39285,74.12951
Connecticut,7,1965,70.05701,75.31065,74.79757
Connecticut,7,1966,68.53782,74.77438,74.79757
Connecticut,7,1967,54.47025,80.85714,81.33281
Connecticut,7,1968,67.47184,82.85714,81.33281
Connecticut,7,1969,62.0575,77.25,81.46581
Connecticut,7,1970,54.7002,73.7,81.46581
Connecticut,7,1971,60.79285,57.06676,64.73024
Connecticut,7,1972,64.58317,63.09574,64.73024
Connecticut,7,1973,74.47299,61.625,54.05383
Connecticut,7,1974,75.04549,70.375,54.05383
Connecticut,7,1975,78.82682,88.5,83.50034
Connecticut,7,1976,66.67587,76,83.50034
Connecticut,7,1977,62.737,77.7,83.50034
Connecticut,7,1978,62.38465,70.5,83.50034
Connecticut,7,1979,73.12711,82.08334,83.81855
Connecticut,7,1980,71.03784,70.08334,83.81855
Connecticut,7,1981,65.18259,73.68828,84.51745
Connecticut,7,1982,84.5527,91.65456,84.51745
Connecticut,7,1983,73.02814,92.86133,85.05832
Connecticut,7,1984,73.17982,88.42834,85.05832
Connecticut,7,1985,70.42604,71.41888,68.02879
Connecticut,7,1986,79.12184,79.20464,68.02879
Connecticut,7,1987,77.97347,90.125,86.06973
Connecticut,7,1988,81.91377,93.5,86.06973
Connecticut,7,1989,72.48727,91.01929,83.01498
Connecticut,7,1990,66.98815,85.62618,83.01498
Connecticut,7,1991,61.63812,70.9005,68.44665
Connecticut,7,1992,66.2041,73.45751,67.77184
Connecticut,7,1993,62.47441,71.13831,67.77184
Connecticut,7,1994,55.51233,61.48255,66.01923
Connecticut,7,1995,60.03699,42.77926,49.45648
Connecticut,7,1996,58.975,42.62148,49.45648
Connecticut,7,1997,67.62057,62.86805,54.94809
Connecticut,7,1998,72.05891,65.96574,54.94809
Connecticut,7,1999,67.10449,59.56296,55.17979
Connecticut,7,2000,59.86683,52.09954,55.17979
Connecticut,7,2001,64.42366,58.64166,57.27251
Connecticut,7,2002,60.84083,54.31833,57.27251
Connecticut,7,2003,64.07689,57.3743,58.24686
Connecticut,7,2004,75.97005,71.32569,58.24686
Connecticut,7,2005,74.96025,69.58334,59.06821
Connecticut,7,2006,78.81031,73.875,59.06821
Connecticut,7,2007,83.41682,80.20833,57.6591
Connecticut,7,2008,90.44839,87.5,57.6591
Connecticut,7,2009,78.04955,71.24947,54.301
Connecticut,7,2010,68.40326,61.72023,54.301
Connecticut,7,2011,68.95002,90.14286,82.21781
Connecticut,7,2012,67.81454,90.42857,82.21781
Connecticut,7,2013,91.8518,86.16666,82.98675
Connecticut,7,2014,,,82.98675
Delaware,8,1960,31.94979,32.25,37.34766
Delaware,8,1961,57.11595,97.60715,86.9852
Delaware,8,1962,56.90071,97.60715,86.9852
Delaware,8,1963,64.35065,97.21764,88.08953
Delaware,8,1964,64.47849,97.21764,88.08953
Delaware,8,1965,54.14145,88,88.86256
Delaware,8,1966,54.20662,87,88.86256
Delaware,8,1967,45.02501,57.2203,63.20501
Delaware,8,1968,55.91127,65.74415,63.20501
Delaware,8,1969,45.96445,22,25.96479
Delaware,8,1970,47.11889,24.33333,25.96479
Delaware,8,1971,46.51407,24.52375,39.08603
Delaware,8,1972,56.40117,41.36228,39.08603
Delaware,8,1973,54.47593,64.62779,69.66153
Delaware,8,1974,56.38814,62.58786,69.66153
Delaware,8,1975,52.96028,75,85.40961
Delaware,8,1976,51.01373,78.5,85.40961
Delaware,8,1977,48.1087,48.875,61.18822
Delaware,8,1978,34.82298,35.5,61.18822
Delaware,8,1979,44.21768,41.05061,56.9347
Delaware,8,1980,49.82943,44.0189,53.33103
Delaware,8,1981,50.77909,36.06429,47.69344
Delaware,8,1982,57.01457,45.2125,47.69344
Delaware,8,1983,45.183,43.25,55.12017
Delaware,8,1984,43.85703,40.82073,54.43132
Delaware,8,1985,46.20896,33.76768,46.33727
Delaware,8,1986,48.82394,33.74512,46.33727
Delaware,8,1987,59.77617,48.8686,46.33727
Delaware,8,1988,48.76588,40.98079,46.33727
Delaware,8,1989,49.56935,25.5064,45.18918
Delaware,8,1990,57.28389,42.67378,45.18918
Delaware,8,1991,55.06795,37.71646,44.04109
Delaware,8,1992,59.66369,41.74573,44.04109
Delaware,8,1993,54.8593,73.26341,73.411
Delaware,8,1994,54.82409,72.13476,73.411
Delaware,8,1995,45.3821,69.26429,69.56669
Delaware,8,1996,45.69467,65.875,71.1916
Delaware,8,1997,43.79324,53.75,71.1916
Delaware,8,1998,54.46944,71,71.1916
Delaware,8,1999,57.72417,74.8125,71.1916
Delaware,8,2000,44.24567,58,71.1916
Delaware,8,2001,61.36596,78.6875,65.36476
Delaware,8,2002,52.24816,69.1875,65.36476
Delaware,8,2003,54.93526,67.3125,65.36476
Delaware,8,2004,66.86309,78.4375,65.36476
Delaware,8,2005,60.43797,72.5625,65.36476
Delaware,8,2006,68.4558,78.875,65.36476
Delaware,8,2007,73.23121,80.23506,67.4395
Delaware,8,2008,81.89648,87.09847,68.73621
Delaware,8,2009,77.60075,90.27805,79.0622
Delaware,8,2010,71.35187,84.24146,79.0622
Delaware,8,2011,67.96955,87.16666,76.57413
Delaware,8,2012,67.97091,87.16666,76.57413
Delaware,8,2013,66.41663,85,76.57413
Delaware,8,2014,,,76.57413
Florida,9,1960,17.95799,23.27778,57.23313
Florida,9,1961,22.12169,31.33333,57.23313
Florida,9,1962,22.10122,31.33333,57.23313
Florida,9,1963,31.9409,50.29167,61.68754
Florida,9,1964,31.67652,50.29167,61.68754
Florida,9,1965,17.28581,28.75,61.68754
Florida,9,1966,16.98895,28.58333,61.68754
Florida,9,1967,19.34065,17.29242,45.69469
Florida,9,1968,17.09714,13.88485,45.69469
Florida,9,1969,22.69265,20.525,47.00068
Florida,9,1970,24.94077,21.5625,47.00068
Florida,9,1971,31.30678,42.45,64.81381
Florida,9,1972,24.97889,31.5,64.81381
Florida,9,1973,36.44406,50.54167,67.42552
Florida,9,1974,28.86648,45.625,67.42552
Florida,9,1975,33.0711,47.83333,67.81482
Florida,9,1976,34.13312,47.66667,67.81482
Florida,9,1977,30.72157,43.25,68.83886
Florida,9,1978,27.05877,38.83333,68.83886
Florida,9,1979,30.8633,44.17857,71.06828
Florida,9,1980,31.86848,47.25,71.06828
Florida,9,1981,29.49569,44.16667,70.05755
Florida,9,1982,31.84743,46.375,70.05755
Florida,9,1983,37.51832,56.75,70.77087
Florida,9,1984,35.34602,50.07143,70.77087
Florida,9,1985,38.58762,60,72.33217
Florida,9,1986,35.66909,56.84615,72.33217
Florida,9,1987,40.33325,37.35714,47.45986
Florida,9,1988,41.69767,39.10714,47.45986
Florida,9,1989,43.47712,41.28417,47.24526
Florida,9,1990,41.88316,40.13055,47.24526
Florida,9,1991,42.7767,66.56068,74.15665
Florida,9,1992,44.75164,67.29409,72.77506
Florida,9,1993,46.8009,70.4026,71.26256
Florida,9,1994,42.85122,62.02034,71.26256
Florida,9,1995,42.63536,67.0651,66.55118
Florida,9,1996,43.44602,61.82951,64.92374
Florida,9,1997,44.60247,55.26898,58.30295
Florida,9,1998,47.54867,58.225,57.20633
Florida,9,1999,49.27883,17.90625,17.72808
Florida,9,2000,41.81339,7.53125,17.72808
Florida,9,2001,49.8863,10.56667,15.70329
Florida,9,2002,46.06524,7,15.70329
Florida,9,2003,43.86201,7.361111,16.74001
Florida,9,2004,41.48152,8.194445,16.74001
Florida,9,2005,46.91805,10.3421,16.83177
Florida,9,2006,49.36701,14.21053,16.83177
Florida,9,2007,55.02769,18.67647,15.95045
Florida,9,2008,58.417,24.88235,15.95045
Florida,9,2009,54.42359,18.40625,16.82265
Florida,9,2010,45.97037,9.03125,16.82265
Florida,9,2011,41.77639,6.025961,12.49154
Florida,9,2012,44.54064,10.50549,12.49154
Florida,9,2013,44.98034,8.888889,11.33699
Florida,9,2014,,,11.33699
Georgia,10,1960,20.12647,26.20833,56.75355
Georgia,10,1961,19.78564,27.875,54.94245
Georgia,10,1962,19.78135,27.875,54.94245
Georgia,10,1963,42.98491,61.54167,57.63371
Georgia,10,1964,42.26015,61.54167,57.63371
Georgia,10,1965,14.41799,24.31818,57.18594
Georgia,10,1966,14.35737,25.09091,57.18594
Georgia,10,1967,13.32016,15.85,53.2566
Georgia,10,1968,9.463387,8.25,53.2566
Georgia,10,1969,15.31142,17.55,53.2566
Georgia,10,1970,12.01431,15.85,53.2566
Georgia,10,1971,28.48367,34.45,56.14082
Georgia,10,1972,9.923548,11.2,56.14082
Georgia,10,1973,25.30035,35.09091,62.57771
Georgia,10,1974,22.47143,31.31818,62.57771
Georgia,10,1975,19.9614,25.04167,54.3331
Georgia,10,1976,26.14687,32.75,54.3331
Georgia,10,1977,22.24593,27,51.54875
Georgia,10,1978,21.20145,24.58333,51.54875
Georgia,10,1979,20.15983,25.54545,52.20964
Georgia,10,1980,25.42407,31.13636,52.20964
Georgia,10,1981,26.19574,33.8,53.97766
Georgia,10,1982,26.69456,34.3,53.97766
Georgia,10,1983,29.86392,40.26913,55.05324
Georgia,10,1984,31.73471,43.65,55.05324
Georgia,10,1985,25.4819,34.38889,64.26315
Georgia,10,1986,23.63333,32.11111,64.26315
Georgia,10,1987,39.64805,55.25,67.86053
Georgia,10,1988,40.53563,57.95,67.86053
Georgia,10,1989,31.89371,47.77273,68.21874
Georgia,10,1990,37.84097,47.40909,68.21874
Georgia,10,1991,36.40839,51.77273,68.21874
Georgia,10,1992,44.47075,61.81818,68.21874
Georgia,10,1993,38.06733,63.5625,74.83497
Georgia,10,1994,33.72299,57.4375,74.83497
Georgia,10,1995,40.40242,84.75,80.16926
Georgia,10,1996,38.90172,77,80.16926
Georgia,10,1997,41.76663,85.33611,87.03794
Georgia,10,1998,40.19197,83.46944,85.36908
Georgia,10,1999,48.33501,87.78056,77.2733
Georgia,10,2000,36.97909,75.09259,77.2733
Georgia,10,2001,40.56184,79.30036,76.64662
Georgia,10,2002,35.81693,72.65987,76.64662
Georgia,10,2003,39.21786,29.00867,32.72292
Georgia,10,2004,35.24056,25.92083,32.72292
Georgia,10,2005,44.08528,14.18442,12.73964
Georgia,10,2006,37.73932,10.06772,12.73964
Georgia,10,2007,43.15314,5.359879,7.83709
Georgia,10,2008,48.59572,9.952779,7.42791
Georgia,10,2009,44.60794,6.596297,6.73719
Georgia,10,2010,39.73201,3.895906,6.492172
Georgia,10,2011,39.96733,5.2,3.849022
Georgia,10,2012,39.30435,8.55,3.849022
Georgia,10,2013,42.22302,12.63636,3.120583
Georgia,10,2014,,,3.120583
Hawaii,11,1960,78.86784,64.985,56.14844
Hawaii,11,1961,72.43138,56.42,56.14844
Hawaii,11,1962,72.74995,56.42,56.14844
Hawaii,11,1963,77.71619,88.66666,95.87
Hawaii,11,1964,77.8428,88.66666,95.87
Hawaii,11,1965,78.15381,95.16666,91.26608
Hawaii,11,1966,77.95412,93.83334,91.26608
Hawaii,11,1967,70.5834,88.33334,91.26608
Hawaii,11,1968,80.93824,92.66666,91.26608
Hawaii,11,1969,70.99143,84.83334,91.26608
Hawaii,11,1970,81.59571,92.66666,91.26608
Hawaii,11,1971,65.16777,82.5,91.26608
Hawaii,11,1972,60.43705,85.5,91.26608
Hawaii,11,1973,63.82976,87,91.26608
Hawaii,11,1974,66.28363,84.83334,91.26608
Hawaii,11,1975,63.26771,82.5,91.26608
Hawaii,11,1976,56.4872,73.375,91.26608
Hawaii,11,1977,60.5548,75.375,85.05416
Hawaii,11,1978,51.45744,65.25,85.05416
Hawaii,11,1979,49.62934,61.125,85.05416
Hawaii,11,1980,60.28312,70.75,85.05416
Hawaii,11,1981,66.28203,76.25,85.05416
Hawaii,11,1982,69.06191,78.625,85.05416
Hawaii,11,1983,70.99918,80.375,85.05416
Hawaii,11,1984,67.79964,77.75,85.05416
