"stname","year","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","cl","ent","reun","lifelos","grp.inst","state","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","incar.f","incar.m","statename","inst6014_nom","St","v.crime.rt","pctblk1930","pctimm1930","pctami1930","boarding.n","board"
"MD",2010,6811,1670,1368,1359.67493760094,734,2337,884,548,782.567821994009,336,23,3,7,1215.95652173913,4,9747,2793,2073,1176.38483635991,1133,24,5696423,1362477,161768,3178999,655100,41577,0.0901232048371485,1666333,447533,88308,0.14166545671445,16284,3922,458,0.205924647684786,0.122384046895394,430237,135702,21439,0.375817192866233,809493,74168,9843,125085,4333946,49261,18201,2523899,1218800,12362,294535,26806,2259,222,83298,91980,18688,856,205710,1691614,807067,224090,8074,2928097,223610,41728,1047,116494,403900,1307669,671859,5850,2276579,22856,9882,5498,403,16082,542,4,3,975,21881,"Maryland",83.7847,"Maryland",547.7,0.170567315737493,0.0590080714604611,0,0,FALSE
"ME",2010,165,59,28,788.533333333333,7,1854,516,340,903.436893203884,138,76,36,10,691.078947368421,3,2387,760,431,838.509426057813,166,23,1327665,281385,52936,1258255,255803,43859,0.100105815789891,13565,5580,2456,0.150408624587028,7866,1930,795,0.211174845974081,0.102835162294392,16789,6113,2279,0.176670304353098,56266,6902,2410,7264,1046280,28953,25955,1002452,7985,5936,10676,825,395,547,41445,838,636,585,44593,633253,4575,7245,3055,659759,3115,2625,1027,74053,84868,519630,2743,3110,542004,1954,1044,1719,143,142,5,40,5,154,1800,"Maine",85.05852,"Maine",122,0.00178790625290296,0.129976469728805,0.000799778858549171,0,FALSE
"MI",2010,12749,3610,2800,889.370460428269,1840,10999,3911,2168,613.198636363636,815,553,205,114,615.605786618445,38,25710,8192,5376,751.013690638248,2830,26,9952687,2421229,518806,7656257,1677219,240514,0.100221543476822,1401472,410515,183581,0.182351128459484,55576,15662,4862,0.169868432882788,0.1185788651558,423088,165688,57479,0.325674882187326,642076,70494,18869,112261,7531458,161988,94126,5979038,990957,39914,257400,54555,7072,1056,385361,130116,28256,3659,566955,3563443,475533,158042,22313,4380718,262692,57330,6170,355536,723310,3070892,538026,19598,3890019,44113,15673,18364,996,22971,827,367,27,1869,42244,"Michigan",71.98877,"Michigan",490.3,0.0372808596235298,0.180440285003057,0.0012685273224093,1,TRUE
"MN",2010,2953,1651,1215,438.768527918782,1007,4797,2581,1844,433.250573274964,1563,1846,780,647,540.093174431203,333,10744,5643,4281,442.221457150833,3290,27,5241914,1282870,180166,4396263,960459,78711,0.066534838787586,254571,90381,39792,0.199686888454012,57407,18203,7647,0.187526297051494,0.0876516218234892,233776,94249,24842,0.392715250448487,397162,54975,17765,75018,3959044,82857,49738,3435804,164190,39204,139527,16926,3756,4178,138339,21016,9683,4620,185883,2389274,99377,100860,20270,2733469,51771,34538,9294,184275,314858,1754418,80171,21168,2014017,9397,6999,4162,369,3346,128,734,104,611,8786,"Minnesota",45.02128,"Minnesota",236,0.00414130307726842,0.153620970982694,0.00432916396307982,3,TRUE
"MO",2010,3552,1259,756,814.54420045045,281,9546,4214,2396,566.018227529855,603,60,22,18,529.533333333333,3,13744,5791,3338,624.224825378347,912,29,5922314,1428432,293915,4820361,1071749,168538,0.12580773467519,678744,204739,84470,0.193355700692558,23889,5153,1361,0.187727637508488,0.138611654708967,198080,75087,22280,0.331509834904375,245780,28921,6578,40409,4493882,62070,42719,3748612,474005,18736,122993,15268,1888,443,158282,51584,8800,1065,226501,2370065,265985,85015,10644,2814205,132413,25080,2000,243842,429739,1935229,259265,9862,2331276,30577,17769,16127,1800,11397,572,73,23,2457,28120,"Missouri",52.68069,"Missouri",455,0.0622663085991953,0.0431549091231557,0.00018276394201092,0,FALSE
"MS",2010,2935,1119,895,709.832367972743,485,2742,1349,867,506.195113056163,357,19,5,7,1020.78947368421,3,5887,2577,1837,603.879904875149,869,28,2941991,757585,234518,1721687,378293,60848,0.155088607203241,1088404,335155,160738,0.281630683278101,14310,4275,1466,0.261930294906166,0.202874530157349,70152,22882,7033,0.428863438242102,75973,8661,2105,16992,2184406,26944,10488,1343394,753249,10035,47270,15764,339,102,50548,71790,2890,682,127693,784346,390773,30823,6229,1230900,203347,5855,1830,80754,297084,692506,411462,5097,1144604,16454,8390,5984,835,13351,678,25,4,1292,15162,"Mississippi",45.08716,"Mississippi",269.7,0.505999974778186,0.00375076930760917,0.00115312657571015,0,FALSE
"MT",2010,102,38,21,652.529411764706,14,1274,484,292,712.755886970173,226,1074,375,224,742.976722532588,86,2614,958,581,726.065034429992,360,30,973739,222784,45859,857854,180327,30421,0.0794619002501003,4386,1603,442,0.122741433021807,59216,20290,8778,0.217666039257865,0.0886179267031365,27149,10287,3949,0.17001813737087,25822,3318,679,3362,750955,9575,6638,677527,2783,38926,16862,66,410,2286,22354,161,690,4796,28862,436014,1936,11099,20306,479593,563,4038,8463,39911,56027,339920,853,19743,378016,3137,2338,2357,268,100,3,622,134,416,2721,"Montana",59.12381,"Montana",272.2,0.00253380837906433,0.151164051899949,0.0257102533523684,1,TRUE
"NC",2010,5850,1824,1121,791.35452991453,531,6365,2389,1389,646.317203456402,632,346,146,81,633.653179190751,37,13607,4769,2855,704.362166531932,1261,37,9271178,2238733,503840,6129682,1267303,164214,0.126965419365664,1981114,544767,198606,0.204046202380842,107517,30566,10133,0.342248062015504,0.163916515263703,724362,274984,105935,0.463971475881122,748239,89418,26365,179119,7032445,73103,36262,4862379,1436347,76951,449378,29622,3785,1078,220182,133927,33302,4992,405414,3005401,826156,318423,41248,4323424,311191,91385,12275,260383,707296,2525011,788159,40928,3662511,40375,11965,12326,1632,21764,1059,782,47,2842,37533,"North Carolina",75.49217,"North Carolina",363.4,0.287364442368704,0.00287822940234942,0.00527170481078041,0,FALSE
"ND",2010,136,59,25,437.830882352941,16,1043,456,294,532.957813998082,219,595,238,120,629.813445378151,128,1913,819,471,553.759539989545,383,38,659858,147959,21693,590024,122159,12825,0.101973311350404,6985,2182,911,0.132154882154882,35981,13091,6115,0.148960672539874,0.10571216173901,12694,4919,850,0.196811539191497,19628,3001,700,1842,511899,6792,4602,467865,4803,22890,7775,86,109,1908,10045,573,490,2146,13579,331763,3217,5777,12607,358547,1305,1624,5969,23233,34164,233404,2052,11783,255256,1416,1024,821,102,102,3,311,68,173,1243,"North Dakota",24.33666,"North Dakota",225,0.000644836493776012,0.158479884165958,0.0127895876763288,3,TRUE
"NE",2010,1753,637,382,681.215059897319,331,4666,1864,1348,597.335619374196,790,737,266,217,622.888738127544,128,8552,3373,2337,609.958138447147,1454,31,1799125,453349,77882,1495016,336365,39233,0.0688399013538678,80860,27002,12345,0.15934769947583,16723,6498,3010,0.223562040274931,0.0986664625358329,152300,63031,19921,0.483029188898355,116296,13832,4628,34763,1345776,18776,12672,1158651,53858,10225,89269,3032,1763,904,35030,5586,5706,1171,48990,814954,34944,65694,5688,945119,14903,21510,3329,63720,109186,595678,26911,5484,687006,4608,2258,2323,242,1117,88,162,28,426,4182,"Nebraska",20.10579,"Nebraska",279.5,0.0101763986133961,0.0878719599950622,0.00230204667036589,3,TRUE
"NH",2010,96,40,19,776.145833333333,15,1053,385,219,840.468186134853,178,20,10,3,492.25,6,1368,522,285,807.019005847953,237,33,1313939,296153,29598,1218208,262577,24238,0.0879479179946552,13953,4132,1350,0.123019070641955,2867,506,120,0.240250361097737,0.0914135474232469,35075,13206,2304,0.220576631259484,79211,7253,907,10406,1017786,14879,13222,955631,9821,2361,21869,334,592,137,37589,764,1975,57,42160,655426,7040,14589,1722,697941,1798,5054,235,58357,68802,490587,4365,1092,521522,2617,1515,2149,181,162,9,8,0,173,2444,"New Hampshire",75.96591,"New Hampshire",167,0.00257402561953325,0.176786976384369,4.33364426227757e-05,0,FALSE
"NJ",2010,6275,2124,1458,833.990798032683,693,3129,1318,913,585.812281259943,272,15,9,5,533,2,12080,4653,3304,692.871733575138,1216,34,8721577,2081411,278399,5284573,1110314,71862,0.0867839247202223,1176935,320375,85927,0.167362781849717,19941,4796,1109,0.286719655572115,0.127828291182377,1468500,436975,106453,0.306026077452345,1852155,135959,22881,324334,6640166,81866,31176,4174259,856560,15145,1031525,30248,16783,322,186838,75866,68437,1285,356440,2643583,510786,698049,9206,4241611,174077,170762,1477,169115,534571,2179674,468458,7203,3462583,24488,12446,4843,371,14786,613,7,0,1107,23381,"New Jersey",48.90284,"New Jersey",307.7,0.052961313953019,0.210113532318642,4.49311961264829e-05,0,FALSE
"NM",2010,266,116,66,605.706766917293,16,964,499,354,444.283195020747,68,514,232,178,497.466926070039,97,3716,1766,1278,479.912540365985,257,35,2013122,512591,141677,831534,140094,17441,0.0658440081272096,39750,10593,3910,0.14269076478454,188661,60109,24607,0.259808938928693,0.172129213132843,914112,291045,94806,0.294054540351939,215011,22935,10059,79194,1500531,22565,7684,691440,29157,128552,623067,953,10536,3005,23084,1555,35461,8641,69880,412116,17305,381107,64972,895283,5607,110247,27605,33885,179459,354946,13465,66763,769123,6659,4249,1428,174,472,46,489,44,600,6059,"New Mexico",80.08801,"New Mexico",588.9,0.00709350576941856,0.0569295007878273,0.0704229681493487,14,TRUE
"NV",2010,2358,830,565,686.393129770992,145,3051,1180,737,666.965585054081,218,183,57,35,794.27868852459,16,7635,2883,1877,650.367648984938,514,32,2633331,657485,115137,1466556,272011,27375,0.084359107870397,207007,59291,16770,0.125672569069651,29461,8008,1825,0.171132286995516,0.156726335822403,673637,249552,62116,0.421614473763299,538447,45065,12033,144613,1975846,26750,13781,1194545,147716,21453,424085,4756,5482,500,64664,13612,32613,2101,123742,742361,88913,295046,12559,1263998,31983,78969,3565,70691,202804,588333,73482,11430,981204,12192,5916,5166,601,3388,223,193,29,900,11292,"Nevada",44.67212,"Nevada",660.6,0.00494195061872431,0.166356703041664,0.0476970466173647,0,FALSE
"NY",2010,20267,5887,4199,1072.20595056002,3877,7886,2817,1967,789.998097895004,2167,176,69,35,645.113636363636,49,40026,12605,8993,997.380552640783,8296,36,19229752,4385786,909170,11374578,2278486,276622,0.0926151496747343,2996236,784864,252765,0.204762713256839,64275,16860,5410,0.252940422805894,0.156739379706375,3289748,953836,318361,0.357934750039658,4323257,274997,67899,964718,14843966,276962,93582,9096092,2211372,47415,2335912,90429,78374,1827,351773,170238,156935,3904,737808,5644444,1258483,1422337,26896,9068694,453399,441555,7530,418767,1355676,4732525,1227901,24965,7791655,56420,23858,11863,804,27658,970,324,14,2218,54202,"New York",80.20073,"New York",392.1,0.0327254784399775,0.26090113387108,0.000628304299782389,0,FALSE
"OH",2010,8769,3550,2426,662.381457406774,1312,10765,4762,3084,554.722526706921,1236,64,25,22,432.40625,9,21025,9260,6174,584.341450653983,2682,39,11512431,2768142,583389,9397474,2080478,318588,0.114383296542514,1389641,409089,185041,0.189896474174303,24155,5349,2048,0.21795028028272,0.126346630576243,332557,126869,43794,0.294275395776278,486115,51969,12215,67163,8744289,156549,104250,7316996,980552,18806,205688,42968,4668,634,369563,110020,18221,1601,512682,4568461,528351,132141,10479,5382550,265381,51108,2072,485734,856215,3790476,530160,9253,4545965,51709,24604,22972,2784,23247,1152,42,3,3992,47717,"Ohio",63.11083,"Ohio",315.2,0.0442433212060607,0.0980404833076472,4.3160825843374e-05,0,FALSE
"OK",2010,3513,899,784,913.514944491887,402,4915,1850,1235,681.14506612411,506,3340,1144,741,715.747604790419,279,13067,4345,3097,750.72625698324,1319,40,3675339,913090,225412,2558051,524023,95504,0.121126237391795,266998,77955,33326,0.15551496379833,260221,85153,25961,0.170055926342303,0.146752080382379,301906,120262,44628,0.448807614635305,223051,23712,8115,58036,2762249,57679,37247,2034028,189043,175068,181644,7554,2815,4924,66346,14068,9005,11438,110814,1245350,107730,127694,105705,1699182,44221,38448,28641,127581,273932,1047770,96268,92199,1414040,24147,8044,11928,1475,6912,585,1850,334,2478,21669,"Oklahoma",42.26303,"Oklahoma",479.5,0.0684716119456233,0.0129687961326205,0.0380720341630134,43,TRUE
"OR",2010,2897,820,565,973.450120814636,68,7728,2872,1688,845.517080745342,371,256,98,78,738.07421875,5,13263,4826,2937,833.861192791978,498,41,3761925,864148,168619,2985379,586582,87630,0.0812408702053083,66286,19440,8288,0.147166627112834,61287,19342,6554,0.32327508012336,0.114587493701688,419853,168462,56808,0.459691872347115,397404,39621,12358,99689,2897777,49394,38088,2398797,46846,41945,251391,2022,4132,1452,129750,4105,19063,4281,167276,1440123,27447,176802,25311,1768779,11300,55521,7501,147472,236982,1233427,21343,18875,1478128,13859,5464,9608,947,1348,83,321,40,1106,12753,"Oregon",84.90182,"Oregon",252,0.00242112003264832,0.120504694218476,0.00411978481845742,3,TRUE
"PA",2010,12362,4935,3139,714.446418476944,3401,10727,4417,3163,637.633482475764,2273,54,13,15,928.425925925926,12,26217,10674,7217,669.408145382505,6412,42,12612705,2822876,515728,10128318,2041891,236145,0.108609898901119,1347487,387955,156656,0.187801896700932,17930,4176,977,0.180598823122188,0.126203897019668,657110,240822,90834,0.342077768764342,758459,71206,13410,126396,9789829,198685,109794,8086427,959532,13754,416288,59941,21944,727,326807,88016,35621,978,467856,5003980,499000,244227,7418,5951141,245234,109537,1699,425602,820621,4205676,519189,6996,5100395,48087,16845,18359,1602,24493,854,40,12,2685,45402,"Pennsylvania",60.77243,"Pennsylvania",366.2,0.0448140016603335,0.130520329565677,1.46404291746377e-05,1,TRUE
"RI",2010,889,370,250,645.169853768279,310,1625,660,448,666.553230769231,580,60,29,18,848,13,3466,1465,988,646.30525100981,1257,44,1056389,230557,39711,819321,151923,13270,0.132436861920901,62398,18828,6904,0.252222799352256,4251,1358,281,0.259704968944099,0.163918034508606,124568,44323,16934,0.410174724119811,140258,10317,2838,40730,825832,13194,7574,667398,43570,2893,80245,1528,3264,131,29669,3748,8297,334,43760,422564,27148,50551,1609,522294,11490,22700,733,34302,73843,351965,21841,1513,434261,3159,958,1502,129,922,42,19,2,178,2981,"Rhode Island",72.25898,"Rhode Island",256.6,0.0150367508126797,0.251241902213794,0.000883588647164159,0,FALSE
"SC",2010,4068,1550,1397,765.80924287119,884,3721,1556,1249,583.057511421661,894,21,9,7,671.857142857143,4,8290,3393,2859,660.945597104946,1891,45,4511428,1069382,260061,2908715,599358,80466,0.129176646863494,1269686,353897,141782,0.243069340634549,14287,2976,796,0.294882639035737,0.169231644174507,208333,71432,27613,0.41576860412618,246301,27025,7217,49461,3442046,32440,15583,2309357,915789,11311,136901,15422,838,253,101904,86577,10546,1050,204098,1390243,502626,94535,6186,2039531,207101,23011,1547,126503,371603,1193815,501166,5875,1793939,23009,8065,6835,809,14658,638,39,4,1464,21545,"South Carolina",11.42307,"South Carolina",597.7,0.453026893948058,0.00363686642230522,0.000416644941541889,0,FALSE
"SD",2010,218,120,110,426.293577981651,43,872,447,328,490.410550458716,181,1705,840,447,474.439882697947,280,2892,1459,933,476.109958506224,526,46,799462,199281,36370,683085,152034,16754,0.0957348469046077,8319,2990,486,0.11376953125,68407,27291,14316,0.226887824680473,0.107171359490184,20611,8700,2390,0.279252819548872,22321,3195,503,3229,600181,8574,4558,531051,5329,41116,11911,293,206,3258,12008,500,563,6900,20941,373151,3502,8148,18982,410442,1668,3567,14334,30279,53602,268741,1736,21375,303011,3393,2855,1900,203,181,6,831,191,374,3019,"South Dakota",21.8348,"South Dakota",268.5,0.00118257006755081,0.0967755995336592,0.0345340575472967,6,TRUE
"TN",2010,3773,1798,1551,454.891598197721,603,7816,3846,2479,443.650588536336,883,41,9,19,573.853658536585,2,12781,6281,4460,441.061810499961,1588,47,6234968,1488660,360099,4752950,1021676,177036,0.161353219884258,1037385,306788,129241,0.203819684513506,15128,2950,1201,0.243156503681329,0.17571032394864,260628,95676,39880,0.434280646724091,311671,37895,12394,61942,4746308,74024,42769,3731274,730597,12178,164952,27420,1849,577,174051,73989,11311,769,265663,2223022,422843,115896,7072,2837096,191057,29443,1404,226916,467038,1937184,399047,5891,2470186,20037,13826,12258,1455,12425,627,33,7,1180,18857,"Tennessee",51.56709,"Tennessee",613.3,0.183810548916498,0.00523052037341136,3.86647189943595e-05,0,FALSE
"TX",2010,12708,4456,1989,813.749134403525,1638,12698,5143,2299,672.386360056702,1819,290,116,48,652.689655172414,37,42658,16109,7343,725.569154672043,5603,48,24311891,6676974,1646919,11282052,2345982,242072,0.0872252415489969,2861728,832215,275984,0.15714836437392,121172,30953,8448,0.251566277935853,0.201001381318528,8921755,3142253,1084590,0.422977480502267,4129855,395835,139739,1425639,17634917,160288,55892,8936070,2029513,90219,5779502,34450,62311,1070,318048,160839,323626,6213,842760,5688572,1221862,3738061,55643,11225620,448250,960387,9973,477020,1948565,4572910,1076086,43880,8996841,160242,73966,47580,6318,57752,4823,79,43,12758,147484,"Texas",15.16919,"Texas",450.3,0.144891223174954,0.0631082980873482,0.000216751792953316,0,FALSE
"UT",2010,322,144,70,592.54347826087,55,3124,1396,731,524.808898847631,370,251,76,54,687.96812749004,33,4928,2226,1182,523.438920454545,571,49,2657236,833405,109731,2160406,640536,60952,0.0580521706559399,27472,10574,2660,0.157627811860941,30671,10315,3371,0.213386474346808,0.093300406955743,326247,130224,37176,0.360090607599916,238294,28514,8046,51718,1823831,19478,14722,1519870,16898,20356,196023,422,2496,923,56084,1266,13184,1779,76550,1033837,11126,139616,10825,1242879,4069,33151,3028,83763,131754,770046,6808,10246,918359,5442,3384,4078,435,434,20,256,28,542,4900,"Utah",13.78639,"Utah",212.7,0.00258372219561786,0.09767691914233,0.00551273645119654,1,TRUE
"VA",2010,3652,1055,564,938.314449917898,591,4094,1449,799,683.553737176356,568,20,4,2,839.75,1,8555,2779,1484,789.582096529157,1248,51,7841754,1841414,267268,5151770,1072715,97610,0.110695266670159,1533255,406476,116682,0.204742149018931,26312,6298,725,0.22535645947781,0.140355782919633,575046,186244,35362,0.321228670751631,946107,90788,11537,141778,6000340,63179,30069,4079055,1126779,20014,388802,27191,2180,220,127740,74504,21648,1020,239873,2659918,711289,296613,12710,3947346,209675,54446,1916,200285,498484,2091928,600734,10060,3092475,31911,12221,11859,1543,21551,1259,7,0,2365,29546,"Virginia",57.60477,"Virginia",213.6,0.279419273535332,0.00962492186897002,0.00048034474239203,0,FALSE
"VT",2010,37,15,6,641.27027027027,7,1504,522,372,716.63269358041,230,0,0,0,0,0,1579,555,390,714.412988650694,240,50,624258,132619,19037,591012,121890,16719,0.0908023347327496,5450,1753,501,0.0805369127516778,1817,222,36,0.253251721499617,0.0917142196267142,9075,2967,616,0.0596085409252669,28927,3059,435,2922,491639,9201,8559,469122,3697,1595,6108,133,96,33,19953,115,289,117,21173,316642,2323,4315,1018,330453,841,664,132,34521,38074,241160,1608,788,252564,2079,2083,1650,135,199,8,12,2,149,1930,"Vermont",73.64973,"Vermont",130.2,0.0017444919223594,0.128307066621787,0,0,FALSE
"WA",2010,2707,942,670,786.278167713336,152,8477,3398,2025,645.248318980772,318,2219,736,382,819.298332582244,77,16077,6249,3761,687.448155750451,622,53,6561297,1560764,266194,4837266,980621,112252,0.0693816620850301,228610,64307,22765,0.133956664360788,94167,27877,9674,0.189486762878715,0.103970340212043,691758,273889,91257,0.409578873547826,915979,96756,26362,179820,5000533,113958,75087,3856645,164303,66290,417869,8448,13979,4268,175220,13930,31977,7007,254968,2426686,102120,289184,35867,3179241,30372,93804,13150,223281,412658,1961166,74805,33896,2534084,17028,17111,10718,1005,3259,181,711,88,1294,15734,"Washington",84.87643,"Washington",313.8,0.00444508695016626,0.171641680086608,0.0075624787338454,1,TRUE
