"STATEFIP","YEAR","tot","child","child.pov","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","adult","welf","wht.welf","w.adult","b.adult","a.adult","l.adult","blk.welf","latino.welf","amind.welf","wht.unemp","blk.unemp","latino.unemp","amind.unemp","unemp","wht.emp","blk.emp","latino.emp","amind.emp","emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","singpar","wht.f","blk.f","amind.f","f"
12,2014,19361792,4020188,1023154,10958402,1785923,283931,0.0865552078607028,3119820,856513,347427,0.201762476954373,59475,13453,4282,0.241044161776031,0.136278727914641,4516622,1150079,353795,0.240945641822786,4011926,256259,77185,783115,15341604,204165,101239,9172479,2263307,46022,3366543,48852,48038,707,486280,253511,250259,4489,1021743,4785361,1237837,2048303,24039,8399150,481447,404689,5686,458520,1395731,4715991,1199229,21880,7931856
13,2000,8186187,2161521,385906,5129602,1202604,107847,0.173862516373976,2338999,741900,233694,0.275473188731097,24074,5707,1493,0.272955974842767,0.21400514247445,434375,132527,32613,0.508575906631049,646524,95246,18477,132690,6024666,95671,36507,3926998,1597099,18367,301848,53622,3129,621,96753,101430,13764,1120,220705,2617365,962899,204794,11708,3914847,376388,27821,1892,198404,619918,2017266,872553,8985,3107348
13,2001,8158938,2258203,398338,5131900,1272727,113643,0.172033646188632,2289131,757857,240238,0.248661003082309,12951,4248,312,0.252985249356123,0.199577248102022,440694,135199,26826,0.410284142629225,643408,85925,10736,105373,5900735,53532,17435,3859173,1531274,8703,305495,33867,917,220,111680,107166,16203,396,240156,2553993,980346,215468,5860,3889561,401677,29772,982,240012,691285,1990599,865608,3471,3075813
13,2002,8328862,2260370,416021,5179613,1243291,122432,0.156599325495923,2357709,769688,233575,0.22528826988872,14319,3146,494,0.191868090687652,0.186168323211614,502192,162045,46804,0.412692714254373,708065,87529,19522,129885,6068492,57246,23779,3936322,1588021,11173,340147,31575,1169,0,129379,126861,14301,1303,282336,2603456,1044107,257152,5682,4038069,398280,43887,1401,227296,687825,2028272,883968,6909,3163391
13,2003,8438710,2283233,446023,5284638,1265981,145547,0.152072379301299,2327736,757793,247028,0.223410027671885,15740,2582,771,0.256161895701807,0.190389516946492,531452,178109,45248,0.537672448381223,742020,90588,11923,168797,6155477,60803,24847,4018657,1569943,13158,353343,32026,2593,0,145176,155196,11360,594,322492,2651778,979785,270143,7804,4038202,404371,41925,1405,227241,690845,2072903,872846,5128,3189135
13,2004,8580307,2300520,513884,5182251,1230885,142655,0.15300098668125,2464943,784643,297875,0.214453744218662,14136,3763,689,0.1859285399206,0.189795299392788,575775,182796,54120,0.508452786526965,789449,80657,20477,187984,6279787,61078,28023,3951366,1680300,10373,392979,31824,1422,0,146147,147558,19930,255,322499,2588411,1073342,286512,4280,4110377,427086,39417,2512,227782,715013,2026832,933710,6435,3236126
13,2005,8811648,2342736,500010,5256010,1215519,133030,0.137685626767375,2564690,799990,293893,0.2051276916203,20524,4861,951,0.301465201465201,0.173122728891213,625382,213259,57561,0.431854461645996,870071,101073,22028,167936,6468912,69616,23213,4040491,1764700,15663,412123,42540,2026,348,143647,153702,19143,561,330042,2629323,1125575,296507,10057,4214775,447378,58335,1149,217542,745510,2069667,979418,8018,3342251
13,2006,9363941,2453423,533561,5509808,1247522,141070,0.140173972712779,2788240,853133,299706,0.19935685837817,21348,4254,1287,0.225856697819315,0.176109786224429,695521,241992,73925,0.460879591026975,939371,100995,22574,197899,6910518,55203,22696,4262286,1935107,17094,453529,28871,1973,144,135175,152000,18775,418,317135,2739100,1188476,336128,9246,4430538,461796,65262,1608,238573,790064,2189652,1050700,7587,3551372
13,2007,9331515,2469140,528972,5504403,1275035,144106,0.140452856523647,2757362,829973,291502,0.207511504019247,22436,4701,854,0.29252803675179,0.178193039702701,689091,245241,74959,0.454278538021826,921828,102018,22973,192558,6862375,59442,22809,4229368,1927389,17735,443850,33112,1859,277,139215,158434,19430,911,329380,2702555,1172109,320739,9606,4365103,458092,65972,1597,237117,787175,2177575,1051657,8381,3540181
13,2008,9509254,2512465,530809,5565397,1282472,141234,0.133385641956364,2815775,830576,281302,0.194839170572187,22080,4384,915,0.253138665538158,0.170577449851591,737013,276757,89044,0.453361035482171,954173,104791,25454,202605,6996789,52947,22320,4282925,1985199,17696,460256,27162,1808,149,141234,155663,20170,1170,328566,2755680,1223651,339191,9801,4497114,461225,72026,1437,238343,799258,2202580,1083811,8267,3609112
13,2009,9497723,2515786,541275,5542943,1276935,142106,0.132918142569729,2818067,829306,283583,0.196784811799812,22361,4778,1213,0.234818368745716,0.169855559816361,737046,282597,96838,0.445747825544252,942809,107673,27657,192248,6981937,59649,23631,4266008,1988761,17583,454449,32184,1959,254,162533,175533,25251,1305,376415,2704800,1199279,326005,9615,4408180,458891,75413,1534,238289,798944,2194763,1088000,8210,3607956
13,2010,9468815,2463378,556069,5382276,1190301,140931,0.128552187738426,2873120,852897,290348,0.18541446985935,22043,4526,1335,0.225788522995693,0.164605558203747,785938,287425,104767,0.435430354319381,986040,104997,28000,200548,7005437,60071,26451,4191975,2020223,17517,498513,29309,2456,251,180368,188936,32291,1645,416978,2614052,1204969,349608,9512,4359479,471708,79862,1269,222741,800890,2159241,1107761,8278,3639475
13,2011,9600612,2478113,588396,5408243,1182210,151205,0.124871142016466,2922665,852340,299244,0.179123084102721,22674,4971,1249,0.219889953128184,0.16148004487643,822818,302092,116164,0.439273891776445,1008099,101748,29941,211778,7122499,64945,29772,4226033,2070325,17703,520726,30253,3008,330,205326,207558,37327,1741,467112,2585190,1211314,358586,9944,4351269,474015,82402,1326,230666,817011,2173363,1131408,8329,3696190
13,2012,9714569,2483248,621607,5426787,1170527,159790,0.120733028621107,2971032,851462,309050,0.171990213078331,23774,5451,1625,0.196540351349532,0.156962687632526,852470,313538,127288,0.433599640955233,1027439,98048,30144,218591,7231321,71558,32695,4256260,2119570,18323,538932,32931,3791,481,223852,224471,40147,1964,506890,2560321,1212666,366763,10492,4339823,474333,86532,1446,229886,821524,2187094,1156342,8708,3751193
13,2013,9810417,2487771,652762,5438562,1159106,169252,0.116926590100074,3012121,849054,317134,0.16602023432253,23992,5973,2054,0.190870261612387,0.153569039172541,874821,323897,138060,0.437145081194637,1039808,95254,30137,226408,7322646,80386,37913,4279456,2163067,18019,550924,35539,4598,457,237085,239705,43329,1893,539930,2526117,1209954,370975,10251,4310247,473545,96299,1555,234312,837948,2197292,1179971,8656,3798814
13,2014,9907756,2488333,676511,5449670,1148112,174049,0.113442170557389,3056278,846648,330071,0.162891300492174,25307,6350,2102,0.213223140495868,0.150286970715743,896410,330793,141922,0.428413121069628,1055924,89759,27322,232212,7419423,84984,40655,4301558,2209630,18957,565617,36842,4919,486,222786,235666,39168,1661,516569,2519772,1231511,383149,10649,4345906,476207,99671,1484,233847,847062,2207340,1204470,9099,3850685
15,2000,1211717,293739,43676,274845,43793,4190,0.064162460614561,21940,5673,606,0.0777804897892767,3800,880,232,0.157399486740804,0.156807602423158,87853,35413,7126,0.189504747241468,233093,22358,3348,53228,917978,35717,6040,231052,16267,2920,52440,431,4327,229,7830,768,3498,171,35357,154383,12541,34788,1985,575170,1162,10656,411,8289,62065,106514,5864,1450,462365
15,2001,1188615,302170,43445,273657,53168,4857,0.0657796177828164,17096,5349,619,0.0205159455616494,1227,138,0,0,0.141222950385338,84236,35567,7880,0.175714866513078,217597,20145,3851,48197,886445,23046,3831,220489,11747,1089,48669,188,2602,0,6394,543,2121,145,34740,145909,9008,32110,806,569045,1281,9675,83,11479,63073,103893,4673,499,450505
15,2002,1208537,293149,42210,278933,51672,5274,0.0608838809530851,21163,5292,346,0.0816547982366904,1338,399,0,0,0.130726421654087,87769,36726,5335,0.115976971903754,233231,20202,2983,45001,915388,21962,5159,227261,15871,939,51043,267,1667,0,8932,557,2888,0,37363,145654,11155,35479,424,581975,1961,13343,0,11523,68841,107156,6520,657,466965
15,2003,1221885,294914,47892,275215,45613,4706,0.0619682651829609,25468,7372,449,0.037564415513968,1814,213,70,0,0.12367882767133,92014,36981,5072,0.161218668163113,227504,17751,3464,45271,926971,22273,4620,229602,18096,1601,55033,279,1872,0,8050,843,3286,0,39160,149697,14541,38208,1417,591245,1451,13352,0,7703,72239,108592,7351,758,471135
15,2004,1227008,296830,44040,281311,45130,3593,0.0601359679531623,20690,5530,125,0.0469561113732893,2082,424,0,0.159674389480276,0.128070421364588,96778,39519,7410,0.138035230655595,240039,22803,3469,50338,930178,20530,3099,236181,15160,1658,57259,464,2214,0,7387,576,3793,0,32262,158822,11473,37520,973,595111,843,10977,61,9808,65548,112888,6319,627,477513
15,2005,1258528,309772,43029,282802,46185,2771,0.0573704568955613,22146,6258,218,0.0293926599545307,3009,403,0,0.0967575913535769,0.118655430111407,103764,41959,8680,0.142545862040342,241330,25321,3036,44519,948756,15183,1590,236617,15888,2606,61805,0,2482,70,7617,1071,3119,166,28231,154905,11659,45073,1612,613048,2704,9867,0,6933,63048,114602,5911,1376,490860
15,2006,1285498,299359,40998,316576,54285,6378,0.0552374686605381,28386,6382,65,0.0240222472043074,4540,412,0,0.120367625259413,0.11140832263018,99917,37258,6317,0.099422535500709,233943,23253,5424,39837,986139,18651,4450,262291,22004,4128,62659,366,1445,68,5645,2001,3689,66,27946,177196,15780,44349,2973,638439,1639,9989,145,10356,65873,123786,8715,1806,499935
15,2007,1276534,285039,35701,314488,50873,4488,0.052217635086688,28741,7804,101,0.0300038966099493,3875,561,0,0.131795072350411,0.113652885293919,102837,37841,6770,0.124676604656893,238688,21864,3478,42025,991495,17849,3125,263615,20937,3314,64996,181,2103,63,7248,1097,3439,89,28977,175549,16781,45873,2165,640907,2347,9898,162,9495,60564,120145,7479,1488,496982
15,2008,1280273,285279,32669,319285,52774,4962,0.0451048058384907,31409,7981,93,0.0289616199670356,3675,464,58,0.0954003407155026,0.105876120561703,107457,41058,7537,0.122607273887382,240599,21816,3166,40372,994994,17455,3110,266511,23428,3211,66399,149,2009,46,7203,851,3100,203,27995,178099,19630,47557,2074,652238,1673,13812,177,11020,64421,120092,8947,1425,497896
15,2009,1280241,289513,36228,318327,52533,5159,0.0475972864932495,30493,7378,492,0.0227855311876958,3706,504,41,0.072912250953794,0.105734646045106,110826,42483,7999,0.120393312132977,237900,20894,2868,39719,990728,18039,3102,265794,23115,3202,68343,107,2270,85,8395,937,3904,223,32205,177714,19034,48526,1994,646743,2110,13681,153,10698,66228,119866,8697,1338,493839
15,2010,1333591,300789,39713,307573,41581,4839,0.0454859169695275,21120,4717,631,0.0429526956241438,3777,344,48,0.0806156101135947,0.102619073505296,115172,43214,7926,0.128954745694834,258075,22390,3698,42407,1032802,18824,3184,265992,16403,3433,71958,109,2117,100,8849,781,4419,149,38583,175158,13312,49026,2267,672759,1045,14326,208,9049,71240,121376,6199,1480,519683
15,2011,1346554,302013,41878,309152,41130,4529,0.0424873199607384,21705,4520,543,0.0451759899434318,3442,472,23,0.0599369085173502,0.0994764573652345,118819,44475,9324,0.130725007426564,263015,22228,3886,42639,1044541,19919,3218,268022,17185,2970,74344,105,2779,120,9903,822,4829,187,42543,172041,13709,49773,1860,674164,884,15748,343,8648,70801,122385,6189,1331,525083
15,2012,1362730,302722,45901,311304,40355,5321,0.0384289154572385,23065,4688,611,0.0366224330936318,3590,462,74,0.102124183006536,0.098284830963895,122589,45823,10730,0.132868902233318,269932,21915,4054,44482,1060008,21516,3292,270949,18377,3128,76766,180,2698,120,10747,929,5217,182,46523,173049,14598,51347,1814,681447,863,16446,326,8449,72709,122901,6633,1426,531951
15,2013,1376298,304837,48167,314153,40893,5532,0.037492244512069,24605,5226,668,0.0399379057296077,3400,386,43,0.129057798891528,0.0969684412553707,128143,48038,10281,0.128353207203397,270874,21182,4322,44744,1071461,23386,4007,273260,19379,3014,80105,206,2538,180,10839,1271,5517,98,48198,174074,14771,53369,1728,681034,938,15816,289,8153,71266,123239,7295,1420,536796
15,2014,1392704,306369,49421,318740,41601,5667,0.0339667726344196,26546,5434,621,0.0352244188292871,3155,433,57,0.121929824561404,0.0947517144385153,133204,49796,9928,0.125705902766823,273013,21818,4320,46012,1086335,23145,3945,277139,21112,2722,83408,337,2487,149,9796,1423,4929,121,45201,175267,16101,54873,1518,687970,957,15710,327,8334,70900,123805,7762,1181,542324
16,2000,1294016,367235,54798,1140792,308535,38762,0.126708632193554,5200,2018,223,0.222349789513969,17503,5734,1644,0.235656165240976,0.153394212699067,100271,41473,12366,0.567327986492191,74611,12822,3435,23402,926781,19059,16128,832257,3182,11769,58798,155,1475,713,30605,180,3902,1385,36772,544831,2184,37376,6773,604591,511,9927,2098,53375,67464,421868,1171,5814,466119
16,2001,1289492,373509,55884,1131136,311658,37719,0.118843814117562,6199,2928,1204,0.10546218487395,14169,3973,1672,0.172003961703533,0.141855896194088,105802,44678,12660,0.486142546999861,74983,11044,2907,21925,915983,10951,8828,819478,3271,10196,61124,0,1999,0,36336,0,3912,645,43218,534276,2494,44794,4594,599556,0,12853,820,63156,79879,417316,1172,4727,464525
16,2002,1308320,362915,59934,1146296,306344,40128,0.111635628536258,4039,897,323,0.0237683664649957,9975,2520,447,0.19745415972117,0.146235398279198,111295,42396,17153,0.594102078042848,79616,13039,6776,30260,945405,10670,9350,839952,3142,7455,68899,0,1135,0,36434,0,5131,916,44764,542839,1767,48565,3761,613049,197,7154,719,55435,65442,429487,915,3547,475438
16,2003,1333165,369593,67376,1163218,305436,47960,0.0922451239364383,7661,3510,1130,0.168663870581186,24042,8524,3422,0.222273249138921,0.120631299668977,110604,44347,12793,0.502253410985121,87061,14272,4600,22169,963572,14232,11985,857782,4151,15518,66257,267,545,1270,37606,380,4761,3000,46377,558156,3164,48789,8154,630954,2231,10571,3757,55496,73046,438335,1712,9723,491981
16,2004,1360152,371085,76551,1183283,304096,51975,0.0984154070195887,4045,1317,72,0.0423467137185708,21391,6544,3661,0.131170539237177,0.127891377796987,121398,49230,17928,0.54680993456276,90469,13018,6004,24580,989067,15659,12951,879187,2728,14847,72168,0,1671,898,35426,100,3762,1856,41472,565663,2287,48068,8546,638765,266,11063,3787,62748,81635,448786,333,8099,502110
16,2005,1408650,380363,69936,1213370,309386,45402,0.0992463606275936,6209,2537,771,0.267726971504307,17578,4599,907,0.231043710972346,0.135424015395611,135733,51822,19237,0.550175339720709,93489,14726,5844,29440,1028287,17562,14734,903984,3672,12979,83911,16,1604,289,31891,501,5824,1596,41417,589697,1938,57536,8427,672909,1315,14723,1413,59543,82207,458515,1120,6126,519797
16,2006,1466465,393402,66795,1261984,314502,44431,0.0916086759033635,5086,1340,376,0.108116883116883,17275,5697,1791,0.243912949795303,0.124697519238615,144846,58566,18073,0.498457070248684,90587,11882,3119,29621,1073063,14984,12934,947482,3746,11578,86280,0,711,655,29728,123,5794,1419,38128,621140,2755,59080,6466,704053,224,13360,2736,55610,74460,476811,1611,7330,537294
16,2007,1463059,400272,72037,1253890,317149,45649,0.095947332786496,8359,3840,1342,0.122425629290618,18729,5902,1890,0.222253600677775,0.126838516651528,142517,59075,19443,0.488144723117401,92032,13060,5285,28015,1062787,15298,13152,936741,4519,12827,83442,26,1066,337,31716,261,5479,1130,40088,605155,3050,57091,7669,688415,1513,15987,2192,59923,83906,470697,2024,6725,532176
16,2008,1493713,406766,71632,1273877,316828,45291,0.0896444771076237,8902,3386,827,0.105948869223206,17458,5870,2023,0.191875721633253,0.120044334276074,150192,63590,19447,0.478884019690239,94879,12719,3967,28521,1086947,14625,12714,957049,5516,11588,86602,167,830,330,32670,493,4698,847,40417,622889,3987,62825,6757,712633,703,17834,2065,60052,84900,481579,2273,6157,544480
16,2009,1492573,406863,73749,1271424,317545,46795,0.0908467676213441,9487,4198,1084,0.172476586888658,17958,5256,1751,0.197594335047046,0.122121648214169,150500,62829,20831,0.48737712925087,96034,13757,5150,27944,1085710,16248,13660,953879,5289,12702,87671,363,1241,314,37923,801,6268,1085,47727,609295,3374,60914,7433,696293,1295,17625,1840,59231,84745,482100,2002,6595,544773
16,2010,1526797,419257,76150,1292921,326750,48245,0.0858189455057231,8923,3173,962,0.178765432098765,18387,5561,1973,0.20268327743172,0.11716012227574,161320,67471,21765,0.470945335036381,99344,12260,3892,29374,1107540,16106,13391,966171,5750,12826,93849,400,1179,340,42180,661,7447,1012,53361,608749,3773,65604,7291,702589,1025,20146,2077,62569,89892,489689,2240,6743,558377
16,2011,1549987,423965,80029,1307090,327922,49556,0.083683588912319,9071,3283,792,0.142823639774859,19205,5839,2183,0.183465670247548,0.115839088943955,168768,70178,23595,0.466559346338032,103797,12233,4591,30722,1126022,18185,15499,979168,5788,13366,98590,368,1157,334,48482,749,8301,1277,60672,606590,3738,67714,7197,702261,1154,21173,2611,63120,92000,496354,2247,6836,567416
16,2012,1567803,425835,84400,1317212,327897,53210,0.080144510888494,9118,3125,716,0.148181209551439,19133,5498,2010,0.175900018653236,0.113245166459777,174968,72146,25096,0.466291187043358,106544,11597,4192,32412,1141968,20205,16912,989315,5993,13635,102822,444,1507,341,50982,767,9175,1469,64503,604219,3620,70168,7133,703046,1093,21864,2617,65311,94447,501524,2278,6819,575186
16,2013,1583364,427169,86379,1325201,327158,54537,0.0768333846886467,9032,3254,672,0.187246238356819,20443,5947,2311,0.189690370874447,0.110733891495691,180549,73823,25452,0.448901268956979,107541,11494,4432,32453,1156195,22152,18523,998043,5778,14496,106726,377,1799,392,52873,746,9655,1545,66988,600615,3264,71236,7123,700207,1249,21646,2912,66141,95892,505982,2110,7504,582265
16,2014,1599464,428138,87480,1333699,326517,54918,0.0733778284976542,8733,2923,588,0.192041522491349,20389,6002,2321,0.17631156543043,0.10775696402232,186114,75137,25612,0.439552380051102,108725,10734,4172,33334,1171326,22213,18828,1007182,5810,14387,110977,113,1787,474,47496,609,9240,1620,60983,604167,3310,74093,7025,708201,1149,21565,2998,68003,97582,510013,2151,7503,589157
17,2000,12417190,3246190,497916,8421261,1926358,139762,0.130566056603372,1868589,604964,221118,0.270771009660309,31921,9492,2281,0.290920116875241,0.18601712505888,1527145,548560,116200,0.518743326727573,1592553,178435,35864,442866,9171000,187544,76638,6494903,1263625,22429,978585,85349,19167,688,186133,120175,54266,1587,377179,4308255,656194,599028,13282,5847268,343345,114759,2525,304493,790862,3386467,693297,10880,4758652
17,2001,12174337,3121393,513807,8203649,1841201,155602,0.118113288852665,1780985,558380,220549,0.25841618552856,19528,4889,2175,0.318697110011177,0.170667054660073,1585008,544596,110059,0.46672692207321,1694699,172992,43115,408151,9052944,104215,38995,6362448,1222605,14639,1040412,49066,12764,0,227196,145688,73091,773,455821,4231380,685209,719921,10520,5931395,338648,140707,256,321163,843620,3306526,693772,6759,4708328
17,2002,12307000,3259730,558151,8198731,1891778,169150,0.107950546979883,1767571,580730,230189,0.230671424843265,20140,2936,640,0.172749856678769,0.159699640394821,1682189,596817,126150,0.436400522733798,1671558,170374,34450,416440,9047270,109835,47311,6306953,1186841,17204,1085372,51199,7727,89,290132,154991,88685,1468,561585,4189685,652070,720874,9963,5866488,361670,131907,297,327745,866215,3280278,672926,8466,4704974
17,2003,12338235,3231863,532458,8200748,1861303,169847,0.101223130310428,1816038,595470,211751,0.193917606751241,27072,4238,1296,0.164552157883323,0.147732478592667,1700830,602127,123781,0.4171344553944,1715024,149029,27070,411320,9106372,98143,45009,6339445,1220568,22834,1098703,35783,13339,679,273944,152371,78943,2588,537667,4171616,641588,721877,14754,5823565,365726,145435,2148,313455,856262,3282029,691028,11749,4718727
17,2004,12368348,3223302,565634,8180073,1832409,161921,0.0955104353106594,1816902,586160,246540,0.211934663055077,23778,4660,628,0.203627673264293,0.148787505399961,1737859,612786,125868,0.434006834914814,1694485,157513,24111,403598,9145046,87230,42861,6347664,1230742,19118,1125073,31406,10720,718,274738,135780,80828,1816,515777,4151676,664961,755015,11017,5864986,351871,139021,763,297237,823290,3293316,697451,8315,4743960
17,2005,12441864,3238113,567373,8166323,1836289,157300,0.0909974012304811,1791306,570558,236174,0.181455314495088,22371,4825,1063,0.250553097345133,0.140721404660767,1807908,633583,149537,0.416305757366945,1760238,154350,35187,416362,9203751,117950,48780,6330034,1220748,17546,1174325,44794,20506,264,256295,159532,79704,1604,520112,4182324,652626,796518,9344,5944352,342582,172146,1168,328535,880761,3279678,688158,9864,4765472
17,2006,12831970,3226690,585937,8365683,1795927,164598,0.0997186436386298,1888625,575165,234424,0.192470722082771,24102,6631,1012,0.307825126044616,0.150588930352451,1889528,666923,162989,0.423169522730491,1831433,152385,37604,449114,9605280,129341,69405,6569756,1313460,17471,1222605,42748,12331,916,247077,134854,73354,880,475926,4313315,694428,830646,9990,6167397,357066,175488,1744,320916,884703,3403189,725033,10119,4948594
17,2007,12783049,3216757,567936,8339533,1796121,159791,0.0963585868964161,1881210,568915,232358,0.195787979001068,23202,5721,1208,0.254820115285232,0.147322068377667,1864973,653538,150410,0.417052034066618,1808025,151347,35239,434685,9566292,130979,67465,6543412,1312295,17481,1211435,45129,14082,619,254393,146168,76226,1096,498791,4252941,689160,827129,10194,6097021,348052,170147,1503,322712,876424,3382964,719373,9434,4919388
17,2008,12829014,3191425,560912,8331127,1765487,158806,0.092500939704237,1869226,547712,218112,0.192217359699196,24877,6222,1139,0.2358934169279,0.14464904711241,1911176,674460,157903,0.413636224161033,1830326,143840,31899,444056,9637589,124024,64868,6565640,1321514,18655,1236716,42666,11849,524,248097,133359,71495,1215,474342,4304681,716317,859014,11017,6220042,339960,178138,2215,318189,876063,3392882,726444,10415,4955694
17,2009,12785043,3196838,581028,8326302,1762566,164919,0.0911037344252159,1874188,551084,224628,0.19173064082369,24478,5359,1165,0.232265234302649,0.142926393993089,1877101,674922,163733,0.418071651310902,1776043,141820,32056,430580,9588205,131969,66158,6563736,1323104,19119,1202179,45776,14820,517,277184,147653,80807,1697,531104,4267553,696996,819645,10851,6111117,345156,181576,1799,319195,886801,3391776,725690,10434,4936488
17,2010,12745359,3156641,586628,8201449,1705826,166887,0.0864787312255632,1857464,541704,220040,0.18624898831329,25520,5999,1418,0.217828628905513,0.13815344401372,1942716,695129,170467,0.405787619372337,1804802,138037,30978,431018,9588718,129610,63630,6495623,1315760,19521,1247587,44849,15724,457,301201,147301,92448,1772,568799,4195478,693392,851037,11118,6087627,343882,190580,1913,314476,891424,3357893,722892,10372,4954134
17,2011,12790182,3134845,609290,8181447,1678760,174817,0.0817583851045607,1854870,527882,218313,0.181885583414975,24741,5322,1336,0.203440914228306,0.134861790061484,1986707,707032,184462,0.400532435819456,1832170,133087,30969,442141,9655337,135464,65242,6502687,1326988,19419,1279675,46562,17719,359,330218,155673,103043,2038,619383,4150118,683891,869150,11001,6058134,339216,203343,1594,321458,909224,3359900,725850,9677,4984014
17,2012,12823860,3111539,630474,8151221,1650201,181793,0.0774658954290925,1856178,515772,220589,0.174262519748854,25588,5752,1255,0.195235186316432,0.131513870692276,2026815,717803,194742,0.399065219010115,1846551,127230,31051,450297,9712321,142658,66896,6501020,1340406,19836,1309012,49081,20186,477,349706,169328,113232,2194,663937,4126649,676575,878537,11031,6043482,335525,211344,1595,321066,914464,3356623,731696,10305,5010986
17,2013,12848554,3086148,644713,8127829,1626984,187385,0.0741024190245365,1850984,504113,221024,0.166933466914954,26232,6214,1603,0.184417441029307,0.128123776326252,2059899,723327,202120,0.393344670376571,1855470,123196,30814,451875,9762406,147845,68248,6500845,1346871,20018,1336572,50396,22189,543,363763,180205,121210,2461,699817,4092634,662686,885115,10863,6008213,330498,216343,1543,321554,913378,3353996,734652,10003,5035369
17,2014,12868747,3054401,647591,8088505,1600940,186977,0.0705462979277845,1851573,494628,221420,0.162537131537428,27545,6697,1653,0.197202242736592,0.124358738294533,2095844,725960,204519,0.382163786059032,1868812,119210,31075,447623,9814346,147835,68568,6487565,1356945,20848,1369884,50422,21739,594,340789,178907,116407,2260,670894,4087095,665966,907459,11118,6040120,321116,219976,1893,317838,903136,3344626,739269,10823,5061427
18,2000,6081521,1570347,209977,5215390,1284492,128508,0.167228497568138,509929,162252,56768,0.255489050216447,17514,4731,1070,0.255974001147008,0.180813515808474,214750,75203,16462,0.432248634822679,214694,29489,5397,44410,4511174,71476,50709,3930898,347677,12783,139547,15826,3054,400,113135,28631,7846,741,154337,2615606,196532,90699,8529,2962427,93589,19916,1391,250484,379556,2040341,187422,5718,2337027
18,2001,5934871,1482176,204913,5099239,1214162,124860,0.169817897931667,473032,144472,47292,0.217240171480351,10304,1459,0,0.142721088435374,0.180817818713006,213182,68520,16672,0.445296956658321,224837,29407,8881,50135,4452695,54688,36852,3885077,328560,8845,144662,13282,3623,66,141518,27856,11774,132,185494,2587025,206677,97963,6409,2961807,85123,19844,412,273902,399852,2010498,181027,3631,2306480
18,2002,5985228,1583951,254034,5117030,1286239,161125,0.170445857556488,483494,161402,62765,0.20361797752809,11780,2308,1332,0.298261546445252,0.181252674935118,231384,80059,21682,0.415408114230796,230523,34261,7511,49561,4401277,69295,46924,3830791,322092,9472,151325,16641,4546,0,163905,35140,11385,713,213044,2522191,201169,103312,5105,2882074,121646,28180,2043,289704,455192,1982075,179489,6043,2273009
18,2003,6021480,1602370,231422,5135922,1296464,144851,0.154347066791404,475353,151966,48850,0.193640487381239,19099,5300,1787,0.188824174896598,0.161872425934714,239299,84538,22563,0.330680937962115,244826,34159,8105,36765,4419110,66992,43479,3839458,323387,13799,154761,19513,2672,507,181439,39344,16317,1424,243374,2496807,200447,98143,8521,2861203,90852,24283,0,277127,416693,1984336,177153,6765,2289946
18,2004,6058172,1599928,253090,5131096,1275449,157911,0.145854543593127,490374,159210,64599,0.173702247683629,13585,2197,101,0.312903225806452,0.15720768268531,264573,94250,16136,0.410044887541107,263295,36508,5131,48103,4458244,59670,39051,3855647,331164,11388,170323,15746,2924,683,160117,40182,9999,174,214664,2542503,198157,119200,6652,2921274,99391,21008,862,257980,402692,1992296,182297,6103,2305886
18,2005,6081212,1597441,292969,5138224,1273960,178173,0.133539852595784,518682,171871,76687,0.176356609481839,15026,3574,888,0.238164815897136,0.146251710128104,273004,95798,25782,0.389259209091104,261113,30092,9764,55726,4483771,67521,47518,3864264,346811,11452,177206,15475,2923,413,164236,37822,12670,857,218850,2511816,207203,118790,7039,2897235,103034,28842,925,290567,443567,1995998,188463,5479,2310691
18,2006,6313520,1584733,293075,5299386,1247051,177270,0.132914611220629,544829,170073,66040,0.184854557798261,10400,1609,643,0.220439844760673,0.14704627475502,301681,109956,38775,0.418696686351706,293370,36577,9706,62566,4728787,72411,49764,4052335,374756,8791,191725,18176,2453,276,165528,37350,15159,624,223281,2628872,211970,132840,4636,3042136,106122,30223,586,303664,456777,2086063,204747,4226,2432776
18,2007,6301687,1589500,290578,5283443,1244680,175098,0.13256327135767,545038,170185,67539,0.188931882989344,13429,2439,755,0.249713869524503,0.146782602116535,297232,110047,33195,0.398882990190794,283594,32198,9028,61093,4712187,69970,47832,4038763,374853,10990,187185,17540,2878,248,161845,36515,13434,942,217184,2590885,213102,127206,6175,2999783,104211,34651,919,289285,451893,2082763,200073,5052,2422380
18,2008,6335595,1589953,294929,5284501,1232219,176659,0.127179312387839,545655,164823,63658,0.184659907622132,13840,2719,623,0.224504692387904,0.141791601880046,312446,120449,37994,0.393748939447338,287868,32874,8587,61773,4745642,70879,48381,4052282,380832,11121,191997,17426,2990,317,163333,36459,13443,988,220257,2623369,217652,131933,5966,3047595,103146,38799,1116,290517,459067,2088024,203072,5822,2439877
