"STATEFIP","YEAR","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","welf","wht.welf","blk.welf","latino.welf","amind.welf","wht.snap","blk.snap","latino.snap","amind.snap","wht.unemp","blk.unemp","latino.unemp","amind.unemp","wht.emp","blk.emp","latino.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar"
32,2014,2761584,1455238,252858,33559,0.0754710323245643,229465,60871,23026,0.130060169162945,29753,6877,2445,0.167082813150229,752328,264454,82361,0.386152181191071,562853,35169,9948,151886,660701,150827,2100883,39167,19036,6044,9772,810,142215,71809,165051,7071,80376,20061,45100,2898,689780,90307,321833,11978,35463,91545,3235,66419
33,2007,1310254,1223792,269914,25055,0.101098646203062,12543,4166,1530,0.159330543933054,3667,779,375,0.174966945791097,30120,10083,1988,0.208780550885814,81117,7957,1778,10145,299444,29972,1010810,14540,12928,217,482,351,54271,2904,4541,1299,29670,805,1235,27,661399,5963,13615,1947,1040,4629,391,57928
33,2008,1312298,1222146,266542,25824,0.093868495749501,11342,3686,1083,0.113748402410079,2913,604,250,0.199786893979755,34164,12313,1907,0.187325581395349,77055,6891,834,9599,298568,29924,1013730,14290,12948,169,471,210,61674,1340,4080,770,29317,565,1697,33,667275,5510,15145,1771,1153,4873,397,60098
33,2009,1321263,1226293,260472,24921,0.0886073363606105,14323,4756,1476,0.130939072107323,2957,585,22,0.404160475482912,35723,13136,2749,0.250142580130033,76750,7088,550,10633,294396,30841,1026867,14019,12653,161,675,32,69913,1854,6141,139,38450,785,1719,92,662763,6464,15337,1647,1623,5845,228,58736
33,2010,1316255,1216921,256349,24197,0.0830718414533443,14866,4779,1510,0.124046303604315,3102,665,45,0.295719844357977,36169,13838,3075,0.245771202923322,79693,7459,640,10933,291309,30744,1024946,15738,14055,304,671,0,83803,2901,6992,312,44445,695,2118,90,654920,7338,15227,1709,2338,5527,172,57122
33,2011,1317033,1214932,250328,25160,0.0784006178607525,14378,4179,1623,0.166416416416416,2919,693,131,0.269102990033223,37236,13925,3294,0.234915896434927,81389,7245,767,10851,285557,32604,1031476,15552,13589,298,834,53,94642,4092,7885,747,49219,808,2615,152,646751,7302,14773,1359,2307,5782,327,59454
33,2012,1318455,1212934,244820,27203,0.0765795390602185,15130,3959,1668,0.170847300890071,2781,480,152,0.159779614325069,38308,14075,3623,0.18636486122339,82279,7779,1182,11194,279515,34580,1038940,16683,14412,264,833,116,104986,4303,7106,909,45471,680,2372,104,643537,8613,15851,1427,2383,5888,249,60424
33,2013,1321050,1211882,239758,26931,0.0735652048508376,15304,4413,1141,0.217283659514266,2889,612,131,0.185202639019793,39767,13816,3744,0.198351648351648,84389,7513,936,11998,275806,34521,1045244,15665,13570,449,701,105,105350,4478,7329,855,40721,426,2088,51,643236,7547,17340,1334,2064,5392,458,61423
33,2014,1321069,1211362,239629,27267,0.0734810330300764,16103,4341,1446,0.170067288908183,2599,406,65,0.192215281114849,40124,14297,3659,0.196033713435796,84843,7744,1079,11601,275571,34748,1045498,16352,14104,412,820,105,102698,4403,7648,595,41798,685,2296,62,645984,8242,17646,1326,2337,5928,278,59987
34,2007,8669815,5420111,1163161,65900,0.0982130077794813,1180155,334203,87160,0.183570269605369,18344,4401,426,0.238284352660842,1347660,395374,92881,0.317539896223398,1768814,128747,22509,319636,2079900,258625,6589915,75048,27234,29563,14648,248,102682,165265,140940,1342,144609,64564,49950,1068,2702565,509368,645359,8571,183111,151463,1239,174257
34,2008,8658668,5374154,1135691,70246,0.0921948968787589,1172357,321699,80586,0.176861926167133,19680,4365,839,0.276893849441938,1381508,411352,94511,0.31020745348311,1790886,130427,21010,319983,2059564,257455,6599104,74196,27441,29132,14019,266,109482,159113,151214,2484,146303,64453,46159,967,2724256,519410,671996,9223,171232,154244,1335,174424
34,2009,8669060,5332214,1108713,69984,0.0866010737267488,1180040,318895,85034,0.167403487619175,21621,5060,1115,0.310145357460694,1411106,428544,101867,0.309613067262119,1800066,130321,21019,319691,2056375,269992,6612685,80855,31805,30446,14704,347,123589,178237,184961,3193,179485,71982,60091,1334,2707897,518139,670092,9910,173646,168335,1414,171998
34,2010,8756104,5245292,1084159,75390,0.081177911611094,1184082,316198,88679,0.162197127326298,21761,5621,1416,0.314264207753105,1515104,449946,113940,0.305411359844676,1895309,139667,23687,330570,2069462,293110,6686642,90138,34429,33167,18970,394,144818,197513,234885,3950,218367,84552,80040,1453,2623264,512908,717591,10000,171047,179009,2090,162373
34,2011,8792116,5204136,1058166,75947,0.0788376626045721,1184765,311359,88920,0.155642311068266,21208,6035,1738,0.242482252532504,1560621,461527,125146,0.302876847955717,1922333,132992,25475,338635,2057685,307701,6734431,100768,39269,33616,23312,582,182813,215560,293063,3802,258161,96145,98106,1478,2558138,499672,714391,8802,172688,189441,2892,163963
34,2012,8834249,5169134,1034722,76720,0.0749244119809417,1191914,303730,89197,0.151428104535442,18964,5888,1608,0.177437113576692,1603334,471312,131017,0.294720681782002,1944596,131336,25383,341580,2043983,315041,6790266,107546,41075,35011,26682,556,219237,245068,339308,3911,251930,104377,100281,1264,2534818,497157,727169,7363,171061,192296,2873,157784
34,2013,8867909,5133201,1012980,77736,0.0730800098651446,1201760,301129,93592,0.147345468917531,18012,5641,1813,0.209077517952495,1645749,484203,139740,0.294304420857313,1969432,130799,27656,346728,2035402,328411,6832507,113491,42160,35576,30409,757,249379,270922,378280,4643,235299,100920,95859,1076,2526152,502433,752563,6790,169314,203035,2587,158349
34,2014,8874374,5130116,1013578,79077,0.0723567596787465,1203352,303441,92828,0.144981184117685,17676,5013,1686,0.2234409553295,1650090,484388,140390,0.291218796631174,1975471,129405,26213,341522,2035923,328906,6838451,107194,40375,34561,27452,547,238502,261974,372866,4075,228326,97650,91915,1056,2535839,509527,760068,6951,170900,202723,2238,156197
35,2007,1942847,818832,144644,19258,0.0724757528145637,41724,14116,4057,0.149171764075546,178116,54953,23426,0.285504985559795,862592,267492,89249,0.301643056628314,199841,23431,10715,72676,494931,137284,1447916,22542,6776,974,9870,4615,42525,8016,147855,35853,21367,1424,31044,7671,409271,17144,368280,64058,6895,100802,23209,32268
35,2008,1962226,821024,142644,17528,0.0700865636298781,44017,15280,4803,0.156586365966171,178980,55658,23859,0.273301704371348,878485,272200,87236,0.296935338098759,208117,22775,9735,76802,498285,133922,1463941,21213,6877,695,9415,3835,42869,8152,150075,34473,19989,1203,28344,7084,413317,18162,381208,64267,8095,102310,25264,34847
35,2009,1988385,818563,144326,17527,0.0660920449944432,44981,13875,4769,0.122533993554979,187375,58520,23689,0.264019895370957,894698,276668,90326,0.298601518991396,212664,22640,9275,79491,507012,138229,1481373,22377,6893,1067,10417,3528,46547,8460,163309,39260,21178,1843,33837,7259,404349,20085,381268,68322,6927,106369,26444,36162
35,2010,2037799,833447,138689,18040,0.0623895773957675,40713,10266,4167,0.121839173916579,191088,59895,22775,0.253129616670554,934523,296941,99546,0.291215284043612,221081,22313,9426,82144,516678,146159,1521121,24486,8189,1394,11971,2608,57817,8650,191795,42788,25659,1957,40742,10023,406285,18004,386450,66968,5308,115529,27298,35477
35,2011,2061645,834464,137022,18839,0.0596932326388666,41711,11159,3365,0.128028933092224,194070,58592,22810,0.231728163041733,956039,301910,108723,0.296238487090442,228442,23873,10121,86879,517531,155151,1544114,26434,8758,1005,13127,3260,70463,9558,232352,53034,30402,1745,51615,11783,398534,17866,383204,65816,5639,118508,26889,34794
35,2012,2076325,832963,133950,19622,0.0599271796102909,41753,11647,3588,0.131477766633233,195215,59183,24670,0.218695261309187,969448,302699,108621,0.280571513771516,224725,21725,9306,84053,515693,156898,1560632,26865,9132,1153,13026,3316,80798,10438,267926,62094,30738,1948,52828,13026,392718,16981,387347,64724,5877,119666,28726,35358
35,2013,2082250,826876,131473,19270,0.060345049237652,43238,11427,3731,0.106938775510204,191967,56717,25248,0.217436376371702,978137,301568,110789,0.277431632211652,228812,21814,9082,81528,510031,159183,1572219,27228,8702,782,13387,3808,86732,11468,292402,70569,29724,2221,51659,14036,387757,17946,390623,62161,6127,117771,28427,34692
35,2014,2080074,825394,131455,19089,0.0581678128767163,42036,10533,3324,0.114393061273432,194216,57948,24784,0.222001909377983,977628,300898,110333,0.276382986840982,231152,21058,9275,82934,510323,158267,1569751,26258,8447,740,13080,3578,82831,9570,276070,66768,28613,1901,48801,13631,387808,17745,390967,64604,5139,117762,28472,34207
36,2007,19280753,11639528,2382914,282879,0.102276314571073,3005204,836122,264428,0.210866750009811,67162,16517,4547,0.245478924568521,3125343,905136,311681,0.36271326882438,4265491,282934,71378,927106,4480240,921448,14800513,278796,95750,89213,82536,1621,645501,585611,713677,12029,309046,151696,132600,3658,5713126,1223463,1325903,27665,481121,417672,6835,430021
36,2008,19428881,11691399,2358391,278429,0.0973912278604352,3021741,806952,252442,0.210532035672793,69012,16512,4748,0.220557531260755,3190306,927810,309256,0.360912741140136,4342360,280623,69138,969344,4455873,902604,14973008,273099,93210,88354,77594,2072,689151,621037,764595,12485,298231,149278,124707,3931,5843168,1274313,1392102,29598,465811,432736,6999,425327
36,2009,19477341,11689099,2320206,284945,0.0928010359450152,3045347,812498,250180,0.206143554088399,62306,14986,4860,0.260484540491585,3220220,951115,312011,0.368200954799919,4324513,275950,66860,986254,4460720,905186,15016621,273463,96760,87567,74255,2037,755592,675207,839100,12359,348881,160417,145497,3975,5864136,1289093,1378036,26220,466475,434080,7039,427432
36,2010,19303930,11328836,2237043,281262,0.0888979996651895,3024643,778234,254513,0.201392512691863,67850,16836,5726,0.275437211416541,3358322,963273,323762,0.362270683160186,4371498,271475,68957,994956,4346372,920082,14957558,286929,98739,92924,78612,1981,833349,772236,963373,14522,398163,185517,174242,4378,5617006,1271016,1452879,28917,448669,444023,7220,418699
36,2011,19389160,11300459,2196524,290592,0.0858447573897896,3030430,764467,261328,0.194945900595961,65839,16015,5536,0.269464290068518,3428777,974128,343944,0.35804636589187,4421145,264483,69728,1000146,4311705,961372,15077455,292252,102249,95430,77170,1898,940923,859175,1093795,17565,456784,212348,200549,4557,5525958,1247413,1450815,26902,442916,450840,7479,416847
36,2012,19490373,11265598,2163189,303585,0.0823003575158688,3040619,751379,260513,0.190556521979382,69711,17685,6228,0.236464578133383,3496526,982885,358456,0.351231797280003,4527367,269749,80739,1020423,4285373,1004571,15205000,302377,107610,95997,79629,1613,1029223,918984,1191693,20051,453455,222990,202078,4534,5513460,1247679,1487923,27846,433512,469322,7601,412959
36,2013,19576660,11229913,2127440,312437,0.0792492224096454,3051096,736616,258881,0.187151297992253,71043,18224,6843,0.236873129591004,3550825,992065,359163,0.344972011457491,4559405,267333,84863,1028686,4260957,1020101,15315703,308217,110266,100323,76375,1619,1083378,960866,1239268,20664,428491,218152,200468,4458,5545632,1261189,1516228,27432,425356,469931,9106,409177
36,2014,19594330,11221831,2131051,307826,0.0798759287347989,3058984,740928,258248,0.186093811778144,72222,18048,6410,0.246876594989237,3560601,993900,357522,0.34336032020904,4573597,270441,82899,1026411,4269960,1007031,15324370,306760,109079,99647,78297,1613,1059103,943041,1209966,20016,419181,208824,192581,4471,5539271,1271825,1529442,29473,428380,466648,8035,408948
37,2007,8869861,6009210,1282150,159255,0.142855479192986,1890268,533987,194977,0.220516778011585,106494,28457,9808,0.341234560305179,594278,219626,83449,0.495061955694817,657350,84272,24122,160614,2164366,469469,6705495,69054,35127,27937,3423,1010,359446,454908,77559,20011,160784,111562,19390,4693,2984916,789070,276010,43855,299006,71518,10648,261687
37,2008,9036449,6096043,1293683,159798,0.135666838582995,1923351,529139,186096,0.211125775118393,100647,27723,9519,0.336329709557034,631360,241957,85394,0.491266332645643,682491,83099,22497,169399,2197748,461113,6838701,67582,33613,27843,3335,790,392253,461967,88601,20871,160907,109919,20533,3974,3056746,827624,287163,41458,301376,75696,11403,260403
37,2009,9230696,6186763,1303928,165190,0.127628664796345,1946879,524870,185577,0.204706736243211,100082,27066,8790,0.338092242171998,680135,275306,105726,0.479898877399922,711183,85952,24675,172251,2249224,490201,6981472,70629,35962,29163,2575,1246,434776,490975,115463,23036,208973,124849,27919,4695,3050496,833340,291857,39507,298231,88968,11514,266090
37,2010,9440195,6195957,1267285,172230,0.119846240398743,2018868,546581,203958,0.20242487488406,105739,29579,10030,0.346272354753661,767468,293634,118446,0.460721791635624,779197,89304,28081,187748,2269167,534068,7171028,76963,37771,31551,3974,1078,509569,572465,158569,28670,264910,152009,40925,5231,2997116,835684,330227,39323,315690,99019,12337,264021
37,2011,9555403,6234124,1259070,181504,0.114415494898096,2042290,544970,214185,0.194452284160924,111335,30114,10946,0.326182983941261,802974,309308,133959,0.4541968663398,789432,86135,27735,192413,2277953,569262,7277450,83744,43153,32473,4635,1134,600459,646803,195256,35533,308129,174146,46177,6713,2936821,816275,334304,40358,320482,109778,13141,281630
37,2012,9654079,6262656,1247708,189372,0.112509762284933,2074342,543497,219768,0.188245820549349,114448,30468,12001,0.293956161798138,825372,318849,140491,0.45520210746962,804520,82062,26808,200529,2281491,590623,7372588,86577,44329,32725,5867,997,686657,705113,217490,39392,302984,178962,44837,6800,2935886,824065,342797,41472,318273,117894,13642,280215
37,2013,9749266,6294511,1237550,193010,0.109444539264812,2094539,537318,216806,0.17929701029614,115519,30773,12384,0.264325802273708,849041,329765,143707,0.459507996493182,818256,77594,23242,208113,2283045,596002,7466221,88893,46780,33544,5663,1005,735548,728261,237411,39853,275763,170563,39895,6806,2964336,847195,355407,42293,318558,125327,14106,281166
37,2014,9750405,6295118,1237649,187500,0.107745329591869,2091146,538729,216009,0.178551203675057,115490,30359,11885,0.279255394965649,848605,329266,140619,0.453143181072292,821758,79252,23603,207948,2283351,586734,7467054,85323,44271,32187,5595,1009,708715,708179,224820,38954,271297,166278,40646,6491,2967832,847336,356952,42334,315644,120580,12884,274437
38,2007,637736,569734,119859,12361,0.117189638974634,5587,2189,553,0.0354838709677419,36101,13174,5430,0.194055741875795,11989,4030,863,0.239082310324009,20129,3166,442,1443,145457,20254,492279,7232,5081,0,132,1785,30208,1100,2397,11302,9639,366,118,1928,318313,2263,6241,13645,857,1271,5591,21470
38,2008,638613,572418,116624,12563,0.10665198754585,5450,1564,340,0.110419906687403,36875,13610,5835,0.155200751350082,11115,3915,947,0.243243243243243,17987,3065,430,1368,140542,20629,498071,6564,4366,91,116,1907,29906,852,1896,11446,9650,408,306,1734,326240,2636,5553,14041,621,1057,6589,22857
38,2009,642155,574463,118127,11792,0.101727400780637,6090,1503,1019,0.258145363408521,36186,13139,6107,0.152281631712376,12608,4672,836,0.206143344709898,19177,3747,1048,1591,142619,20622,499536,6171,3713,308,96,1988,31158,1628,2338,12657,9627,703,439,2157,324097,2828,6191,13653,797,1148,6265,23995
38,2010,665681,594020,121995,13206,0.0943870491066555,7640,2235,1609,0.170403587443946,36138,12985,5566,0.153552721475746,12619,5045,1078,0.176073131955485,20035,3578,1269,2276,147581,21967,518100,5814,3817,189,59,1743,34042,2423,3152,12446,10130,542,640,1642,335132,3641,5645,12940,1494,1511,5641,23054
38,2011,674511,599652,122027,11006,0.0923598663586245,7066,2213,1564,0.209662988368625,35973,13092,5596,0.167550247596854,13438,5214,1035,0.219482120838471,20457,3685,1522,2413,149036,19861,525475,6567,4165,76,215,1724,37264,3038,4365,14505,9919,434,502,1895,336888,3329,6176,11797,1166,1565,5989,22633
38,2012,686244,607025,123050,10439,0.0843070294739559,7978,2374,1616,0.153073427409711,36063,12628,6126,0.18032974582093,15111,5850,1048,0.229433272394881,22877,4193,1863,2519,151376,19865,534868,6002,4073,0,304,1422,40158,3048,4960,15022,9992,340,419,1641,339893,4218,6943,12282,731,2185,7037,22845
38,2013,703203,617620,126130,8385,0.080661145671841,9255,2545,1658,0.173696031944098,37234,13892,7094,0.151410477835348,17600,6297,1051,0.195192056441077,24551,3915,1483,2312,156622,19436,546581,5074,3420,0,305,1171,39515,3472,4208,14337,8919,286,270,1223,346480,5480,8546,12639,774,1755,7766,22604
38,2014,704925,618402,126828,11115,0.0777597506041282,10187,2795,1411,0.139423076923077,37970,13883,6951,0.164832125670668,18146,6684,1500,0.223905943827564,25229,3837,1580,2907,157785,22592,547140,6180,4323,280,201,1230,39072,3854,4254,15388,9079,496,381,1409,346766,5450,8862,12652,915,2242,7731,24812
39,2007,11463403,9490806,2143582,301721,0.125006895147424,1345194,400258,176236,0.210959111702442,22453,4545,1439,0.19773713985002,274096,99169,33847,0.305194235130587,458389,49884,10060,62649,2769904,541085,8693499,142950,95185,39687,3872,702,751028,374976,59229,5201,304894,94131,13315,1845,4660434,515964,113611,9064,254977,39466,1617,490946
39,2008,11473983,9473440,2116041,297906,0.117857150147628,1341637,390225,168433,0.199884656956293,23563,4948,1956,0.208595519758369,291685,111128,37089,0.300955481334292,468381,51682,9731,63600,2752778,534799,8721205,142442,96648,38240,3575,857,786904,378608,64555,6674,300242,92624,13797,1820,4701218,529674,119198,9910,250838,46815,2124,484746
39,2009,11530508,9486916,2091986,316198,0.114412931167325,1352999,386102,172840,0.198449060147064,22659,5303,1607,0.221005703795975,313134,118385,42969,0.302790928996338,473149,50213,11220,66626,2740844,564141,8789664,156286,106828,40972,4518,687,903776,415585,79820,5927,364996,105504,18395,1559,4643863,520541,123552,9499,255085,49345,1916,488926
39,2010,11526823,9377224,2052004,333620,0.110423920397353,1398150,403891,188203,0.186920875116619,22790,4957,1813,0.220677339116015,345817,131520,47015,0.294385606660182,501020,53049,14044,70269,2746476,608168,8780347,165619,110977,44955,4914,558,1031510,478375,96882,5856,420787,121095,20831,1159,4513995,525857,134870,10255,266250,52433,2256,487558
39,2011,11537266,9359769,2021761,361678,0.108344627086666,1400229,394773,196936,0.179186159413894,21742,4477,1445,0.233660347341906,355785,135446,52313,0.285026641010194,508496,51521,13446,70203,2718153,655987,8819113,180225,119820,48532,6010,480,1185261,527646,107183,4910,469882,132501,21372,1633,4424242,508160,137120,9167,261637,56117,1834,498772
39,2012,11541175,9329829,1992119,363766,0.104343207808922,1408686,388635,200794,0.172349850129001,22250,3817,1037,0.200238154926047,365160,136973,53492,0.283891249992945,507576,49711,12616,71162,2687151,665407,8854024,182615,120896,47666,7324,758,1276731,562944,113692,5210,431853,131104,20053,1879,4423983,513747,142005,9289,256748,59271,2012,494388
39,2013,11557868,9314392,1965828,352158,0.0998463483565281,1406922,385341,196430,0.172692278118452,20073,3102,876,0.17487684729064,377308,139653,52117,0.281940379403794,512058,46754,11262,75877,2666329,650638,8891539,181736,118759,47446,8869,980,1302684,573462,116520,5680,374224,121382,19376,2118,4452400,524650,151577,7537,254073,62341,1451,487537
39,2014,11560380,9311470,1966628,351743,0.100634882061497,1409964,387329,195841,0.170533333173809,21448,3970,1397,0.196958866722984,379318,141632,53351,0.280626073059854,520396,48030,12335,74368,2670902,650088,8889478,178932,117919,46756,7419,684,1269921,562555,114822,6427,378116,122175,18726,1703,4455881,531122,152611,8600,255471,61314,1807,490149
40,2007,3576929,2582228,555921,107098,0.13391206365267,262184,79181,37058,0.183131679363398,245046,77039,24932,0.195025614373747,246258,94590,37691,0.455294322535702,201283,23508,7430,50044,888957,224532,2687972,61241,39915,9007,2600,5786,262277,70914,42321,45834,63403,13993,7205,10536,1241321,103671,105647,99241,46885,28806,25013,135180
40,2008,3606200,2582767,555435,104543,0.126806463835238,261610,76359,35183,0.166038907831787,242314,73637,23202,0.191995264001918,264384,104422,40413,0.44997312134491,209462,22108,6777,54297,897955,224561,2708245,58840,38715,8129,2427,5232,255569,73548,43225,49931,55312,13830,6309,9838,1264651,107890,112804,100799,45343,32399,23579,135403
40,2009,3647757,2592883,554876,98550,0.121928273188019,264110,77637,33590,0.154093108626731,236782,70669,20557,0.175208842244941,286748,114218,43819,0.459315583553871,213694,21036,6672,57568,910001,219204,2737756,56762,37368,7348,2286,4709,270538,75097,52031,50974,60811,12493,7264,9687,1261556,107460,121143,99208,44789,36308,23217,135844
40,2010,3716087,2567863,521586,93051,0.116265764491157,267416,76332,33071,0.140092465976428,256742,82079,23785,0.16143889180635,317945,126880,47477,0.442295370533357,230261,23230,8232,62218,921889,226862,2794198,55717,36888,6595,2639,4218,294999,80647,65518,60553,72447,13635,10345,11157,1246996,108885,134067,106370,43530,42453,28731,126216
40,2011,3756421,2577321,519312,94869,0.11492396912487,274390,78657,34958,0.145079046199321,256198,82739,24244,0.152912413142318,333150,132822,49863,0.436152358959212,234400,25311,9420,62913,929617,234769,2826804,57682,37251,7842,2968,4283,327051,87895,77962,62662,81036,15740,12176,12784,1230358,106893,139328,102629,43812,47134,28341,132326
40,2012,3786152,2582221,517646,94031,0.109153893936341,276346,77720,33432,0.134626737675476,268736,87005,26753,0.153514504903403,344095,136484,53055,0.432007554007324,239674,25368,8138,65442,933069,238150,2853083,57677,37500,7284,3418,4433,343575,92554,85088,66615,81098,15920,12730,11720,1224586,109690,144245,107433,46149,48279,29126,132326
40,2013,3817296,2588630,518516,93920,0.10721459653867,278180,76618,34722,0.128728754769337,281863,92962,26571,0.149214302868233,357557,142388,50937,0.432397355066892,244940,22978,5643,68564,939071,236291,2878225,59156,38538,7417,3390,5300,352850,93144,87100,70357,72693,16254,11067,11900,1229060,111962,149546,109804,46488,49631,31459,131934
40,2014,3818851,2588131,518641,93825,0.105510007857696,278684,77325,34239,0.128257145154407,278970,89928,26834,0.15096095859881,357364,143047,53124,0.426298384808065,245858,24671,7369,67220,941122,236757,2877729,56463,37328,6734,3059,4973,348348,92534,85044,71538,73741,15199,10885,11966,1229368,113911,149530,109795,45933,50648,30586,131960
41,2007,3689498,2979836,607848,85568,0.0912418537938546,64393,20970,8707,0.152272663149282,64352,19498,7099,0.378795219638243,378742,145457,51925,0.470626047303794,388760,44299,13670,100053,855646,161418,2833852,43891,34662,1283,3693,1298,328848,16962,87987,17325,99120,3239,15877,3781,1464490,25330,164536,27826,12527,49825,8029,142500
41,2008,3735524,3003224,604735,84826,0.0854108633272781,65853,20982,8716,0.148770732525942,69703,22512,8554,0.425759162303665,394772,155871,55243,0.472641970585735,391386,39842,11295,101082,864695,162247,2870829,42492,33069,1960,3301,1258,341578,18866,96222,19405,98005,3315,14432,3860,1488984,26562,173168,30107,11877,53980,8735,148935
41,2009,3780539,3021281,597516,90808,0.0803190637207922,64342,19326,7834,0.124658283214872,62450,20232,8171,0.362506785692744,410924,166166,56615,0.464973235186878,394212,37285,11444,99460,870108,169666,2910431,46096,36450,1975,3065,1191,383117,19080,110823,19683,125800,4004,18418,3515,1467571,26448,172863,26454,11159,51144,7156,150462
41,2010,3805432,2998830,578912,94075,0.0777677986123664,67272,19192,8078,0.137445636789418,55282,17517,6735,0.262187891723414,437316,175441,60564,0.449720194159178,404911,37440,12477,101680,865877,179174,2939555,55277,42379,2339,4609,1436,467083,23420,140861,21039,156037,5376,22864,4057,1418749,26803,182820,21955,11039,55526,5985,154921
41,2011,3839598,3008100,571383,101096,0.0756564790940832,69885,19926,9340,0.135319553100552,50562,14626,4635,0.184555019271502,451706,180044,62669,0.435604652397897,406876,37310,13815,103107,863729,193045,2975869,62530,47804,2329,5860,1806,542629,27301,165012,22228,182475,5872,27027,4438,1384266,26710,181512,19186,12102,55628,5427,153279
41,2012,3868598,3016634,565710,100784,0.07262934605002,70994,19751,10031,0.131243489906255,50242,13007,5090,0.165201764417579,462470,182545,67962,0.416856085510867,406612,36458,12859,101111,861884,199215,3006714,68196,50740,2231,7975,1814,600426,29618,189313,24339,180873,6035,26748,4588,1377494,26504,185367,18459,11961,62146,5498,154789
41,2013,3899266,3028474,561092,102094,0.0698310989598614,70401,19373,9156,0.120403059723448,49929,13265,5251,0.163545445631925,472164,183423,66802,0.408451215088865,418249,35808,12489,104483,859790,199169,3039476,72783,54395,2551,8489,1596,632686,30665,194376,21981,161231,6388,26084,3551,1391315,26637,195620,18726,11030,62996,5868,147238
41,2014,3900343,3026860,561456,98481,0.0712436551144669,71059,19228,9220,0.13398646071701,48056,12378,4748,0.166610226887911,472992,183496,65987,0.410301457736454,420689,36315,12143,104893,859453,195462,3040890,73361,54756,2536,8641,1709,609431,30250,194552,20991,156369,5931,26133,3791,1395225,27399,195174,18129,10260,63286,5178,150551
42,2007,12400959,10158381,2104257,239631,0.120897526071897,1273907,376422,158017,0.206921972027554,16927,3476,997,0.172468493875033,537330,196064,80041,0.366212132658457,701342,71980,14108,115077,2814447,506826,9586512,185306,106751,55312,17786,472,577705,334394,149885,2710,269230,81965,22077,1518,4985132,460454,197328,6408,241421,91118,1090,438150
42,2008,12418756,10133933,2069635,232842,0.115953136679269,1283147,371037,149706,0.196152522605637,18179,5007,1184,0.181131068824471,565432,213962,80910,0.361179029913019,707506,66477,11100,118821,2795353,496058,9623403,187587,108257,55423,17368,762,616689,337062,164746,3181,261835,76643,21850,1120,5050894,482232,209079,6721,235326,99683,2548,434155
42,2009,12564556,10191581,2045870,233527,0.109973844817471,1308761,374776,149916,0.189323471818011,17740,4379,983,0.215865683574665,618542,232841,81746,0.345307784849686,733034,70435,13450,121881,2799416,497380,9765140,196504,111809,57459,20946,770,691336,379919,195261,3799,314807,84086,32357,956,5077988,490271,224302,7603,236611,106291,2149,425768
42,2010,12662926,10106641,2009601,244838,0.103321712825434,1362963,387513,155488,0.179044625301458,18063,4360,727,0.193266287713161,692258,252635,91144,0.329073501498203,777435,72456,15501,128625,2808200,523487,9854726,209280,113415,64257,23741,773,782784,435158,235653,4196,373765,93452,43328,682,4984417,502975,257343,8088,245796,112234,1964,422644
42,2011,12709154,10098633,1977973,248723,0.0974994037042865,1372324,377589,155303,0.174509034367594,16875,3618,1106,0.192441961947984,722414,260017,106024,0.329189331387208,797422,73151,16962,132338,2782176,545279,9926978,218722,121454,63874,24877,809,884279,475483,259502,5444,425329,105051,51610,1196,4917885,494658,261212,6959,242817,122939,1788,427281
42,2012,12739595,10072029,1947735,254117,0.0942307151683407,1387722,372617,155003,0.168645506102309,17578,4536,1346,0.190987323031369,751621,267705,117958,0.323750379988709,818501,73150,17341,140057,2759105,561679,9980490,231535,128597,66151,27619,679,977272,503431,284350,6822,416182,113433,52761,1232,4909084,494954,271898,6712,240291,133900,2475,427762
42,2013,12759859,10034334,1911508,250418,0.091496490727951,1402965,371018,156381,0.163113517008912,20816,5673,1422,0.213491124260355,781698,275969,125403,0.326269638290099,853113,76055,19449,145378,2733325,569085,10026534,224478,126035,62119,29645,456,992765,516753,303507,8115,389881,114878,51956,1755,4918719,507253,281667,8089,239204,147224,3383,421610
42,2014,12758729,10024896,1911710,251149,0.0910185389435878,1401750,374449,153156,0.16235753329069,20903,5128,1561,0.204891345498599,784106,277838,119831,0.323501066801348,849288,75279,17740,144905,2738413,559732,10020316,220658,120418,63019,28728,719,980632,511000,301522,7465,379838,109893,51722,1507,4920787,509557,286508,8381,238722,140139,2643,419861
44,2007,1062065,842075,163819,14422,0.147654739291887,55235,17299,6999,0.236500857632933,4644,1529,393,0.221838286109191,118224,43174,17338,0.416612952471418,138418,10124,2875,41220,237823,41743,824242,13375,6797,2087,3726,151,32732,11592,32587,1226,23043,2387,5937,234,435378,23490,49278,1961,10368,20485,772,36232
44,2008,1054306,832132,156093,12767,0.140591000162078,56312,17441,6419,0.265670943597968,4136,958,158,0.260427620049071,119526,43198,16657,0.413825726141079,138795,10133,2595,41871,230403,37959,823903,13277,6966,1655,3906,113,34636,10513,32768,943,24720,2789,6603,255,433974,25356,48937,1939,10389,21420,572,35067
