"STATEFIP","YEAR","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino","latino.child","latino.child.pov","latino.lessHS","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","welf","wht.welf","blk.welf","latino.welf","amind.welf","wht.snap","blk.snap","latino.snap","amind.snap","wht.unemp","blk.unemp","latino.unemp","amind.unemp","wht.emp","blk.emp","latino.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar"
22,2010,4490487,2722853,587037,79168,0.144222555596215,1435283,426210,188115,0.251514775129526,28341,8340,2717,0.322374701670644,186011,53728,14267,0.281744578313253,182660,13980,2954,36566,1115625,292479,3374862,26880,11626,12915,959,174,325857,511237,29852,7322,78782,84790,7166,1478,1301399,557436,89021,11625,259873,17998,3444,131737
22,2011,4537277,2736321,586246,84619,0.137074439195131,1453396,422796,196879,0.247677544574508,26521,7232,2363,0.329490516920788,192937,55214,14689,0.270286000090938,193824,14980,3389,37641,1116805,309852,3420472,27995,12528,13314,1044,308,317834,525315,31819,6595,93627,95139,8110,1511,1288520,555320,92625,11464,260924,19577,2872,134855
22,2012,4573595,2745353,585191,90992,0.131870762123079,1467822,421914,202272,0.24509789982773,27971,7546,1840,0.344468495875505,200872,56595,15898,0.286534406334725,193910,13810,4034,39613,1117022,322780,3456573,29473,12886,14517,889,360,318160,545907,33193,6243,93218,97655,8264,1665,1286949,556564,96709,11128,267770,21422,3013,144996
22,2013,4600933,2749628,580833,88965,0.129545559643005,1479817,419891,202805,0.240408055888457,27988,7205,1942,0.320903361344538,210107,60227,17133,0.284485626829918,196514,14639,3889,41128,1114264,322500,3486669,30866,14487,14597,600,338,329278,561115,36082,7159,86574,91497,7957,1125,1289654,560784,99686,11849,268121,24032,2827,149281
22,2014,4601049,2748849,580919,87608,0.130750369601543,1476584,420256,201433,0.236996846194295,28458,7105,1854,0.343774603531661,210672,60689,18711,0.278581898131184,200903,14893,3912,40666,1115068,320702,3485981,31147,14486,14427,869,308,317113,542316,36356,6948,85866,90820,8434,1355,1289482,562839,100538,11592,269940,23443,2591,143609
23,2007,1314780,1245307,253640,43665,0.108755035483823,14741,6533,2956,0.0993071593533487,7464,1683,828,0.247279059643013,15997,5496,1303,0.186309372618745,52811,7126,2802,7586,279811,52022,1034969,26638,23790,783,426,434,151805,5885,3537,2313,34743,610,566,511,632917,5468,6820,3343,4082,2119,965,72761
23,2008,1315069,1243049,251111,42677,0.103248484793186,13949,6140,3173,0.138664323374341,7401,1975,742,0.249651324965133,16616,6327,1826,0.203805056033359,54642,7323,3078,7872,279069,52076,1036000,28191,25093,804,213,601,159766,6145,3340,2697,36458,797,543,362,635206,4845,7072,2461,2951,2158,907,72023
23,2009,1318435,1243028,246974,40452,0.0989795824919525,14715,5934,2725,0.215151050452385,7449,1762,637,0.218521701761925,17350,6301,2133,0.211552346570397,55958,6951,2426,7664,275902,51060,1042533,30815,27061,829,399,668,168878,7103,4742,2848,41629,932,482,495,629689,4717,7574,2592,2420,2673,964,66994
23,2010,1329222,1256188,250488,42859,0.0963929511693603,14646,5746,2924,0.189486742130563,7547,1637,689,0.182146652497343,17273,6362,2484,0.120744120744121,57726,7036,2401,7038,277365,52413,1051857,31532,28068,1335,376,545,193648,7808,5973,3292,45984,1178,779,697,629117,4084,7025,2824,3308,3063,902,75324
23,2011,1328387,1254657,246340,43834,0.0933135068376664,15612,6512,3127,0.217413793103448,7686,1815,668,0.105061675882603,17628,6754,2918,0.132075471698113,57833,7181,1907,7056,273896,53860,1054491,31995,28679,1178,517,496,209690,8928,6805,2978,50819,854,799,568,620535,4585,6519,3072,3078,3461,1161,74381
23,2012,1328440,1253101,242202,44651,0.0860229645796369,14489,5748,2807,0.19688211595726,7988,1689,648,0.0886386898669396,16769,6210,2877,0.130750908862981,56536,6689,1991,7468,270004,55027,1058436,33665,29678,1496,710,625,227418,8643,6349,3730,52221,778,1625,854,615491,4499,5781,2843,3439,2845,900,73582
23,2013,1328217,1250392,236989,42361,0.0793653101696451,14814,5681,2856,0.249429037520392,8240,1808,656,0.145966453674121,16481,5962,2486,0.193149257619172,56411,6810,2462,7688,264624,52426,1063593,30703,27103,1157,638,695,230342,8829,5246,3481,50109,625,1240,665,615387,5317,5966,2838,2351,2814,812,68677
23,2014,1328535,1249855,237452,43073,0.081906703379941,15737,6388,3263,0.212722405920328,7565,1672,774,0.147679324894515,18180,6622,2512,0.120253164556962,57745,6751,2698,7247,265424,52893,1063111,29951,26456,1157,604,591,224743,8570,5637,3307,47094,1018,1158,626,616206,5070,7073,3063,3175,3117,867,70974
24,2007,5597843,3278679,711163,45032,0.101750752969967,1611982,442806,90484,0.163106362673843,14194,2973,480,0.193486793253421,334345,106199,13411,0.357881144080657,728670,71313,10160,102783,1367327,156525,4230516,46452,17466,26004,1491,207,104501,204460,19930,1413,68139,80507,11644,851,1733791,763855,169640,6928,218327,33098,685,129534
24,2008,5618250,3263550,699216,43890,0.0953236369929001,1616971,427067,81851,0.151770327392701,14061,3243,270,0.152757078986587,357093,117664,15533,0.366950750198651,747282,70569,8789,108128,1353887,149774,4264363,44466,17848,23574,1337,210,117248,217085,22880,1621,68528,76071,12398,617,1741864,796639,181511,6785,213004,35982,612,128828
24,2009,5664122,3233321,678514,45855,0.0895302620302452,1638852,430017,82818,0.141132074724378,15296,3716,248,0.191506572295248,394106,133900,19917,0.382350686559155,773967,71968,8630,119634,1358091,159015,4306031,44600,16986,24095,1502,176,141587,246247,30760,1924,83881,84697,16462,694,1720717,807507,198184,7655,214845,39579,743,121817
24,2010,5733779,3159998,637216,42975,0.08586298701652,1683284,445557,92732,0.135821395830496,17435,4248,371,0.240543250387385,454330,143642,23852,0.401474009264025,840486,73885,9605,138546,1355538,173558,4378241,52518,19433,28111,2630,234,162983,296513,47149,2479,97081,101141,22688,1013,1679531,818163,235641,9060,226287,43454,883,113761
24,2011,5781451,3158798,627171,43547,0.0814018622827927,1706781,441857,99177,0.129012912642206,17288,3906,521,0.262991833704529,472412,149469,27210,0.393525545747369,854501,75740,10677,141459,1349928,186113,4431523,64910,23551,34672,3882,309,199932,345160,58033,2619,115194,116282,25131,1275,1653043,809677,242372,8818,229036,46901,989,112022
24,2012,5837378,3161062,618503,46291,0.0780493128340733,1719289,435785,102991,0.125033590361806,17444,3574,462,0.303911205073996,492858,155418,27089,0.386157582198009,876689,74681,12493,143742,1346759,193312,4490619,71080,27841,35386,4544,412,224012,383253,70083,3119,116151,122314,23347,934,1654684,807708,253937,9118,230810,50139,1023,114716
24,2013,5884640,3156731,608811,48393,0.0737068253181292,1735613,433599,103343,0.118265952354315,15946,3407,529,0.21547814339477,512423,163356,27881,0.362401728230734,888875,73702,12588,143730,1346178,198186,4538462,72189,29506,34946,4064,212,239782,422431,78245,4066,107990,114981,22721,770,1659997,821731,264967,7445,231881,54108,1077,114142
24,2014,5887776,3150839,609350,47039,0.0753851156636503,1740466,435301,101321,0.118222682471969,16698,3532,542,0.225099786503295,515825,164824,28347,0.374009469313528,901371,74953,12310,147938,1348767,194117,4539009,69939,26572,35689,4170,323,236278,413931,83412,3890,105327,114783,22926,1003,1655925,823550,265060,8355,229433,54545,1077,112012
25,2007,6437759,5118603,1056215,83946,0.0971510476011591,387851,115949,35142,0.181696357108555,14013,2310,687,0.179298582240699,507962,166272,66390,0.345209724453513,960818,75460,13443,190163,1450676,202903,4987083,74690,41694,10333,17753,647,194466,67806,125238,2593,148778,20589,26369,992,2655257,168216,212216,5858,64343,91090,1084,201957
25,2008,6469770,5110038,1031888,76612,0.0904476451480552,397250,113715,31279,0.187737255816204,13789,2487,607,0.203058525928481,535755,179509,67825,0.347319135643273,966750,71704,11166,191560,1440101,193657,5029669,76678,42876,10138,17921,490,222283,73474,143415,1863,146258,22496,26068,872,2702456,178420,226389,5661,61529,102376,1259,193619
25,2009,6545486,5139746,1013086,74355,0.0855368167718503,408932,116307,31556,0.18776850296672,12166,2601,564,0.247784098425718,562676,190259,71925,0.354384566050164,985655,75234,14222,197936,1440251,195027,5105235,79077,44397,11001,17832,207,263344,88261,162768,1783,178972,26189,29777,1142,2715738,185548,232476,5332,63457,109253,1355,190784
25,2010,6514611,5005896,971042,73074,0.0812998887108974,438969,123459,35273,0.180606530405619,13033,2743,777,0.256653523903401,608593,205643,77498,0.342526667188274,1019607,76328,14230,196721,1423926,201641,5090685,82764,47149,10957,18511,392,315922,106110,205090,2985,207330,34739,36602,1274,2625750,197420,246309,6223,69113,115607,1414,180923
25,2011,6553538,5005611,955897,80140,0.0789129782706074,443574,122680,37416,0.177942600666638,12914,3040,1284,0.266715560444933,629839,210092,84516,0.34087234448444,1029314,71099,15242,198746,1414563,216689,5138975,88395,50817,11259,19851,537,372541,122374,234428,4742,239081,38923,42423,1665,2592972,194980,249171,5378,68365,115050,2011,183063
25,2012,6605468,5003052,941427,82968,0.075999541776851,456076,125251,39936,0.184367344613456,14485,3324,1510,0.227918952199709,652884,214799,87385,0.331763078139412,1045311,71705,15790,199404,1410240,226670,5195228,93111,52391,11898,20739,655,405635,137815,259365,5526,234610,39371,47515,1921,2594758,200940,257855,5235,70423,117986,2138,188110
25,2013,6648138,4993245,920759,86316,0.0729823522602189,468887,125100,39483,0.189360024931713,13991,2999,1324,0.209109972041007,679117,221269,88103,0.322497651348797,1072442,73527,17203,200521,1400354,232732,5247784,95438,51807,13769,21341,412,417695,148876,270520,5096,213114,36410,45266,1644,2615591,209931,274581,5223,70218,120973,1775,186433
25,2014,6657291,4991630,920955,81487,0.0732794892602176,467430,123518,38899,0.180033056400655,14598,3327,1262,0.232536973833902,682250,221855,88131,0.32606048882618,1078247,74412,17940,201664,1402080,226835,5255211,91506,50137,12084,21308,562,408120,143972,273986,5280,210474,36705,45506,1775,2621501,210418,275394,5628,68881,120522,1853,184324
26,2007,10094027,7835627,1751085,230121,0.109752312218196,1420519,438224,194805,0.201449243608283,51217,12271,3289,0.199463740869726,396643,142807,48691,0.346450134281041,666624,76154,19382,119414,2478146,501429,7615881,146841,85158,50421,6081,1009,616995,448769,79874,9533,313829,113751,23708,3935,3739983,484953,158496,20843,275360,48555,4419,363200
26,2008,10045697,7798670,1727251,235665,0.104003297834432,1391826,409796,177889,0.193086162925415,51536,12544,3592,0.173517699808735,402413,147302,50737,0.345600465940445,650392,69908,17518,116540,2438873,495554,7606824,153702,91083,51662,5449,1024,704651,469388,82728,10937,323133,111419,22766,3539,3731366,484598,161767,21628,255632,49456,4517,363750
26,2009,10007685,7741038,1685449,247545,0.102374070968349,1397037,401691,181831,0.189087334298083,51894,12787,4075,0.177153139736907,413805,153924,56171,0.37282686295266,657551,69654,18660,121093,2396084,520973,7611601,162433,97781,52568,6168,928,822321,528321,105961,11684,384904,128802,29507,3668,3622421,471648,157667,21565,259157,54514,5488,357443
26,2010,9908690,7603235,1637674,253037,0.0960278166277866,1391769,396611,180934,0.175324970039093,55575,14917,5025,0.162639569917883,429581,168258,59177,0.326696626092477,642091,68658,19138,113305,2373913,533967,7534777,175027,102327,57805,7804,1114,965783,569460,128426,15314,435186,144733,31841,3838,3483349,465795,160378,22149,254517,60989,6677,355099
26,2011,9884973,7565117,1600561,265554,0.095680988449443,1392164,386830,188471,0.173352871513651,54679,14969,4944,0.156018991525933,437643,171302,62008,0.31095972364282,647419,66467,19132,114400,2330713,558767,7554260,178229,104413,57128,9329,1027,1122820,614567,143444,16856,469507,159970,32276,3473,3401137,441375,163095,20113,257067,62876,6868,354114
26,2012,9879277,7540277,1571608,275375,0.0910942466384667,1391994,378001,188320,0.165896322995427,56134,14614,3947,0.156229494165644,445049,172299,62543,0.300825039597173,650736,66896,20025,114150,2297616,571702,7581661,177042,104308,55140,9459,1353,1202392,639283,146025,16427,427642,153766,29149,3286,3406742,445826,168098,21278,250082,63001,5885,356192
26,2013,9884242,7527110,1547659,272025,0.0898990772523656,1382368,367259,188079,0.165998332714693,53091,12979,3252,0.159259936600829,456723,173638,60723,0.298760083927215,669218,67816,20539,115343,2267083,568181,7617159,165931,101829,46433,9038,1635,1193517,637030,147362,15730,363269,139470,26405,3274,3449090,458860,177907,20449,243749,63009,5648,354206
26,2014,9889024,7527543,1547880,265629,0.0886980767182742,1382334,368852,184165,0.164303783291578,54254,13711,3796,0.149963359226147,456377,175055,60416,0.297519258209113,670071,68837,20629,115660,2272771,556847,7616253,164104,99480,47403,8923,1309,1162771,622678,146066,15930,367300,137689,27002,3129,3451496,464944,175693,21361,242628,64020,5653,354992
27,2007,5155388,4430249,992234,78428,0.0747330720914365,223126,78553,34316,0.191645822469308,54553,16628,5744,0.180550248376003,200009,75806,18790,0.392037362821479,363557,51906,13663,67691,1260740,158691,3894648,79810,52405,13069,2830,4400,151274,70968,20350,15412,118448,17965,8943,5159,2410113,90259,89730,20022,44622,27956,8366,188960
27,2008,5181962,4431922,974822,77721,0.0696820208701144,232026,80384,32930,0.197158397722651,53293,16232,6244,0.194379934974454,210906,84114,20794,0.39900684063846,372001,50073,14925,71488,1253484,159869,3928478,81289,51153,15149,3890,4496,160682,73276,26612,17319,117104,18682,8749,3664,2444889,94268,91185,19282,47419,31148,7662,187393
27,2009,5229330,4443632,964886,80300,0.0661119821539191,231577,78321,33027,0.203068919797657,56631,17371,6497,0.199807302568192,217948,90495,25173,0.415530735202866,381885,53495,16563,72379,1261363,169125,3967967,81582,50860,15437,4062,4802,185517,73639,29670,18732,138161,19788,8550,4309,2430504,91935,93325,20460,46262,34986,8732,183234
27,2010,5279601,4401492,949258,80786,0.0631079277373566,265072,92927,41042,0.209857719797996,56784,18437,8684,0.203208915145005,243398,98196,28612,0.412416140269598,408416,54236,19898,80218,1282122,187208,3997479,85920,50358,19240,4164,4185,209394,88074,39218,20640,154628,23116,10065,4302,2383000,101322,103690,19586,52752,34673,9465,178780
27,2011,5312239,4412896,940783,84214,0.0605873419562311,266483,91113,43314,0.209635340756719,58229,17753,9116,0.198923400569236,251635,101717,31561,0.391380515546657,411090,49796,17257,80579,1278807,199470,4033432,89444,53518,17083,4949,4558,251456,97866,47133,21796,173162,25576,10333,4539,2364329,99781,107888,19915,50491,39921,9293,181068
27,2012,5345721,4418500,931911,80844,0.0563209178695862,274960,92666,45129,0.203400394750511,56849,16922,8700,0.190135092679862,257392,103308,30976,0.365235143644235,423457,48955,16549,81495,1276834,197396,4068887,94497,55118,20438,5265,4794,272906,109421,54774,20937,159367,25563,11440,4796,2379453,104302,110312,19437,51270,38323,8565,181873
27,2013,5382376,4425537,923402,79634,0.0534768235183786,289931,97957,46102,0.200851663178402,55417,17136,8663,0.193127081110788,264257,106506,32455,0.368471353188152,431883,45224,13771,82949,1279880,195353,4102496,100195,60324,20727,6301,4979,295487,121122,60066,22125,137204,25654,11910,4686,2399054,111394,114323,18916,53265,41753,8843,183430
27,2014,5383661,4422589,923331,79183,0.0546111320127493,286986,97097,47160,0.194669710523871,56890,17160,8331,0.191609871471696,264494,105927,30869,0.355740101949316,434826,48222,15739,82725,1278954,195409,4104707,97777,57987,20626,5222,4612,283099,119396,55459,21443,137147,24313,11794,4250,2394461,112819,115510,20019,50524,39568,8625,182796
28,2007,2906118,1719302,388152,59847,0.174050409811453,1072709,338099,160603,0.301886760060431,12932,4034,1179,0.305384840503366,54599,17307,5462,0.429421266201789,64775,7408,1757,13013,765120,231266,2140998,27535,11149,15725,370,84,168813,339719,5675,2025,45444,72393,1837,433,783289,383659,25824,5022,203477,5802,1777,81794
28,2008,2918790,1717744,385394,59674,0.164818534781886,1082259,335876,160923,0.29177819174692,14177,5022,1586,0.301123271889401,56123,19313,5654,0.415499749257416,68905,8995,1834,13995,764555,232280,2154235,24924,10200,14082,333,113,156005,341774,6300,2231,42983,67204,1667,415,788095,398471,25354,5579,200944,5000,2137,79684
28,2009,2937976,1717163,384856,61478,0.154145687056815,1093210,336331,161749,0.278477702019324,13991,4591,1961,0.261932631031343,64590,22745,7448,0.400395647873393,73355,9140,2364,15514,766710,236928,2171266,25568,8865,16023,412,126,133049,350942,6223,2571,47277,69372,2035,602,784694,403690,28158,5761,205443,5843,1799,80116
28,2010,2958873,1722754,376001,65078,0.146206735751739,1096378,335539,164222,0.270768221661912,14422,4164,1639,0.232068543451652,74942,25370,8670,0.409605849929369,79508,8829,2162,18080,759111,244574,2199762,28223,10481,17126,342,73,164312,376663,10252,3068,57094,71707,3775,782,778318,393227,30558,5956,203245,6353,1610,83509
28,2011,2969120,1720426,372616,65057,0.14629252008813,1103173,332188,162928,0.263629683348522,13920,3899,1416,0.236228049073851,79234,26512,10035,0.433807750178831,78893,7709,2430,20456,754840,244907,2214280,31927,11606,19786,363,62,192918,402893,13272,2844,66793,80112,4147,792,755555,385743,30871,6008,204121,7765,1759,85511
28,2012,2977179,1718462,369634,66848,0.143233716396575,1117569,331251,166056,0.252537823482026,12861,3827,1252,0.241840180078784,79141,25579,10394,0.407602235654131,76278,7782,2427,18117,749520,250341,2227659,34748,12261,21783,262,69,221374,429586,16734,3288,67052,85383,3752,837,750498,388545,30859,5186,202091,8985,1697,87297
28,2013,2985181,1719197,367306,67099,0.141460027518754,1119384,324111,166739,0.242933702674291,12755,3994,1728,0.326895768247657,82078,26170,12254,0.398336798336798,78625,7732,2513,19689,742334,253952,2242847,38453,13517,23929,484,144,233394,445296,18383,3891,62075,81587,3273,767,751285,399377,32688,4788,200890,10474,2193,85940
28,2014,2984345,1717817,367084,66254,0.140189417739519,1115608,322537,163958,0.246744740007064,13469,3973,1438,0.29178655506147,84302,28039,11695,0.390983017862521,80504,7611,2241,18911,742343,249012,2242002,36350,13238,22228,408,103,225368,431534,18700,4097,62621,79556,4141,857,749083,399441,32972,4885,200211,10434,2004,85109
29,2007,5834644,4811724,1093665,164411,0.138606425172446,654882,202239,87119,0.20895922093731,22844,4960,1578,0.193895870736086,171048,62547,16356,0.32,231750,33988,7681,39756,1427416,285520,4407228,64885,43729,18015,765,447,455611,206662,28386,5469,139854,42696,5607,947,2374026,257061,75961,10178,126219,17451,2236,243498
29,2008,5874327,4834881,1082646,161586,0.13124287562318,649375,195435,80968,0.200743814552285,22434,4826,1410,0.219848114300425,177221,66808,19452,0.331939993497747,232869,29448,6710,40444,1419441,280864,4454886,61947,41914,16308,1052,355,475503,205847,28862,5463,134404,42873,6913,1159,2418747,258779,76423,10253,123082,20759,2113,246387
29,2009,5951247,4872775,1085954,171791,0.124218807904168,662877,195587,77397,0.194815710605184,22923,4649,1303,0.180239004558334,194990,75925,22428,0.336968291642513,243553,31557,7998,40228,1434520,290053,4516727,63258,43588,14934,2039,443,507166,217462,37494,5332,157366,49813,9122,963,2412325,260963,81791,10435,128445,27562,1909,252143
29,2010,5960413,4836318,1065223,179097,0.120087976539589,686520,202638,79660,0.185851734453113,23540,5319,1535,0.173707737832903,207166,78987,25938,0.327546308306958,258797,29427,7559,41405,1425412,303510,4535001,62539,44907,12758,2573,605,566943,237900,41639,5119,178837,56845,10126,1004,2356113,267727,88327,10324,133038,28466,1624,251448
29,2011,5989163,4844434,1056304,185642,0.117100608989,689722,195635,81369,0.177716246492345,21766,4589,1100,0.15196845039777,213639,80614,29022,0.325777048402404,269167,28746,8220,42164,1417446,317998,4571717,66482,48741,13448,2487,467,623529,251526,50734,5409,200492,63963,11002,1236,2317968,265357,89808,8708,128012,27789,1259,254583
29,2012,6009025,4848685,1047348,187001,0.112876702675744,695605,195561,84797,0.178826990909068,24344,5336,1311,0.149265461580316,217522,81938,32797,0.321721271772615,269557,26908,7890,43418,1411371,328773,4597654,68626,49791,14580,2105,454,664811,265999,53758,6323,196178,63478,10759,1269,2317036,264882,90019,10057,125596,26624,1608,254847
29,2013,6026255,4852990,1038657,192917,0.106030500997096,689519,187594,83477,0.164498045035673,23952,4659,1325,0.17577609972432,223761,84111,31078,0.321131163848231,270967,28629,7906,45894,1404567,333736,4621688,72585,52443,15786,1660,535,674283,264003,56982,6812,180396,56653,9926,1336,2327184,270511,92849,10341,119292,24935,1522,255384
29,2014,6028083,4849630,1038411,189333,0.107187077696951,694960,191265,83815,0.164987068362066,25291,5243,1175,0.177555504162812,225993,84839,30512,0.313072202132848,270121,28177,7492,44326,1405515,327137,4622568,69379,50155,14844,2048,657,647308,260733,54848,7325,176857,58353,9933,1426,2326791,272649,95855,10728,120881,27610,1788,250152
30,2007,946812,838885,183304,27805,0.0942149373153933,6135,2601,753,0.265106382978723,54211,18612,9149,0.223346828609987,24042,9166,3033,0.156233135456017,24651,3534,461,2875,222351,41826,724461,9189,6179,62,462,2253,61059,1078,4384,20722,19271,394,349,4887,424927,2160,10613,18102,1259,4561,7337,37721
30,2008,956496,841553,181882,29244,0.086657518312814,5754,2355,868,0.143970893970894,58390,20360,9330,0.220757937862752,27688,11190,4131,0.141502099206966,25866,4226,867,3222,224215,45149,732281,8995,5603,72,531,2522,60867,1071,4551,23747,19378,435,222,4239,428154,2320,11548,19657,1225,4853,8018,39798
30,2009,966751,848044,177160,31436,0.0810306799075793,4311,1349,389,0.106022896963664,60105,20691,8279,0.220777466310919,27640,10065,4368,0.184566428003182,25040,2900,540,3326,221448,47401,745303,9633,6309,0,592,2431,68998,562,6638,23561,23352,287,309,4599,430004,2177,12028,20442,649,4439,9062,41549
30,2010,983763,866150,180567,32540,0.0733969972578389,3139,1096,542,0.0510416666666667,61606,21021,8437,0.215859891272502,27555,10329,4535,0.171639608015211,28128,3656,892,3616,223637,48513,760126,10189,7581,10,326,2174,77535,532,5123,23049,25588,128,905,4803,436492,1368,11160,21269,485,4472,8738,41262
30,2011,991049,869050,178386,30988,0.0717877379522951,4125,1407,527,0.0823723228995058,63717,21728,9357,0.19535268185158,29052,10932,4386,0.173747394148516,27939,3363,978,3544,223179,47515,767870,10791,7930,113,268,2309,85514,1134,6949,23829,31312,42,1156,5467,431746,1755,11819,22672,594,4204,9899,41391
30,2012,997852,872847,177633,30455,0.0671186205323269,4522,1851,618,0.125773195876289,66012,22499,9608,0.175838489091501,30015,11130,4324,0.161955322669608,25829,3578,978,2329,223343,47531,774509,11942,8522,188,176,2725,90277,1302,5754,25236,31337,31,1246,6408,432538,1699,12459,22503,747,4208,10290,40183
30,2013,1006086,877179,177593,31382,0.0642297418800165,3329,1438,185,0.085439229843562,67628,21784,10392,0.165803988120492,31599,11392,4176,0.148789635185817,26727,3280,759,2269,222960,48570,783126,11177,8006,103,301,2491,96269,567,8026,27376,30745,21,952,7826,432043,1261,13182,22368,644,5070,10413,41240
30,2014,1006370,877849,177719,31497,0.0661028865803255,4696,1794,413,0.175803402646503,66517,22767,11033,0.169445012115727,31835,11947,4192,0.16326105087573,28231,3671,833,2550,223941,49366,782429,11349,8223,107,311,2510,95593,1235,7492,26206,28471,161,1255,6047,435904,1866,12626,21674,813,4621,10496,41465
31,2007,1764131,1489312,344455,37120,0.0761593440766676,75800,26170,12534,0.181472966340317,14799,6050,2499,0.30230675839741,130744,53596,17771,0.497508545773031,111996,15349,4627,31929,451017,73973,1313114,21648,14430,3900,2088,741,85683,25945,20292,4029,33395,6188,3734,1092,807141,30041,56160,4873,16722,19334,2444,63676
31,2008,1770896,1491082,341330,37561,0.0714213175578987,74381,25352,10181,0.146141172836328,14467,5773,2782,0.29148439778361,138237,58274,18834,0.493767961766247,113052,14811,4514,33563,451019,71985,1319877,19468,13520,3129,1493,995,87345,22576,21013,4841,30442,5075,3751,926,820931,31830,60328,4837,15272,20769,2444,62588
31,2009,1782832,1493511,335659,36838,0.0719342208460438,77327,26115,11550,0.147196738022426,15673,5729,3349,0.254072876507897,144403,60439,20348,0.509310657666108,114000,14204,4156,34496,446831,74548,1336001,18340,13117,2488,1377,899,93005,27581,26624,5894,33107,5224,4495,724,820903,33729,62130,5657,15558,20988,3184,64929
31,2010,1813164,1497512,333864,37860,0.0673028709259324,82498,27664,14218,0.174597732675078,15747,5671,2688,0.204112337011033,159300,66060,20436,0.480159230758449,120526,14477,5080,37751,454381,78134,1358783,18424,12726,2623,1647,792,102273,31992,31893,6075,37825,6044,6334,1314,815433,35309,68323,5578,13625,22729,3084,62424
31,2011,1828488,1501719,332356,39622,0.0615850801473521,81864,26429,12645,0.159953042997882,17716,6454,3342,0.255118799956203,166901,68742,22945,0.498606262347433,123063,13658,5523,40098,457430,82975,1371058,17611,11910,2616,1689,624,117002,31068,35437,7359,43934,7205,8209,1408,811903,34248,70703,6250,14232,23731,3489,64035
31,2012,1842480,1505034,331512,39351,0.0552728468894781,84912,27741,12529,0.187559301838081,16749,6132,3011,0.1966481794068,174034,71465,23344,0.47950179012657,126676,15667,6679,41549,461735,84057,1380745,16569,11165,2228,1599,624,122100,28692,35754,6896,43037,7328,8422,1584,814371,34179,74298,5787,12916,26407,2955,65785
31,2013,1855209,1507038,329735,38885,0.0534573071806673,86417,27941,11815,0.170036401912197,16591,5973,2722,0.230122671512949,180171,73140,23067,0.508899430970262,128252,14279,4653,43736,461855,81701,1393354,16725,11944,2117,860,611,120810,28274,37493,6003,37431,6036,7590,987,818976,36082,79090,6003,16765,28292,2356,67095
31,2014,1855617,1506969,329978,40377,0.055590713654561,85425,27944,13228,0.168664783469383,16066,5956,2899,0.190581581212345,180245,73454,22918,0.492946148536553,128491,14652,5371,43078,463167,84151,1392450,17134,12020,2134,1314,650,120545,30153,39278,6339,36638,5637,8407,1171,819243,35513,77255,5695,15783,26791,2780,66507
32,2007,2488917,1466826,293704,29090,0.0927578013136226,181771,56295,16315,0.133824603205104,30060,8441,2515,0.186372404402587,602056,227379,51061,0.445090235637166,487752,45075,11259,138704,642684,105101,1846233,19691,11377,3282,3573,489,56004,26089,30538,3150,40136,9445,15627,1713,753495,77516,269470,12317,30337,65347,3685,73149
32,2008,2546235,1472553,291202,27994,0.0882658022690438,189412,56904,14614,0.135574510787757,32719,8916,1922,0.165408051663976,634928,239043,54947,0.436931549522988,514530,46812,12208,144978,656136,104857,1890099,21929,11615,3974,4437,540,64037,27096,42212,3069,44173,9708,19127,2012,761588,82774,288191,14430,30057,74313,3867,74570
32,2009,2608873,1471947,290980,28914,0.0846182107940204,196277,57016,16260,0.139404534952164,31456,9614,2296,0.168264338885021,676374,256449,61948,0.440605748256107,532726,45641,12991,150477,675800,114489,1933073,25540,12890,4645,5507,453,75049,35112,59116,2892,61225,12251,31577,2158,749581,85012,292173,12369,30975,78111,3898,75059
32,2010,2680981,1467571,267587,27120,0.0826635599286947,214187,59814,18468,0.128156630605962,28865,7670,1678,0.168183350185372,701306,258018,71890,0.428840060495581,548863,43115,12155,150771,664958,126220,2016023,31110,14949,5575,7022,501,92108,46391,97677,3628,81750,16050,44940,2621,728026,89657,299275,11713,34032,82034,3320,70233
32,2011,2704091,1462236,262151,31559,0.0788274996544988,219192,60467,21124,0.125134113027797,28666,7316,2311,0.15559130241846,719885,262384,77969,0.424950870395406,551809,39448,11425,155193,664523,141904,2039568,36299,17791,5910,8446,628,115994,58057,128792,5366,92455,18489,51045,2896,700744,88404,294793,10713,32858,82754,3156,70836
32,2012,2727571,1457768,257376,34822,0.0773965356058585,222641,59838,21712,0.123020102436569,29941,7107,2586,0.167952332819067,734962,264279,83352,0.401899573123556,555009,37501,11291,152082,662434,151831,2065137,39180,19455,5659,9501,966,141398,66130,162473,6919,91548,19459,49130,3457,688917,87846,304089,11808,33797,87126,3342,69600
32,2013,2754148,1453371,252795,35806,0.0745110546194343,230046,60792,22126,0.132655469034901,31201,7481,2522,0.169340642760147,750025,264233,81790,0.388470739402043,561303,34245,10332,153859,659959,151561,2094189,40323,19662,5700,10587,1023,151106,73746,169967,7947,82149,20754,44575,3024,690063,89594,316461,12293,34927,87123,3308,68510
