"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"KY",2001,2278,813,828.277355962483,0,7673,3525,629.651078654697,0,26,15,498.583333333333,3,21,3950704,3531735,858567,149972,0.242589002924938,272726,85436,32977,0.18971288785889,6165,1749,335,0.31021377672209,5366,91188,11504,1789,13199,994506,197273,2956198,2673168,187290,4416,101175,20274,84,1594855,117465,1550,44435,6243,396,174768,1395448,101774,1958,10720,7539,9392,794,4738,336,3,0,14286,1138,"Kentucky",55.11666,148.17612253411,0.089531819390877,0,0.00825382198237616,0.0704947601242825,8.55758597082521e-05,0.00714229290641951,0,FALSE
"LA",2001,5047,1771,1032.13918585526,1183,3015,1176,790.680792891319,751,25,5,1416.04,1,22,4328743,2710922,674222,94013,0.17907739860519,1392454,484515,240823,0.321809936967709,20160,5834,3420,0.461411162930645,5410,143474,12578,2806,26354,1226569,352152,3102174,2036700,907939,14326,71515,84086,1145,1257559,519928,5835,285984,5901,2923,144484,1056880,514317,7519,19660,15846,8223,581,25165,1777,6,1,33448,2362,"Louisiana",46.90674,690.362075087387,0.370303584391584,0.0006063611645974,0.0179567112163252,0.319175726306738,0.00117314661261593,0.010754867637123,0,FALSE
"MA",2001,3278,1101,1146.19384303112,0,8317,3150,913.892813806121,0,140,36,1113.27272727273,16,25,6155496,5049911,1058494,74614,0.104130369261555,339295,100168,20419,0.207932766219125,7357,1844,447,0.217823878069433,48703,802295,68824,14321,166815,1407486,166549,4748010,3991417,239127,5513,121001,16203,161,2711356,158399,3971,51806,78193,1438,199991,2096358,131104,3696,10203,2600,4481,418,2721,124,40,2,9875,713,"Massachusetts",71.83855,517.553743841276,0.0116627722875016,3.74868585916936e-05,0.253468849025441,0.0217076363184408,0.000551526991808659,0.113187321093577,0,FALSE
"MD",2001,12036,2559,1479.70105591137,0,3185,976,1064.64626521882,0,25,10,1648.08,5,24,5247157,3245958,788122,40171,0.123380752802856,1408590,429315,92831,0.19314454576076,16799,1819,83,0.262757952767638,13420,567765,63021,5406,76782,1401787,158533,3845370,2457836,979275,14980,58099,70656,225,1663743,674086,9181,215208,18870,253,128788,1279001,550323,6358,23739,10534,4971,315,17504,885,15,1,22545,1207,"Maryland",87.40691,818.062047695543,0.170567315737493,0,0.0590080714604611,0.16765104133084,0.000593203946095815,0.0331871816364691,0,FALSE
"ME",2001,100,33,965.836734693878,0,2914,631,1350.89243580847,0,78,27,1023.98684210526,0,23,1251745,1207814,257405,29098,0.148154006995993,5034,2496,1786,0.227095093356492,5551,1707,560,0.115669666490206,279,49063,5528,2115,9253,272552,33211,979193,950409,2538,3844,32366,0,228,627218,1225,2766,295,1306,951,57128,494723,1056,1798,1675,826,1306,41,47,3,23,0,1645,59,"Maine",70.80437,114.40029718513,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MI",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,9740127,7676322,1782061,190048,0.131368296191921,1337278,410633,148635,0.23952737740236,43710,8008,802,0.112067819148936,27620,600797,63679,15441,111641,2450197,392822,7289930,5894261,926645,35702,233296,83103,1359,3813620,557718,26955,261748,33476,2539,347971,3036376,522382,16243,48849,13981,19446,933,25597,1156,249,16,46700,2149,"Michigan",19.96513,564.325290625061,0.0372808596235298,0.0012685273224093,0.180440285003057,0.0913802802495653,0.00114043162524292,0.0699064130101258,1,TRUE
"MN",2001,4155,2114,707.571085061617,0,9578,5739,572.177842565598,0,2172,1112,902.885714285714,0,27,4836367,4252951,976065,64558,0.0948265580450351,164890,62269,28730,0.167685004723016,52078,19587,13156,0.170802168665163,7993,313527,52008,16427,57863,1198675,134635,3637692,3276886,102621,32491,83563,14641,5689,2402316,69598,19412,38988,13507,13166,179490,1674348,53588,18167,6406,4645,3368,236,2310,102,399,39,6223,383,"Minnesota",52.3538,268.796805536056,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2001,6893,2066,1091.38874302593,0,11694,5043,663.975966371196,1696,61,27,733.714285714286,6,29,5471085,4577262,1121428,144988,0.152890375837033,608268,203396,83794,0.289932340921147,13897,2004,234,0.317799352750809,13524,194032,31992,6302,31179,1417097,253532,4053988,3455834,404872,11893,115665,22324,228,2266446,244949,6958,130305,13929,340,222116,1797696,232875,6532,28575,15874,14773,1357,11302,739,117,8,26633,2124,"Missouri",32.10937,538.010284980036,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2001,2865,1103,842.567966280295,0,2184,925,609.391804788214,0,2,1,441.5,1,28,2765210,1680407,404182,45058,0.195786976194946,1006065,345471,158053,0.381030593906429,6228,1744,1298,0.354855643044619,2769,51724,7173,1388,8454,775987,210875,1989223,1276225,660594,4484,37486,71591,411,812811,362354,1608,205625,1810,1260,78838,660743,373236,2161,15131,6946,5351,696,14179,1107,17,6,19637,1823,"Mississippi",74.20447,281.678425870006,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
"MT",2001,52,18,1000.66666666667,6,2004,839,784.398009950249,343,1164,488,821.720515361744,152,30,875841,782588,184176,33376,0.12517309926919,1123,645,555,0.245524296675192,57395,22374,11180,0.297755366460062,2253,21273,4813,2585,3112,220267,49141,655574,598412,478,35021,18483,0,5459,387287,331,17908,645,1890,9777,39924,303021,60,18936,2795,1499,2288,246,59,4,518,100,2965,363,"Montana",24.37271,201.063891733774,0.00253380837906433,0.0257102533523684,0.151164051899949,0.00222156398104265,0.0331161137440758,0.0527547393364929,1,TRUE
"NC",2001,7278,2173,909.432570325427,0,6667,2519,677.813788950775,0,398,149,542.43216080402,35,37,7932350,5562169,1300040,159616,0.186019039069248,1663555,527466,199935,0.298981158643944,81897,23275,6283,0.444101123595506,37029,519222,77126,21108,114473,2056859,426791,5875491,4262129,1136089,58622,138659,89537,3310,2739637,683629,34655,285093,31418,8601,248510,2212253,638547,32559,32203,9529,9570,943,19043,987,549,48,30211,2042,"North Carolina",77.15103,504.591955725605,0.287364442368704,0.00527170481078041,0.00287822940234942,0.245639375353965,0.00860490743139123,0.00625172866443934,0,FALSE
"ND",2001,69,50,365.632352941176,0,1229,638,520.126118067978,0,628,291,787.751824817518,0,38,610793,559733,119826,14843,0.130754247636046,2848,737,313,0,31101,11709,5401,0.260414622980838,783,19004,3766,457,1743,139185,21628,471608,439907,2111,19392,9906,66,2038,307119,1887,10779,156,1105,5968,23337,222284,647,10133,1088,748,682,89,49,1,185,20,1010,110,"North Dakota",21.65228,80.5510213771278,0.000644836493776012,0.0127895876763288,0.158479884165958,0.00129672971092416,0.0180909608450882,0.0502561831867923,3,TRUE
"NE",2001,1393,467,781.925539836188,327,5910,2277,629.425535590878,0,703,224,700.64139941691,136,31,1664625,1446537,356937,36875,0.0906869171329603,64111,24058,7330,0.148013785597678,9339,1955,1168,0.322065727699531,12065,86856,14108,5048,22027,438560,61309,1226065,1089600,40053,7384,28135,4877,1787,778206,27131,2212,12561,10385,1129,66706,564305,20839,4428,3915,1804,2091,224,914,75,169,22,3595,342,"Nebraska",28.35477,303.671998197792,0.0101763986133961,0.00230204667036589,0.0878719599950622,0.0213860544217687,0.00474773242630386,0.0319019274376417,3,TRUE
"NH",2001,89,24,980.424657534247,14,1525,457,1164.9617151608,344,28,7,1914.92,4,33,1223636,1162797,272986,21438,0.12901093557684,8755,2044,55,0.112968502551469,906,0,0,0.292494481236203,1546,66442,6527,440,11521,292740,23863,930896,889811,6711,906,21527,408,0,645030,5346,594,1230,1515,0,58233,457483,2701,501,2419,1181,2093,121,118,5,7,0,2263,129,"New Hampshire",44.53753,90.7949749762184,0.00257402561953325,4.33364426227757e-05,0.176786976384369,0.00382031352917929,0.000329337373205111,0.0774601501778422,0,FALSE
"NJ",2001,9396,3024,997.908245434955,0,3712,1526,726.437194596148,0,43,7,1003.33333333333,0,34,8289599,5464410,1149978,45739,0.112789567222052,1101403,313589,88232,0.223396337414263,14981,3984,506,0.275296837238626,73775,1552858,131550,20191,297546,1932281,218878,6357318,4314432,787814,10997,138564,57525,756,2779238,521123,6967,143981,113994,1209,169491,2259494,447770,4508,26052,14422,4892,440,16836,1005,9,0,26514,1628,"New Jersey",47.71186,398.945714985731,0.052961313953019,4.49311961264829e-05,0.210113532318642,0.0849611789723555,0.000458269455846232,0.103357895257406,0,FALSE
"NM",2001,254,99,662.056910569106,34,1005,527,459.119072708114,0,518,365,303.010288065844,186,35,1794179,791139,161944,19287,0.0875778335673659,31844,10191,6527,0.142808433255669,162112,57933,22825,0.307580591400409,74623,145594,22374,9399,52370,498612,126719,1295567,629195,21653,104179,20893,944,10260,389552,13567,60484,4251,85621,22769,38196,326259,11227,56484,5668,2562,1212,153,511,58,291,39,5151,517,"New Mexico",56.29486,714.532942365282,0.00709350576941856,0.0704229681493487,0.0569295007878273,0.0181209748705645,0.0594351138611778,0.0263290819547923,14,TRUE
"NV",2001,1513,851,805.610085227273,0,3244,1646,632.868981329839,0,101,66,563.483870967742,0,32,2072391,1346687,306236,33024,0.114729553290127,134780,44197,16268,0.152777421752839,26887,8461,1062,0.212596510426166,37215,345406,35173,10439,96874,557559,91547,1514832,1040451,90583,18426,41141,5678,992,659961,56779,12263,23741,39386,4162,70621,518190,46570,10298,9862,4639,5078,555,2567,224,160,13,9392,841,"Nevada",27.10127,595.109706614244,0.00494195061872431,0.0476970466173647,0.166356703041664,0.0464170523068293,0.0209648015706072,0.0476791473846585,0,FALSE
"NY",2001,27539,6520,1531.71523026944,0,11245,4187,831.298676748582,0,150,57,701.860294117647,0,36,18429783,11333104,2487928,294396,0.128362826701452,2861107,852030,267080,0.222230818488903,82847,20842,10528,0.209660672010633,305759,3848024,278758,74366,863202,4550311,932042,13879472,8845176,2009077,62005,272880,136372,5297,5555550,1173385,41725,504478,424677,5757,484191,4627263,1163721,33985,67554,26425,11103,669,32603,1648,259,3,64261,3133,"New York",45.96168,524.325218587761,0.0327254784399775,0.000628304299782389,0.26090113387108,0.0840025221973631,0.00123725938702022,0.138726814796097,0,FALSE
"OH",2001,17616,7389,800.057817642124,0,16709,8049,602.758815047844,0,182,75,682.452380952381,0,39,11066289,9318660,2154933,275376,0.146135358549547,1240103,389728,139896,0.217577908692154,17082,2584,1072,0.307472815608853,22665,367224,37955,7435,44858,2734624,464024,8331665,7163727,850375,14498,259031,59820,1524,4667661,529251,8302,234129,36246,1072,501315,3737050,482105,5977,44868,24407,19655,1369,21778,1417,85,3,42452,2829,"Ohio",23.74876,336.472325998354,0.0442433212060607,4.3160825843374e-05,0.0980404833076472,0.0806922482616534,0.000282255987638424,0.0425217615245944,0,FALSE
"OK",2001,3313,1303,877.401830808081,0,7284,3340,637.634467776973,0,3197,1421,681.630204890945,0,40,3347660,2472089,567700,87506,0.173261539894281,219084,72496,28077,0.191024975292718,199595,61449,16588,0.18478683918248,24030,161693,27275,10416,39825,871423,186656,2476237,1904389,146588,138146,54165,8880,7897,1184387,92670,87523,47866,22008,21198,123565,992856,80477,75378,21719,7965,11669,1341,6225,673,1617,216,20490,2290,"Oklahoma",37.70819,529.474319375325,0.0684716119456233,0.0380720341630134,0.0129687961326205,0.0671910286023407,0.0271855331060717,0.0109394722606239,43,TRUE
"OR",2001,1222,313,1295.11827007944,68,8229,2645,895.035292591151,0,781,323,919.180167597765,0,41,3387279,2823144,653434,105265,0.109696285300954,49072,17221,7747,0.230430284685237,31861,9816,3672,0.161092768132922,37022,301350,33348,13428,81515,849416,160825,2537863,2169710,31851,22045,104154,2692,1019,1370520,21628,14238,11685,29187,5831,159665,1114441,15877,9752,10950,4525,8022,530,1176,75,213,40,10749,661,"Oregon",65.30366,313.496467223397,0.00242112003264832,0.00411978481845742,0.120504694218476,0.0107576751657202,0.00452478450713785,0.0432116920431664,3,TRUE
"PA",2001,16592,5818,1145.73421833074,5264,14210,6412,757.331981327007,0,48,15,827.152173913043,6,42,11856640,9986414,2186707,251763,0.153089519078958,1145932,354870,127250,0.239742836039132,12778,3449,1437,0.296709618039577,58863,580733,66926,10152,109734,2795079,454537,9061561,7799707,791062,9329,256203,49547,215,4919277,465209,4812,226748,78109,790,405118,4080855,453105,6185,37641,13081,12150,743,19991,796,73,7,36351,1711,"Pennsylvania",29.05605,396.427655727086,0.0448140016603335,1.46404291746377e-05,0.130520329565677,0.0751562406158477,0.000353285733968777,0.0543795066011439,1,TRUE
"RI",2001,828,310,1004.21794871795,264,2116,878,784.423960612691,0,50,22,845.634146341463,18,44,1020102,834943,177880,19561,0.167555050906736,45959,17028,7348,0.277344620182669,4710,1194,681,0.545555968761621,16981,126168,10654,1870,41534,244780,47104,775322,657063,28931,3516,23514,1586,485,424611,20181,1951,9832,19522,491,44838,348440,15613,2200,3364,3506,975,60,1501,107,9,1,3048,193,"Rhode Island",73.03656,321.14435615262,0.0150367508126797,0.000883588647164159,0.251241902213794,0.0216986403427081,0.00114080834419817,0.103091823430806,0,FALSE
"SC",2001,4578,1818,1004.2825253664,0,3116,1470,666.437334217507,0,23,14,538.652173913043,5,45,3927982,2595893,595424,67348,0.154306929255204,1163145,366256,131585,0.288176708440967,8458,1158,160,0.498100664767331,4340,142938,18462,2559,20637,1021525,208838,2906457,2000469,796889,7300,55536,60670,1286,1302279,492001,3004,202788,6200,239,121081,1036237,448687,2464,21719,9241,6382,636,14439,853,35,5,21067,1509,"South Carolina",53.68309,841.19530079313,0.453026893948058,0.000416644941541889,0.00363686642230522,0.349309313346553,0.000680603636608073,0.00597418747689309,0,FALSE
"SD",2001,54,29,530.551020408163,12,762,398,488.443795620438,0,1628,861,533.747580645161,0,46,727968,672264,161458,21121,0.116041964580354,5638,1715,988,0.2,20133,8073,5050,0.251267357284549,539,21719,4906,1603,4124,184196,28440,543772,510806,3923,12060,11612,139,2008,364387,2680,6363,848,538,3844,29910,260828,1434,7047,2799,1566,1876,151,111,4,583,65,2570,220,"South Dakota",21.8348,149.319750318695,0.00118257006755081,0.0345340575472967,0.0967755995336592,0.00196711685261304,0.0361127422196124,0.0288021139166177,6,TRUE
"TN",2001,5329,1705,1012.38966240702,0,8933,3700,739.674522365862,0,39,17,731.435897435897,7,47,5596837,4438265,1028088,174168,0.214674292745318,899220,289295,111080,0.261659119925775,12021,3295,1174,0.191623323295921,10519,201408,30013,6124,31788,1402305,306044,4194532,3410177,609925,8726,112659,56706,995,2162984,386525,5000,152238,8795,2100,232515,1774488,345395,4482,17466,14400,10244,867,11672,591,20,1,22203,1468,"Tennessee",40.99145,763.64560911815,0.183810548916498,3.86647189943595e-05,0.00523052037341136,0.164726530520697,0.000269151835279077,0.00530453408695847,0,FALSE
"TX",2001,9093,3117,963.425192457882,0,9462,3557,806.245204158182,0,139,33,882.561151079137,0,48,20773439,10746190,2593074,221010,0.115847988994065,2257818,729905,219025,0.212953943028249,74729,22619,9339,0.257083499093843,817653,3219129,394557,129203,1128572,6076071,1293009,14697368,8153116,1527913,52110,253986,117132,4734,5366746,1013235,31157,379877,664763,7742,499649,4209362,844080,29244,148480,61276,46192,4942,62030,5453,18,11,149701,12369,"Texas",63.92949,586.344899368853,0.144891223174954,0.000216751792953316,0.0631082980873482,0.123538618861782,0.000598952355114051,0.0343719348039318,0,FALSE
"UT",2001,177,60,702.828220858896,19,2017,856,634.413721413721,245,192,70,856.75,18,49,2229295,1893082,591055,45676,0.0830329856661212,9815,861,0,0.126190476190476,18445,6248,1974,0.135425664651118,14219,180512,27982,9793,31762,716298,67007,1512997,1302027,8954,12197,51993,826,0,908961,5757,10051,0,22151,2247,78562,665154,2490,7546,4145,2864,3389,232,407,21,192,13,5024,315,"Utah",17.49323,234.109886757921,0.00258372219561786,0.00551273645119654,0.09767691914233,0.00608633158154786,0.00709697704711854,0.0411894174190361,1,TRUE
"VA",2001,4607,1326,1164.36179130818,0,3916,1401,828.458528951487,0,22,15,550.318181818182,3,51,6955099,4881599,1155648,92550,0.142243711866243,1347988,414544,114819,0.253395574946734,19766,5028,1004,0.271919909575327,19015,667339,84379,6999,91896,1792081,235010,5163018,3725951,933444,14738,93247,54444,636,2524768,614533,9534,217277,28156,928,196332,1922422,520124,8046,31472,11310,9608,911,19458,1317,7,1,29422,2240,"Virginia",23.16469,289.945549301311,0.279419273535332,0.00048034474239203,0.00962492186897002,0.206753275672721,0.000526334434924314,0.0150157141194273,0,FALSE
"VT",2001,42,26,645.052631578947,6,1877,694,822.142694712905,327,4,0,2376.5,1,50,592321,570757,125729,19166,0.133163846983856,2243,618,98,0.167088607594937,1410,539,436,0.262002743484225,275,26463,3130,609,4542,133412,21024,458909,445028,1625,871,12928,173,41,314663,1090,395,585,653,227,31476,230106,488,513,1400,1078,1427,85,88,6,18,0,1646,95,"Vermont",80.4068,98.764014782525,0.0017444919223594,0,0.128307066621787,0.00153917192550408,0.000153917192550408,0.0623877687137653,0,FALSE
"WA",2001,2372,865,944.031367041198,0,9238,4396,615.152140031171,0,1755,760,775.483088704531,0,53,5852281,4606775,1090690,119759,0.0887217375360372,176557,53743,14149,0.166650573558379,63840,18902,6285,0.232248520710059,59079,662401,89442,27121,114936,1520927,229201,4331354,3516085,122814,44938,144123,12506,4853,2295680,75750,25513,23660,40163,8865,257540,1796754,56241,23365,15226,7302,8488,681,3022,228,469,54,14080,1079,"Washington",73.20206,357.604154687719,0.00444508695016626,0.0075624787338454,0.171641680086608,0.0169241986595249,0.00748057993774363,0.0676617403740991,1,TRUE
"WI",2001,6182,1411,1182.96505322354,0,5976,3067,542.898586355255,0,437,207,717.779761904762,0,55,5247393,4574756,1049319,107012,0.123189341328854,288471,107674,40561,0.21804557126693,29650,9388,1109,0.26620096051893,26518,236966,29241,7410,56933,1295313,190825,3952080,3525437,180797,20262,124278,24725,436,2439016,121667,12332,70967,28041,6738,216918,1803124,102232,11862,20766,7442,10000,642,9443,613,578,44,20226,1307,"Wisconsin",21.08877,236.59367613594,0.00411171790752704,0.00381808138023746,0.130796454760402,0.0188628633897482,0.00388189327071018,0.043728237104219,4,TRUE
"WV",2001,630,208,896.243111831442,219,4734,1858,779.13339070568,1722,6,4,931.166666666667,1,54,1758405,1669790,368526,88616,0.246795931156479,47986,10650,4047,0.17581895399602,1908,43,0,0.39963503649635,2659,26680,6796,2068,2668,396746,98288,1361659,1301264,37336,1865,52047,2242,0,695530,19549,1087,5685,2951,0,85363,679530,19474,1308,3403,1785,3214,294,623,52,12,0,3869,346,"West Virginia",54.79011,269.676212249169,0.0686647654845887,1.1492857992737e-05,0.0320006860316562,0.04801907872121,0.000161137848057752,0.0137074596081128,0,FALSE
"WY",2001,62,27,548.666666666667,0,1455,801,564.301675977654,0,37,17,895.555555555556,0,56,480332,426087,103521,11133,0.105163634788947,3638,1166,465,0.136576787807737,8952,3129,871,0.0960440456769984,3998,13204,1403,315,2319,122017,17586,358315,322566,2472,5823,10599,133,780,224050,1479,2972,608,3666,992,19894,162600,1256,3074,1487,738,1171,109,80,3,90,8,1549,135,"Wyoming",11.67908,263.567699008186,0.00435686976743154,0.0115467655432108,0.0934231565493506,0.00484466783746139,0.0135650699448919,0.0297947072003876,0,FALSE
"AK",2000,290,92,713.350427350427,0,903,311,765.644702842377,0,1735,629,673.256312165264,147,2,626187,421661,110021,9001,0.0707855186199748,23313,8220,1063,0.122254943205722,97157,37444,9171,0.297382375932225,1670,46323,7013,685,7592,189036,24206,437151,311640,15093,59713,15276,1176,8259,224350,11313,29337,3065,2778,12994,20147,147745,6978,30868,4140,2466,1764,140,474,31,1465,97,3889,284,"Alaska",51.13052,504.960978110373,0.00303090224513527,0.439735425382507,0.17968472137768,0.0318809776833156,0.0604852993269571,0.0434821112291888,2,TRUE
"AL",2000,4215,1253,1254.2368554095,0,3634,1362,886.988940628638,0,11,1,1757.09090909091,3,1,4446543,3125399,712112,86812,0.219583882965298,1153246,359833,148957,0.334072952125168,22955,6522,1244,0.300847457627119,6927,115901,17569,2957,18922,1124467,247814,3322076,2413287,793413,16433,65814,54812,1093,1458001,400800,9807,191762,5006,1736,119308,1254072,443215,8622,23040,6502,7358,684,14727,870,3,0,22156,1556,"Alabama",83.07379,404.583965566059,0.351879028652581,9.15894079085531e-05,0.00621917820438949,0.30052978104425,0.00033685499923442,0.0056346654417394,0,FALSE
"AR",2000,2441,1134,629.345218120805,0,3977,2226,434.672391694437,0,36,18,472.027777777778,0,5,2672286,2098547,480867,75363,0.222051050056798,417546,138869,61060,0.343836358587031,17394,5823,1813,0.283985991722381,11966,85654,14232,4583,23147,674886,154208,1997400,1617680,278677,11571,51251,21675,500,975148,147162,7211,75008,8156,1683,91222,840545,154154,5710,11143,7017,5319,473,5772,296,8,1,11143,772,"Arkansas",48.12119,445.311617094877,0.257666825748038,0.000172936811256834,0.00587543984683316,0.217383516557329,0.000526162595436939,0.00542955018695565,0,FALSE
"AZ",2000,1747,588,1046.99587020649,0,5588,2248,719.36351899668,0,663,294,642.946791862285,0,4,5133711,3273021,676830,63600,0.107578862947781,154300,47945,14194,0.188612919956204,253136,96928,42779,0.383617207208693,145898,707965,107441,37455,225532,1360559,271327,3773152,2596191,106355,156208,67565,6761,16226,1577555,66108,71036,24640,133438,36035,140911,1337026,49900,82151,26510,9688,10893,1070,3544,312,1160,107,24546,1964,"Arizona",11.94991,531.077810963648,0.0262381312525237,0.0959802310806154,0.158205115904187,0.0343006295102103,0.0624136342699217,0.0582834331337325,4,TRUE
"CA",2000,50619,9982,1575.57641291811,0,49717,15347,938.062024104773,0,2268,735,1016.99476190476,0,6,33884660,15787039,3215775,315861,0.102609382143375,2231773,673616,221180,0.196211672909626,317646,98580,30760,0.324206117499102,1157900,9173849,965687,316022,3030640,9221386,1910233,24663274,12571264,1558157,219066,413122,114885,16154,7863792,852742,126542,352752,978088,33973,658794,6434290,808208,110696,160655,130180,43078,4178,46243,3656,1318,152,149677,10978,"California",89.61327,621.313597362346,0.0141793126799314,0.00349378357460497,0.195705971495203,0.0561417793666747,0.00264627676492665,0.0901922367399906,5,TRUE
"CO",2000,1847,814,824.57750952986,413,6420,3283,616.790521978022,1695,356,172,568.738993710692,84,8,4300832,3199848,730544,53110,0.0802464980022647,160123,47977,11623,0.157161099247781,42610,12442,3382,0.252915058716129,60803,419858,66683,15285,103765,1099641,134324,3201191,2469304,112146,30168,63599,6049,1793,1755430,71366,19810,22884,69787,4982,135886,1247332,52347,14317,16754,7373,6935,639,3586,384,310,35,15500,1333,"Colorado",7.909859,318.496514162841,0.0100360192257353,0.000654332105116704,0.0976729068989461,0.0222774534841299,0.0027248267055819,0.0398463152134258,2,TRUE
"CT",2000,3860,1024,1014.51289473684,0,3180,985,879.049410264584,0,31,18,606.129032258065,5,9,3408068,2638743,585781,28987,0.127892479850262,304578,96675,24950,0.253909115253408,9931,3106,661,0.267662565905097,36264,388568,40288,6589,89034,840211,94063,2567857,2052962,207903,6825,57537,15665,437,1357225,125273,4542,52687,54476,930,86904,1076345,113440,3316,16671,6415,4524,524,7882,579,25,5,16949,1406,"Connecticut",55.17979,327.63430776616,0.0188816274027584,9.01171324799398e-05,0.239623073501224,0.0416945971309827,0.000583582407356293,0.110352278731576,0,FALSE
"DE",2000,1227,585,604.556145004421,0,623,311,510.041958041958,0,4,4,44.75,4,10,783216,568559,124986,7326,0.146666010836727,148703,46342,13009,0.257724752381404,3744,1122,151,0.447275922671353,3908,50765,6763,1038,8939,194188,24892,589028,443573,102361,2622,11002,6164,168,288190,63619,1629,26453,4809,377,21383,231953,55228,1304,6572,2760,2355,235,3965,360,1,0,6324,597,"Delaware",71.1916,633.797062368491,0.128865733246258,0,0.0754136772423766,0.137878516394911,0.00273248521770292,0.0342680523203727,0,FALSE
"FL",2000,24927,7889,958.41238930797,0,22592,9168,654.052576900492,0,165,52,675.700636942675,0,12,15986890,10452754,2013030,214400,0.144265333710255,2312930,764496,268280,0.33122734912025,55420,13181,3030,0.255589974655027,162580,2803823,271003,72821,745524,3635932,674155,12350958,8439724,1548434,42239,201507,99445,2754,4776515,891556,25683,394356,181977,4519,439925,4389695,828337,20724,71319,35849,24414,1782,36147,2029,84,13,67214,4105,"Florida",17.72808,800.912497677785,0.296862475722392,0.00118329793775586,0.0490324161291572,0.178035120871844,0.000831788870987931,0.0583463552707554,0,FALSE
"GA",2000,9398,3850,929.635237888334,1047,5789,2820,660.690531177829,762,66,28,599.484375,5,13,8186187,5129602,1202604,107847,0.173862516373976,2338999,741900,233694,0.275473188731097,24074,5707,1493,0.272955974842767,32613,646524,95246,18477,132690,2161521,385906,6024666,3926998,1597099,18367,96753,101430,1120,2617365,962899,11708,376388,27821,1892,198404,2017266,872553,8985,44232,17373,13792,1157,27126,1572,62,4,41474,2758,"Georgia",77.2733,501.149069768379,0.372305100396451,0,0.0049659302351427,0.284152562139358,0.000243385492196453,0.00809763814661948,0,FALSE
"HI",2000,142,82,512.227642276423,0,491,217,615.947939262473,0,78,42,469.081081081081,0,15,1211717,274845,43793,4190,0.064162460614561,21940,5673,606,0.0777804897892767,3800,880,232,0.157399486740804,7126,233093,22358,3348,53228,293739,43676,917978,231052,16267,2920,7830,768,171,154383,12541,1985,1162,10656,411,8289,106514,5864,1450,4794,1609,1019,169,210,18,19,2,4492,561,"Hawaii",90.79214,243.78629663527,0.00207086545620571,5.46191336672475e-05,0.315425443036757,0.00838077166350411,0.000822264389626819,0.110025300442758,0,FALSE
"IA",2000,1185,576,653.303262955854,0,7502,4033,511.72362804878,0,199,94,620.575268817204,0,19,2923345,2715311,655333,64750,0.129620707952737,58456,19141,8357,0.238600451467269,8778,3030,1127,0.198306280875088,6727,99577,17537,4030,21782,730393,84795,2192952,2059978,39315,5748,54624,3728,310,1410472,22509,3300,10306,8120,1097,117412,1071680,18299,2667,7955,5117,5033,439,1719,123,128,16,7363,592,"Iowa",57.69424,264.833606707385,0.00581192501363513,0.000112490176994651,0.0698493080536534,0.00926221422768945,0.000819600789137751,0.0212951143089242,0,FALSE
"ID",2000,50,25,563.56,8,1517,864,491.189300411523,276,175,72,643.497041420118,27,16,1294016,1140792,308535,38762,0.126708632193554,5200,2018,223,0.222349789513969,17503,5734,1644,0.235656165240976,12366,74611,12822,3435,23402,367235,54798,926781,832257,3182,11769,30605,180,1385,544831,2184,6773,511,9927,2098,53375,421868,1171,5814,4970,3407,3928,394,74,8,190,33,5042,493,"Idaho",11.83141,252.08343637173,0.00134754475879614,0.00707960492726857,0.0755843853635949,0.0026141041435053,0.00600943481265587,0.0297767494967098,0,FALSE
